study,name,label,label_de,parent
soep-core,asm,monetary assets,monetary assets [DE],asc
soep-core,oin,other investments,other investments [DE],asc
soep-core,pri,private insurance,private insurance [DE],asc
soep-core,ihs,investments in home savings,investments in home savings [DE],asc
soep-core,dtl,debts / loans,debts / loans [DE],asc
soep-core,ooh,owner-occupied housing,owner-occupied housing [DE],asc
soep-core,prr,claims for restitution of house/property rights,claims for restitution of house/property rights [DE],opr
soep-core,ipp,investments in pension plans,investments in pension plans [DE],pri
soep-core,inh,inheritances,inheritances [DE],ori
soep-core,oti,other investments xxxxxxxxxxxxxxx,other investments xxxxxxxxxxxxxxx [DE],ori
soep-core,dbt,debts,debts [DE],ori
soep-core,ppc,possession and purchase of consumer goods,possession and purchase of consumer goods [DE],cos
soep-core,rex,regular expenditures,regular expenditures [DE],cos
soep-core,sav,savings,savings [DE],cos
soep-core,fto,financial transfers to persons outside hh,financial transfers to persons outside hh [DE],cos
soep-core,sor,socialization & relationships,socialization & relationships [DE],fn
soep-core,tas,transfers and support,transfers and support [DE],fn
soep-core,fno,family networks - outside own household,family networks - outside own household [DE],fn
soep-core,mse,marital status and family events,marital status and family events [DE],fn
soep-core,fri,friends,friends [DE],fn
soep-core,scr,socialization and relationships,socialization and relationships [DE],fn
soep-core,fhf,family history - first waves - integrated into biography,family history - first waves - integrated into biography [DE],fn
soep-core,par,parenting,parenting [DE],fn
soep-core,mst,marital status,marital status [DE],mse
soep-core,feh,family events and relationship history,family events and relationship history [DE],mse
soep-core,doc,death of child,death of child [DE],feh
soep-core,nfv,no family event,no family event [DE],feh
soep-core,ofv,other family event,other family event [DE],feh
soep-core,boc,birth of a child,birth of a child [DE],feh
soep-core,sep,separation from partner,separation from partner [DE],feh
soep-core,cmo,child moved out of household,child moved out of household [DE],feh
soep-core,dos,death of partner,death of partner [DE],feh
soep-core,dop,death of parents,death of parents [DE],feh
soep-core,doi,death of person living in hh,death of person living in hh [DE],feh
soep-core,mip,moved in together with partner,moved in together with partner [DE],feh
soep-core,mar,marriage,marriage [DE],feh
soep-core,div,divorce,divorce [DE],feh
soep-core,con,contact with neighbors,contact with neighbors [DE],fri
soep-core,frr,friends in east/west germany,friends in east/west germany [DE],fri
soep-core,fnw,friendship networks that can be relied upon for help,friendship networks that can be relied upon for help [DE],fri
soep-core,cfa,"contact with friends, relatives abroad","contact with friends, relatives abroad [DE]",fri
soep-core,frn,number of friends,number of friends [DE],fri
soep-core,ntf,networks - three friends,networks - three friends [DE],fri
soep-core,rgw,regular gifts from friends / relatives from the frg,regular gifts from friends / relatives from the frg [DE],tas
soep-core,fsp,financial support to persons,financial support to persons [DE],tas
soep-core,fbr,foreign-born respondents only,foreign-born respondents only [DE],fsp
soep-core,ing,in general,in general [DE],fsp
soep-core,exb,experiences with the birth of a child,experiences with the birth of a child [DE],par
soep-core,pgo,parenting goal,parenting goal [DE],par
soep-core,ebc,experiences with the birth of a child,experiences with the birth of a child [DE],par
soep-core,prl,parental role,parental role [DE],par
soep-core,pst,parenting style,parenting style [DE],par
soep-core,psp,"parenting style (bioage long, mother or father)","parenting style (bioage long, mother or father) [DE]",pst
soep-core,pss,"parenting style, second caregiver (usually father)","parenting style, second caregiver (usually father) [DE]",pst
soep-core,psm,"parenting style, main caregiver (usually mother)","parenting style, main caregiver (usually mother) [DE]",pst
soep-core,prs,parental role of second caregiver (usually father),parental role of second caregiver (usually father) [DE],prl
soep-core,prp,"parental role (bioage long, mother or father)","parental role (bioage long, mother or father) [DE]",prl
soep-core,prm,parental role of main caregiver (usually mother),parental role of main caregiver (usually mother) [DE],prl
soep-core,pgp,"parenting goal (bioage long, mother or father)","parenting goal (bioage long, mother or father) [DE]",pgo
soep-core,pgm,parenting goal of main caregiver (usually mother),parenting goal of main caregiver (usually mother) [DE],pgo
soep-core,pgs,parenting goal of second caregiver (usually father),parenting goal of second caregiver (usually father) [DE],pgo
soep-core,ofe,other family event,other family event [DE],ebc
soep-core,nfe,no family event,no family event [DE],ebc
soep-core,dcf,death of a close friend/relative,death of a close friend/relative [DE],ebc
soep-core,dch,death of child,death of child [DE],ebc
soep-core,dvr,divorce,divorce [DE],ebc
soep-core,clh,child left household,child left household [DE],ebc
soep-core,clh1,child left household xxxxxxxxxxx,child left household xxxxxxxxxxx [DE],ebc
soep-core,mwp,moved in together with partner,moved in together with partner [DE],ebc
soep-core,mas,married,married [DE],ebc
soep-core,dpa,death of partner,death of partner [DE],ebc
soep-core,dfm,death of parent,death of parent [DE],ebc
soep-core,spa,separation from partner,separation from partner [DE],ebc
soep-core,coh,cohabitating,cohabitating [DE],ebc
soep-core,rpo,relationships with peers / other relatives,relationships with peers / other relatives [DE],sor
soep-core,soc,socialization conditions,socialization conditions [DE],sor
soep-core,ger,generational relationships,generational relationships [DE],sor
soep-core,sbd,contexts shortly before death,contexts shortly before death [DE],sor
soep-core,hec,health care,health care [DE],hc
soep-core,heb,health behavior,health behavior [DE],hc
soep-core,hei,health insurance,health insurance [DE],hc
soep-core,hes,health situation,health situation [DE],hc
soep-core,wdi,work missed due to illness,work missed due to illness [DE],hes
soep-core,hco,health condition,health condition [DE],hes
soep-core,cad,cause of death,cause of death [DE],hes
soep-core,isd,invalidity - severe disability,invalidity - severe disability [DE],hes
soep-core,sft,sf-12 questionnaire,sf-12 questionnaire [DE],hes
soep-core,idd,illnesses diagnosed by doctor,illnesses diagnosed by doctor [DE],hes
soep-core,gsm,grip strength measurement,grip strength measurement [DE],hes
soep-core,pbr,pregnancy and breastfeeding,pregnancy and breastfeeding [DE],hes
soep-core,chh,child's health,child's health [DE],hes
soep-core,hdp,health of deceased persons,health of deceased persons [DE],hes
soep-core,icd,illnesses of child diagnosed by doctor,illnesses of child diagnosed by doctor [DE],hes
soep-core,sdq,strengths and difficulties questionnaire (sdq),strengths and difficulties questionnaire (sdq) [DE],hes
soep-core,pmh,physical and mental health,physical and mental health [DE],hes
soep-core,mer,medical rehabilitation,medical rehabilitation [DE],hec
soep-core,chb,childbirth,childbirth [DE],hec
soep-core,hss,health spa stays,health spa stays [DE],hec
soep-core,dov,doctor visits,doctor visits [DE],hec
soep-core,hcc,health care for children,health care for children [DE],hec
soep-core,cdp,care for deceased persons,care for deceased persons [DE],hec
soep-core,hsp,hospital stay,hospital stay [DE],hec
soep-core,spn,sports and nutrition,sports and nutrition [DE],heb
soep-core,alc,alcohol use,alcohol use [DE],heb
soep-core,tab,tabacco use,tabacco use [DE],heb
soep-core,tin,type of health insurance,type of health insurance [DE],hei
soep-core,ist,insurance status,insurance status [DE],hei
soep-core,chi,change of health insurance,change of health insurance [DE],hei
soep-core,qob,quality of dwelling,quality of dwelling [DE],ha
soep-core,cep,contributions and expenditures of private households,contributions and expenditures of private households [DE],ha
soep-core,mov,moving,moving [DE],ha
soep-core,hoa2,household amenities,household amenities [DE],ha
soep-core,hos,home ownership status,home ownership status [DE],ha
soep-core,rer,residence: region,residence: region [DE],ha
soep-core,tod,type of dwelling,type of dwelling [DE],ha
soep-core,reh,residential history,residential history [DE],ha
soep-core,nsr,neighborhood surroundings and residential environment,neighborhood surroundings and residential environment [DE],ha
soep-core,hoc,housing costs,housing costs [DE],ha
soep-core,ten,tenant,tenant [DE],hos
soep-core,pmb,property management of building,property management of building [DE],hos
soep-core,oob,owner of building,owner of building [DE],hos
soep-core,own,owner / tenant,owner / tenant [DE],hos
soep-core,cbu,condition of building / need for renovation,condition of building / need for renovation [DE],qob
soep-core,hoa,household amenities,household amenities [DE],qob
soep-core,mmd,modernization measures in dwelling,modernization measures in dwelling [DE],qob
soep-core,ybc,year of building construction,year of building construction [DE],qob
soep-core,sod,size of dwelling,size of dwelling [DE],qob
soep-core,fte,for tenants,for tenants [DE],hoc
soep-core,fow,for owners,for owners [DE],hoc
soep-core,dcm,subjective assessment of new dwelling compared to former dwelling,subjective assessment of new dwelling compared to former dwelling [DE],mov
soep-core,mpl,is anyone in the hh planning to move?,is anyone in the hh planning to move? [DE],mov
soep-core,mre,reasons for moving,reasons for moving [DE],mov
soep-core,mdt,moving date,moving date [DE],mov
soep-core,reg,region,region [DE],nsr
soep-core,tol,type of locality,type of locality [DE],reh
soep-core,ymo,year of move out of parental home,year of move out of parental home [DE],reh
soep-core,cob,country of birth,country of birth [DE],reh
soep-core,prh,private household - type of institution,private household - type of institution [DE],tod
soep-core,seh,second home,second home [DE],tod
soep-core,cod,consumer durables,consumer durables [DE],hoa2
soep-core,hop,house pets,house pets [DE],hoa2
soep-core,exp,expenditures,expenditures [DE],cep
soep-core,olc,"own labor, care","own labor, care [DE]",cep
soep-core,pso,parenting and social support,parenting and social support [DE],cep
soep-core,aws,assistance with shopping,assistance with shopping [DE],cep
soep-core,olm,motives for own labor,motives for own labor [DE],olc
soep-core,ola,own labor,own labor [DE],olc
soep-core,inv,invalidity,invalidity [DE],pso
soep-core,alt,assistance when requiring long-term care - who would one turn to,assistance when requiring long-term care - who would one turn to [DE],pso
soep-core,chc,childcare,childcare [DE],pso
soep-core,afl,assistance when ill with flu - who would one turn to,assistance when ill with flu - who would one turn to [DE],pso
soep-core,ihc,care for invalid hh member,care for invalid hh member [DE],inv
soep-core,iih,invalid in hh,invalid in hh [DE],inv
soep-core,ins,strain on hh due to care for invalid,strain on hh due to care for invalid [DE],inv
soep-core,cac,monthly level and bearer of care costs,monthly level and bearer of care costs [DE],inv
soep-core,suh,support for the hh (wave 8 focus),support for the hh (wave 8 focus) [DE],inv
soep-core,ity,type of invalidity,type of invalidity [DE],inv
soep-core,qly,qualifications attained last year,qualifications attained last year [DE],ed
soep-core,fut,further training,further training [DE],ed
soep-core,edp,educational participation,educational participation [DE],ed
soep-core,ccs,child care and school,child care and school [DE],ed
soep-core,inm,intergenerational mobility,intergenerational mobility [DE],ed
soep-core,ftg,general further training in last year,general further training in last year [DE],ed
soep-core,haq,highest attained qualification,highest attained qualification [DE],ed
soep-core,coc,cognitive competency,cognitive competency [DE],ed
soep-core,geb,generated educational biography (beta),generated educational biography (beta) [DE],edp
soep-core,edc,educational calendar,educational calendar [DE],edp
soep-core,tft,training and further education at point in time of survey,training and further education at point in time of survey [DE],edp
soep-core,ojt,company in-house training / further training / retraining,company in-house training / further training / retraining [DE],edc
soep-core,scu,school / university,school / university [DE],edc
soep-core,vof,vocational degree (foreigners),vocational degree (foreigners) [DE],haq
soep-core,cnd,cnef equivalent -education-,cnef equivalent -education- [DE],haq
soep-core,slc,school-leaving certificate / graduation,school-leaving certificate / graduation [DE],haq
soep-core,vod,vocational degree,vocational degree [DE],haq
soep-core,scc,school completion,school completion [DE],qly
soep-core,vdc,vocational degree completion,vocational degree completion [DE],qly
soep-core,vly,vocational training in last year,vocational training in last year [DE],qly
soep-core,edg,educational goals,educational goals [DE],ccs
soep-core,aad,"abilities, achievements, and socio-emotional development","abilities, achievements, and socio-emotional development [DE]",ccs
soep-core,paa,participation and activities,participation and activities [DE],ccs
soep-core,saf,subjective assessment of the further training,subjective assessment of the further training [DE],fut
soep-core,fvt,further vocational training,further vocational training [DE],fut
soep-core,fva,attendance of further vocational training programs in last 3 years,attendance of further vocational training programs in last 3 years [DE],fut
soep-core,fvd,time of day of further training course,time of day of further training course [DE],fva
soep-core,fvf,financial support,financial support [DE],fva
soep-core,fvc,content of further training course,content of further training course [DE],fva
soep-core,fvl,length of course,length of course [DE],fva
soep-core,fvi,initiative to participate,initiative to participate [DE],fva
soep-core,fvn,number,number [DE],fva
soep-core,fvg,goal of further training,goal of further training [DE],fva
soep-core,fvo,organization providing the training,organization providing the training [DE],fva
soep-core,ocp,official certificate of participation,official certificate of participation [DE],fva
soep-core,coa,courses attended since start of 1988,courses attended since start of 1988 [DE],ftg
soep-core,ftt,type of general further training,type of general further training [DE],ftg
soep-core,fah,family history,family history [DE],inm
soep-core,pan,parents' nationality,parents' nationality [DE],inm
soep-core,lpp,labor market participation of father and mother,labor market participation of father and mother [DE],inm
soep-core,ped,parental education,parental education [DE],inm
soep-core,mbr,memberships,memberships [DE],at
soep-core,pol,political orientations,political orientations [DE],at
soep-core,val,values,values [DE],at
soep-core,per,personality,personality [DE],at
soep-core,eur,introduction of euro,introduction of euro [DE],pol
soep-core,vot,voting and attitudes,voting and attitudes [DE],pol
soep-core,gov,government tasks,government tasks [DE],pol
soep-core,wry,worries,worries [DE],pol
soep-core,pty,party identification,party identification [DE],pol
soep-core,ila,importance of life areas (kluckhohn),importance of life areas (kluckhohn) [DE],val
soep-core,vda,values of duty and acceptance (klages),values of duty and acceptance (klages) [DE],val
soep-core,fju,fairness / justice,fairness / justice [DE],val
soep-core,pom,post-materialism (inglehart),post-materialism (inglehart) [DE],val
soep-core,wtr,willingness to take risks,willingness to take risks [DE],per
soep-core,imc,impulse control,impulse control [DE],per
soep-core,awb,affective well-being,affective well-being [DE],per
soep-core,bfi,big 5 personality inventory,big 5 personality inventory [DE],per
soep-core,cor,control orientation,control orientation [DE],per
soep-core,trt,trust,trust [DE],per
soep-core,sat,satisfaction,satisfaction [DE],per
soep-core,tpd,"time preference, discounting the future (experiment)","time preference, discounting the future (experiment) [DE]",per
soep-core,ano,anomie / normlessness,anomie / normlessness [DE],per
soep-core,tfn,thirst for knowledge,thirst for knowledge [DE],per
soep-core,rec,reciprocity,reciprocity [DE],per
soep-core,trs,trust (survey),trust (survey) [DE],trt
soep-core,tre,trust (experiment),trust (experiment) [DE],trt
soep-core,ree,reciprocity (experiment),reciprocity (experiment) [DE],rec
soep-core,res,reciprocity (survey),reciprocity (survey) [DE],rec
soep-core,enu,energy use,energy use [DE],tu
soep-core,tim,time use,time use [DE],tu
soep-core,mob,mobility,mobility [DE],tu
soep-core,ltm,leisure time,leisure time [DE],tu
soep-core,itg,integration,integration [DE],im
soep-core,mig,migration,migration [DE],im
soep-core,trn,transnationalization,transnationalization [DE],im
soep-core,emi,emigration,emigration [DE],mig
soep-core,mib,migration background,migration background [DE],mig
soep-core,igm,inner-german migration,inner-german migration [DE],mig
soep-core,mgh,migration history,migration history [DE],mig
soep-core,ona,own nationality,own nationality [DE],mib
soep-core,bmi,broad definition of migration background,broad definition of migration background [DE],mib
soep-core,cil,cultural integration / language,cultural integration / language [DE],itg
soep-core,eco,education in country of origin,education in country of origin [DE],itg
soep-core,ics,interethnic contacts / segregation,interethnic contacts / segregation [DE],itg
soep-core,dis,discrimination / attitude toward migrants,discrimination / attitude toward migrants [DE],itg
soep-core,gie,general intentions to emigrate,general intentions to emigrate [DE],trn
soep-core,trr,transnational relationships,transnational relationships [DE],trn
soep-core,idn,identification,identification [DE],trn
soep-core,its,intentions to stay / desires to return,intentions to stay / desires to return [DE],trn
soep-core,fii,field information,field information [DE],sm
soep-core,ide,identifiers,identifiers [DE],sm
soep-core,sdr,sampling design and random groups,sampling design and random groups [DE],sm
soep-core,inq,interviewer questionnaire,interviewer questionnaire [DE],sm
soep-core,iom,influx / outflux of panel members,influx / outflux of panel members [DE],sm
soep-core,int,interview,interview [DE],sm
soep-core,wim,weighting and imputation,weighting and imputation [DE],sm
soep-core,dwc,,,tod
soep-core,dca,,,tod
soep-core,gender,Gender,Gender [DE],dp
