study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,concept,filter,goto,description,number
soep-core,soep-core-2014-e1,15,aver2,768,Das Aufziehen meines Kindes bereitet mir Glück und Freude,,It gives me pleasure and happiness to raise my child,,cat,248+,aver2,,,,
soep-core,soep-core-2014-e1,15,aver3,768,Ich bin oft am Ende meiner Kräfte,,I often feel like I’m running out of energy,,cat,248+,aver3,,,,
soep-core,soep-core-2014-e1,15,aver4,768,Meine Rolle als Mutter ist für mich sehr befriedigend,,I am satisfied with my role as a mother,,cat,248+,aver4,,,,
soep-core,soep-core-2014-e1,15,aver5,768,Ich fühle mich den neuen Aufgaben und Anforderungen oft nicht gewachsen,,I often do not feel up to the new tasks and demands of being a mother,,cat,248+,aver5,,,,
soep-core,soep-core-2014-e1,15,aver6,768,Ich lerne über das Kind auch andere Menschen kennen und knüpfe neue Kontakte,,I am meeting new people and making new contacts through my child,,cat,248+,aver6,,,,
soep-core,soep-core-2014-e1,15,aver7,768,"Ich leide darunter, auf meine Rolle als Mutter eingeschränkt zu sein ",,I am suffering from being restricted to my role as a mother,,cat,248+,aver7,,,,
soep-core,soep-core-2014-e1,15,aver8,768,"Meinem Kind viel Zärtlichkeit zu geben, ist mir sehr wichtig ",,It’s important to me to show my child plenty of affection,,cat,248+,aver8,,,,
soep-core,soep-core-2014-e1,15,aver9,768,Die Gesundheit meines Kindes macht mir Sorgen,,I’m worried about my child’s health,,cat,248+,aver9,,,,
soep-core,soep-core-2014-e1,16,,769,Lebt der Vater des Kindes hier im Haushalt?,,Does the father live in the household?,,cat,1+,avat,,,,
soep-core,soep-core-2014-e1,17,,770,Wie stark fühlen Sie sich von Ihrem Partner bei der Betreuung des Kindes unterstützt?,,How much do you feel your partner helps you in looking after the child?,,cat,249+,aunt2,,,,
soep-core,soep-core-2014-e1,18,,771,Sind Sie selbst die Hauptbetreuungsperson Ihres Kindes?,,Are you the child’s main caregiver?,,cat,1+,abet1,,,,
soep-core,soep-core-2014-e1,19,,772,"Wenn Sie einmal an eine normale Woche denken: Gibt es außer Ihnen andere Personen oder Einrichtungen, die die Betreuung des Kindes zeitweise übernehmen? Wenn ja, welche Personen oder Einrichtungen sind das und wie viele Stunden pro Woche übernehmen sie die Betreuung?",,"If you think about a normal week, is there anybody else who regularly spends time looking after your child? If so, who is it and how many hours a week do they spend looking after the child?",,txt,,,,,,
soep-core,soep-core-2014-e1,19,asit1,772,(Ehe) Partner,,Spouse / partner,,bin,,asit1,,,,
soep-core,soep-core-2014-e1,19,asit2,772,Großeltern des Kindes,,Grandparents of the child,,bin,,asit2,,,,
soep-core,soep-core-2014-e1,19,asit3,772,Ältere Geschwister des Kindes,,Older siblings,,bin,,asit3,,,,
soep-core,soep-core-2014-e1,19,asit4,772,Andere Verwandte,,Other relatives,,bin,,asit4,,,,
soep-core,soep-core-2014-e1,19,asit5,772,Tagesmutter,,Paid caregiver (outside the home),,bin,,asit5,,,,
soep-core,soep-core-2014-e1,19,asit6,772,Krippe,,Nursery school (child care center),,bin,,asit6,,,,
soep-core,soep-core-2014-e1,19,asit7,772,"Andere (z.B. Babysitter, Nachbarn)",,"Other (e.g., babysitter, neighbor)",,bin,,asit7,,,,
soep-core,soep-core-2014-e1,19,asitno,772,"Nein, Niemand",,"No, nobody",,bin,,asitno,,,,
soep-core,soep-core-2014-e1,19,astd1,772,Stunden [(Ehe) Partner],,Hours [spouse / partner],,int,,astd1,19;asit1=1,,,
soep-core,soep-core-2014-e1,19,astd2,772,Stunden [Großeltern des Kindes],,Hours [grandparents],,int,,astd2,19;asit2=1,,,
soep-core,soep-core-2014-e1,19,astd3,772,Stunden [Ältere Geschwister des Kindes],,Hours [siblings],,int,,astd3,19;asit3=1,,,
soep-core,soep-core-2014-e1,19,astd4,772,Stunden [Andere Verwandte],,Hours [other relatives],,int,,astd4,19;asit4=1,,,
soep-core,soep-core-2014-e1,19,astd5,772,Stunden [Tagesmutter],,Hours [family daycare provider],,int,,astd5,19;asit5=1,,,
soep-core,soep-core-2014-e1,19,astd6,772,Stunden [Krippe],,Hours [nursery school],,int,,astd6,19;asit6=1,,,
soep-core,soep-core-2014-e1,19,astd7,772,"Stunden [Andere (z.B. Babysitter, Nachbarn)]",,Hours [other],,int,,astd7,19;asit7=1,,,
soep-core,soep-core-2014-e1,20,,773,Wie sehen Sie ihr Kind heute? Inwieweit treffen folgende Aussagen zu?,,What’s your current impression of your child? To what extent do you agree with the following statements?,,txt,,,,,,
soep-core,soep-core-2014-e1,20,aakt1,773,Mein Kind ist meist fröhlich und zufrieden,,My child is generally cheerful and happy,,cat,250+,aakt1,,,,
soep-core,soep-core-2014-e1,20,aakt2,773,Mein Kind ist leicht erregbar und weint häufig,,My child is easily irritated and cries a lot,,cat,250+,aakt2,,,,
soep-core,soep-core-2014-e1,20,aakt3,773,Mein Kind ist schwer zu trösten,,My child is difficult to comfort when upset,,cat,250+,aakt3,,,,
soep-core,soep-core-2014-e1,20,aakt4,773,Mein Kind ist neugierig und aktiv,,My child is curious and active,,cat,250+,aakt4,,,,
soep-core,soep-core-2014-e1,20,aakt5,773,Mein Kind ist eher zurückhaltend,,My child tends to be shy,,cat,250+,aakt5,,,,
soep-core,soep-core-2014-e1,A,,879,Welches Datum haben wir heute und um wie viel Uhr haben Sie den Fragebogen beendet?,,What date do we have today?,,txt,,,,,,
soep-core,soep-core-2014-e1,A,datt,879,Tag,,Day,,int,,datt,,,,
soep-core,soep-core-2014-e1,A,datm,879,Monat,,Month,,int,,datm,,,,
soep-core,soep-core-2014-e1,A,datst,879,Stunde,,Hour,,int,,datst,,,,
soep-core,soep-core-2014-e1,A,datmi,879,Minute,,Minute,,int,,datmi,,,,
soep-core,soep-core-2014-e1,A,form,879,Befragungsform,,Interview form,,int,,form,,,,
soep-core,soep-core-2014-e1,Int,,775,Interviewer:,,Interviewer:,,txt,,,,,,
soep-core,soep-core-2014-e1,Int,listnr,775,Listen-Nr.,,List-number,,int,,listnr,,,,
soep-core,soep-core-2014-e1,Int,lfdnr,775,Lfd. Nr.,,Lfd ID,,int,,lfdnr,,,,
soep-core,soep-core-2014-e1,Int,intnr,775,Abrechnungs-Nummer,,Account number:,,int,,intnr,,,,
