study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,filter,goto,concept,description,number
soep-core,soep-core-2014-e5,13,efz01,,Fernsehen/Video/DVD,,Watching TV/DVD,,cat,q13,,,efz01,,
soep-core,soep-core-2014-e5,13,efz02,,Computerspiele,,Playing computer games,,cat,q13,,,efz02,,
soep-core,soep-core-2014-e5,13,efz21,,Nutzen sozialer Online-Netzwerke,,using social networks,,cat,q13,,,efz21,,
soep-core,soep-core-2014-e5,13,efz14,,Sonstiges Surfen im Internet,,Other things like surfing the web,,cat,q13,,,efz14,,
soep-core,soep-core-2014-e5,13,efz03,,Musik hören,,Listening to music,,cat,q13,,,efz03,,
soep-core,soep-core-2014-e5,13,efz04,,Musik machen,,Playing music,,cat,q13,,,efz04,,
soep-core,soep-core-2014-e5,13,efz05,,Sport treiben,,Doing sports,,cat,q13,,,efz05,,
soep-core,soep-core-2014-e5,13,efz17,,Mit der Familie etwas unternehmen z. B. Ausflüge oder Ähnliches,,"Doing things with the family such as excursions, etc.",,cat,q13,,,efz17,,
soep-core,soep-core-2014-e5,13,efz06,,"Tanz, Theater oder Ähnliches ",,"Dance, theater, etc.",,cat,q13,,,efz06,,
soep-core,soep-core-2014-e5,13,efz07,,Technisches Werken und Arbeiten,,Technical projects and construction,,cat,q13,,,efz07,,
soep-core,soep-core-2014-e5,13,efz18,,Malen und Basteln,,"Painting, arts and crafts",,cat,q13,,,efz18,,
soep-core,soep-core-2014-e5,13,efz08,,Lesen,,Reading,,cat,q13,,,efz08,,
soep-core,soep-core-2014-e5,13,efz10,,Einfach nichts tun/abhängen/träumen,,"Doing nothing, relaxing, dreaming",,cat,q13,,,efz10,,
soep-core,soep-core-2014-e5,13,efz19,,Mit Freunden zusammen sein,,Spending time with friends,,cat,q13,,,efz19,,
soep-core,soep-core-2014-e5,13,efz22,,Telefonieren,,Making phone calls,,cat,q13,,,efz22,,
soep-core,soep-core-2014-e5,13,efz23,,SMS austauschen (senden und empfangen).,,SMS texting,,cat,q13,,,efz23,,
soep-core,soep-core-2014-e5,13,efz16,,"Zur Kirche gehen, religiöse Veranstaltungen besuchen ",,"Going to church, religious events",,cat,q13,,,efz16,,
soep-core,soep-core-2014-e5,13,efz20,,"In eine Jugendgruppe gehen (z.B. Pfadfinder, kirchliche Gruppen, Umweltgruppen) ",,"Youth groups (e.g., Pathfinders, church youth groups, environmental groups, etc.)",,cat,q13,,,efz20,,
soep-core,soep-core-2014-e5,13,efz24,,Um ein Haustier / Tiere kümmern,,Taking care of a pet,,cat,q13,,,efz24,,
soep-core,soep-core-2014-e5,14,,,"Wo und mit wem nimmt ihr Kind die folgenden Mahlzeiten gewöhnlich ein? Auch wenn es nicht immer gleich ist, geben Sie bitte an, wie das an Wochentagen, an Samstagen und an Sonntagen meistens ist. ",,Where and with whom does your child eat his/her meals? Please answer for normal weekdays and weekends.,,txt,,,,,,
soep-core,soep-core-2014-e5,14,3,,unter der Woche,,during the week,,txt,,,,,,
soep-core,soep-core-2014-e5,14,eessfw,,[unter der Woche] Frühstück,,[during the week] breakfast,,cat,q14,,,eessfw,,
soep-core,soep-core-2014-e5,14,eessmw,,[unter der Woche] Mittagessen,,[during the week] lunch,,cat,q14,,,eessmw,,
soep-core,soep-core-2014-e5,14,eessaw,,[unter der Woche] Abendessen,,[during the week] dinner,,cat,q14,,,eessaw,,
soep-core,soep-core-2014-e5,14,4,,am Samstag,,on saturdays,,txt,,,,,,
soep-core,soep-core-2014-e5,14,eessfsa,,[am Samstag] Frühstück,,[saturdays] breakfast,,cat,q14,,,eessfsa,,
soep-core,soep-core-2014-e5,14,eessmsa,,[am Samstag] Mittagessen,,[saturdays] lunch,,cat,q14,,,eessmsa,,
soep-core,soep-core-2014-e5,14,eessasa,,[am Samstag] Abendessen,,[saturdays] dinner,,cat,q14,,,eessasa,,
soep-core,soep-core-2014-e5,14,5,,am Sonntag,,on sundays,,txt,,,,,,
soep-core,soep-core-2014-e5,14,eessfso,,[am Sonntag] Frühstück,,[sundays] breakfast,,cat,q14,,,eessfso,,
soep-core,soep-core-2014-e5,14,eessmso,,[am Sonntag] Mittagessen,,[sundays] lunch,,cat,q14,,,eessmso,,
soep-core,soep-core-2014-e5,14,eessaso,,[am Sonntag] Abendessen,,[sundays] dinner,,cat,q14,,,eessaso,,
soep-core,soep-core-2014-e5,15,,,Wie würden Sie das Kind im Vergleich zu anderen Kindern gleichen Alters beurteilen?,"Je weiter links Sie Ihr Kreuz machen, um so mehr trifft die linke Eigenschaft zu, je weiter rechts Sie Ihr Kreuz machen, um so mehr trifft die rechte Eigenschaft zu! ",How would you rank your child in comparison to other children of the same age? My child …,"The further to the left you make the X, the more the characteristic on the left side applies. The further to the right you make the X, the more the characteristic on the right side applies.",txt,,,,,,
soep-core,soep-core-2014-e5,15,everg01,,,,,,cat,q15a,,,everg01,,
soep-core,soep-core-2014-e5,15,everg02,,,,,,cat,q15b,,,everg02,,
soep-core,soep-core-2014-e5,15,everg03,,,,,,cat,q15c,,,everg03,,
soep-core,soep-core-2014-e5,15,everg04,,,,,,cat,q15d,,,everg04,,
soep-core,soep-core-2014-e5,15,everg05,,,,,,cat,q15e,,,everg05,,
soep-core,soep-core-2014-e5,15,everg06,,,,,,cat,q15f,,,everg06,,
soep-core,soep-core-2014-e5,15,everg07,,,,,,cat,q15g,,,everg07,,
soep-core,soep-core-2014-e5,15,everg08,,,,,,cat,q15h,,,everg08,,
soep-core,soep-core-2014-e5,15,everg09,,,,,,cat,q15i,,,everg09,,
soep-core,soep-core-2014-e5,15,everg10,,,,,,cat,q15j,,,everg10,,
soep-core,soep-core-2014-e5,16,,,Ist von einem Arzt bei Ihrem Kind einmal eine der folgenden Erkrankungen oder Störungen festgestellt worden?,Bitte alles Zutreffende ankreuzen!,Has your child been diagnosed by a doctor as having one of the following health conditions or impairments?,Please mark all that apply!,txt,,,,,,
soep-core,soep-core-2014-e5,16,estor1,,"Atemwegserkrankungen (Asthma, Bronchitis oder Ähnliches) ",,"Respiratory disease (Asthma, bronchitis or similar)",,bin,,,,estor1,,
soep-core,soep-core-2014-e5,16,estor15,,Allergien,,Allergies,,bin,,,,estor15,,
soep-core,soep-core-2014-e5,16,estor3,,Neurodermitis,,Neurodermatitis,,bin,,,,estor3,,
soep-core,soep-core-2014-e5,16,estor4,,"Fehlsichtigkeit (z.B. Kurz- bzw. Weitsichtigkeit, Schielen)",,"Vision impairment (e.g., crossed eyes)",,bin,,,,estor4,,
soep-core,soep-core-2014-e5,16,estor5,,Ernährungsstörungen,,Nutritional disorder,,bin,,,,estor5,,
soep-core,soep-core-2014-e5,16,estor6,,"Störungen der Motorik, des Bewegungsapparates ",,Motor impairment (impairments of the locomotor apparatus),,bin,,,,estor6,,
soep-core,soep-core-2014-e5,16,estor7,,Sonstige Störungen / Behinderungen,,Other impairment or disorder,,bin,,,,estor7,,
soep-core,soep-core-2014-e5,16,estor9,,"Nein, nichts davon ",,"No, none of those",,bin,,,,estor9,,
soep-core,soep-core-2014-e5,16,estor8,,[Sonstige Störungen / Behinderungen] und zwar:,,[Other disorders]:,,chr,,16:estor7=1,,estor8,,
soep-core,soep-core-2014-e5,17,,,Wie würden Sie den allgemeinen Gesundheitszustand des Kindes beschreiben?,,How would you describe your child's current state of health?,,cat,q17,,,eges01,,
soep-core,soep-core-2014-e5,18,,,"Gab es bei dem Kind in den letzten 12 Monaten gesundheitliche Probleme, die einen Krankenhausaufenthalt notwendig machten? ",,Did your child experience health problems in the last 12 months that necessitated a hospital stay?,,cat,q18,,,eges1,,
soep-core,soep-core-2014-e5,18,eges2,,[Ja] und zwar ... Tage,,[Yes] … days,,int,,18;eges1=1,,eges2,,
soep-core,soep-core-2014-e5,19,,,Mussten Sie in den letzten 3 Monaten wegen gesundheitlicher Probleme des Kindes einen Arzt aufsuchen oder rufen?,,Did you have to go to or call a doctor in the last 3 months because of your child's health problems?,,cat,q19,,,earz1,,
soep-core,soep-core-2014-e5,19,earz2,,[Ja] und zwar ... mal,,[Yes] … times,,int,,19;earz1=1,,earz2,,
soep-core,soep-core-2014-e5,20,,,"Nun zum Thema Freundes- und Bekanntenkreis: Sagen Sie uns bitte zunächst, wie viele enge Freunde hat das Kind? Es kann sich sowohl um Kinder als auch um Erwachsene handeln. ",,Now to the subject circle of friend. How many close friends has you child? Can be children and adults,,txt,,,,,,
soep-core,soep-core-2014-e5,20,efreu,,Anzahl Kinder,,Number children:,,int,,,,efreu,,
soep-core,soep-core-2014-e5,20,efreua,,Anzahl Erwachsene,,Number adults:,,int,,,,efreua,,
soep-core,soep-core-2014-e5,21,,,Im Folgenden haben wir eine Reihe von Aussagen aufgelistet: Inwieweit treffen diese Aussagen auf das Kind zu oder nicht zu? Bitte berücksichtigen Sie bei der Antwort das Verhalten des Kindes in den letzten sechs Monaten.,Antworten Sie bitte anhand der folgenden Skala. Der Wert 1 bedeutet: trifft überhaupt nicht zu. Der Wert 7 bedeutet: trifft voll zu. Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.,"To what extent do you agree with the following statements about your child? For each answer, think about your child’s behavior in the last six months. ","Please answer on a scale from 1 to 7, where 1 means “does not apply at all” and 7 means “applies completely”",txt,,,,,,
soep-core,soep-core-2014-e5,21,6,,Das Kind ...,,The child …,,txt,,,,,,
soep-core,soep-core-2014-e5,21,ever01,,ist rücksichtsvoll,,is thoughtful,,cat,q21,,,ever01,,
soep-core,soep-core-2014-e5,21,ever02,,"ist unruhig, überaktiv, kann nicht lange stillsitzen ",,"is restless, hyperactive, can’t sit still long",,cat,q21,,,ever02,,
soep-core,soep-core-2014-e5,21,ever03,,teilt gerne mit anderen Kindern,,likes to share with other children,,cat,q21,,,ever03,,
soep-core,soep-core-2014-e5,21,ever04,,"hat oft Wutanfälle, ist aufbrausend ",,"often has tantrums, is short-tempered",,cat,q21,,,ever04,,
soep-core,soep-core-2014-e5,21,ever05,,"ist ein Einzelgänger, spielt meist alleine ",,"is a loner, usually plays alone",,cat,q21,,,ever05,,
soep-core,soep-core-2014-e5,21,ever06,,"ist hilfsbereit, wenn andere verletzt, krank oder betrübt sind ",,"is helpful when others are hurt, sick, or sad",,cat,q21,,,ever06,,
soep-core,soep-core-2014-e5,21,ever07,,ist ständig zappelig,,is always fidgety,,cat,q21,,,ever07,,
soep-core,soep-core-2014-e5,21,ever08,,streitet sich oft mit anderen Kindern oder schikaniert sie,,often fights with or picks on other children,,cat,q21,,,ever08,,
soep-core,soep-core-2014-e5,21,ever09,,"ist oft unglücklich oder niedergeschlagen, weint häufig ",,"is often unhappy or downcast, cries a lot",,cat,q21,,,ever09,,
soep-core,soep-core-2014-e5,21,ever10,,ist im Allgemeinen bei anderen Kindern beliebt,,is generally well-liked by other children,,cat,q21,,,ever10,,
soep-core,soep-core-2014-e5,21,ever11,,"ist leicht ablenkbar, unkonzentriert ",,"is easily distracted, unfocused",,cat,q21,,,ever11,,
soep-core,soep-core-2014-e5,21,ever12,,"ist nervös oder anklammernd in neuen Situationen, verliert leicht das Selbstvertrauen ",,"is nervous or clingy in new situations, easily loses self-confidence",,cat,q21,,,ever12,,
soep-core,soep-core-2014-e5,21,ever13,,wird von anderen gehänselt oder schikaniert.,,is often teased or picked on by others,,cat,q21,,,ever13,,
soep-core,soep-core-2014-e5,21,ever14,,"hilft anderen oft freiwillig (Eltern, Lehrern, anderen Kindern) ",,"often helps others of his/her own accord (parents, teachers, other children)",,cat,q21,,,ever14,,
soep-core,soep-core-2014-e5,21,ever15,,kommt besser mit Erwachsenen aus als mit anderen Kindern.,,gets along better with adults than with children,,cat,q21,,,ever15,,
soep-core,soep-core-2014-e5,21,ever16,,"hat viele Ängste, fürchtet sich leicht.",,"has a lot of fears, gets scared easily",,cat,q21,,,ever16,,
soep-core,soep-core-2014-e5,21,ever17,,"führt Aufgaben zu Ende, kann sich lange konzentrieren ",,"finishes what he/she starts, can concentrate for a long time",,cat,q21,,,ever17,,
soep-core,soep-core-2014-e5,21,ever25,,denkt nach bevor es handelt,,thinks before acting,,cat,q21,,,ever25,,
soep-core,soep-core-2014-e5,22,,,Sind Sie selbst die Hauptbetreuungsperson des Kindes?,,Are you the child's main caregiver?,,cat,q22,,,ehbet,,
soep-core,soep-core-2014-e5,23,,,"Wenn Sie einmal an eine normale Woche denken: Gibt es außer Ihnen andere Personen oder Einrichtungen, die die Betreuung des Kindes zeitweise übernehmen? Wenn ja, welche Personen bzw. Einrichtungen sind das und wie viele Stunden pro Woche übernehmen sie die Betreuung? ",,"If you think about a normal week, is there anybody else who regularly spends time looking after your child? If so, who is it and how many hours a week do they spend looking after the child?",,txt,,,,,,
soep-core,soep-core-2014-e5,23,7,,Folgende Personen:,,Following persons:,,txt,,,,,,
soep-core,soep-core-2014-e5,23,esit1,,(Ehe-) Partner/-in.,,Spouse / partner,,bin,,,,esit1,,
soep-core,soep-core-2014-e5,23,esit2,,"Vater / Mutter des Kindes, der / die außerhalb des Haushalts lebt ",,Child’s father/mother (living outside the household),,bin,,,,esit2,,
soep-core,soep-core-2014-e5,23,esit3,,Großeltern des Kindes,,Child's grandparents,,bin,,,,esit3,,
soep-core,soep-core-2014-e5,23,esit4,,Ältere Geschwister des Kindes,,Older siblings,,bin,,,,esit4,,
soep-core,soep-core-2014-e5,23,esit5,,Andere Verwandte,,Other relatives,,bin,,,,esit5,,
soep-core,soep-core-2014-e5,23,esit7,,"Kinderfrau, Au-pair ",,"Childcare provide, au-pair",,bin,,,,esit7,,
soep-core,soep-core-2014-e5,23,esit9,,"Andere (z.B. Babysitter, Eltern von Freunden des Kindes, Freunde oder Nachbarn) ",,"Other (babysitter, parents of the child's friends, friends or neighbors)",,bin,,,,esit9,,
soep-core,soep-core-2014-e5,23,8,,Folgende Einrichtungen / Organisationen:,,Following institutions / organizations,,txt,,,,,,
soep-core,soep-core-2014-e5,23,esit10,,"Schule (Unterricht, AGs, frei betreute Zeit) ",,"School (classes, clubs, after-school groups)",,bin,,,,esit10,,
soep-core,soep-core-2014-e5,23,esit11,,Hort (Schulhort oder andere hortähnliche Einrichtungen),,After-school center,,bin,,,,esit11,,
soep-core,soep-core-2014-e5,23,esit12,,"Soziale Einrichtungen, Zentren, Freizeitorganisationen ",,Social service organization,,bin,,,,esit12,,
soep-core,soep-core-2014-e5,23,esitno,,"Nein, keine Person oder Einrichtung",,"No, nobody",,bin,,,,esitno,,
soep-core,soep-core-2014-e5,23,estd1,,Stunden [(Ehe-) Partner/-in],,Hours [spouse / partner],,int,,23:esit1=1,,estd1,,
soep-core,soep-core-2014-e5,23,estd2,,"Stunden [Vater / Mutter des Kindes, der / die außerhalb des Haushalts lebt]",,Hours [father / mother],,int,,23:esit2=1,,estd2,,
soep-core,soep-core-2014-e5,23,estd3,,Stunden [Großeltern des Kindes],,Hours [grandparents],,int,,23:esit3=1,,estd3,,
soep-core,soep-core-2014-e5,23,estd4,,Stunden [Ältere Geschwister des Kindes],,Hours [siblings],,int,,23:esit4=1,,estd4,,
soep-core,soep-core-2014-e5,23,estd5,,Stunden [Andere Verwandte],,Hours [other relatives],,int,,23:esit5=1,,estd5,,
soep-core,soep-core-2014-e5,23,estd7,,"Stunden [Kinderfrau, Au-pair] ",,Hours [childcare provider / au pair],,int,,23:esit7=1,,estd7,,
soep-core,soep-core-2014-e5,23,estd9,,"Stunden [Andere (z.B. Babysitter, Eltern von Freunden des Kindes, Freunde oder Nachbarn)] ",,Hours [other],,int,,23:esit9=1,,estd9,,
soep-core,soep-core-2014-e5,23,estd10,,"Stunden [Schule (Unterricht, AGs, frei betreute Zeit)] ",,Hours [school],,int,,23:esit10=1,,estd10,,
soep-core,soep-core-2014-e5,23,estd11,,Stunden [Hort (Schulhort oder andere hortähnliche Einrichtungen)],,Hours [after-school daycare center],,int,,23:esit11=1,,estd11,,
soep-core,soep-core-2014-e5,23,estd12,,"Stunden [Soziale Einrichtungen, Zentren, Freizeitorganisationen] ",,"Hours [social service organization, centers, recreational organizations]",,int,,23:esit12=1,,estd12,,
soep-core,soep-core-2014-e5,24,,,Erhält das Kind Taschengeld?,,Does your child get an allowance?,,cat,q24,,2@A,etg1,,
soep-core,soep-core-2014-e5,25,,,Wie viel Taschengeld erhält das Kind?,,How much allowance does your child get?,,txt,,24;etg1=1,,,,
soep-core,soep-core-2014-e5,25,etg2,,pro Woche ... Euro oder,,… Euros per week,,int,,,,etg2,,
soep-core,soep-core-2014-e5,25,etg3,,pro Monat ... Euro,,… Euros per month,,int,,,,etg3,,
soep-core,soep-core-2014-e5,A,,,Welches Datum haben wir heute und um wie viel Uhr haben Sie den Fragebogen beendet?,,What's the date today?,,txt,,,,,,
soep-core,soep-core-2014-e5,A,datt,,Tag,,Day,,int,,,,datt,,
soep-core,soep-core-2014-e5,A,"dat,",,Monat,,Month,,int,,,,"dat,",,
soep-core,soep-core-2014-e5,A,datst,,Stunde,,Hour,,int,,,,datst,,
soep-core,soep-core-2014-e5,A,datmi,,Minute,,Minute,,int,,,,datmi,,
soep-core,soep-core-2014-e5,B,,,Wie wurde die Befragung durchgeführt?,,How was the interview conducted?,,cat,qb,,,form,,
soep-core,soep-core-2014-e5,C,,,Interviewdauer,,Duration of the interview:,,txt,,,,,,
soep-core,soep-core-2014-e5,C,dauer1,,Das mündliche (Teil-)Interview dauerte ... Minuten,,The oral (complete or partial) interview lasted … minutes,,int,,,,dauer1,,
