study,dataset,variable,label,concept,questionnaire,question,item
soep-core,H14_A-KH,hm12,Mietpreis Vergleich,hm12,soep-core-2014-hh,29,
soep-core,H14_A-KH,hm13,Wer Eigentümer,hm13,soep-core-2014-hh,30,
soep-core,H14_A-KH,he01,Finanzielle Belastung,he01,soep-core-2014-hh,31,
soep-core,H14_A-KH,he02,Zins u. Tilgung /Monat,he02,soep-core-2014-hh,32,he02
soep-core,H14_A-KH,he03,€ Instandh.kosten 2013,he03,soep-core-2014-hh,33,he03
soep-core,H14_A-KH,he04,€ Heizkosten 2013,he04,soep-core-2014-hh,34,he04
soep-core,H14_A-KH,he16,€ Stromkosten 2013,he16,soep-core-2014-hh,35,he16
soep-core,H14_A-KH,he05,€ Nebenkosten 2013,he05,soep-core-2014-hh,36,he05
soep-core,H14_A-KH,he06,Wohngeld,he06,soep-core-2014-hh,37,
soep-core,H14_A-KH,he07,€ Wohngeld/Monat,he07,soep-core-2014-hh,37,he07
soep-core,H14_A-KH,he08,Finanz. Belastung i. Vergleich,he08,soep-core-2014-hh,38,
soep-core,H14_A-KH,he09,Geschätzt € Mietkosten/Monat,he09,soep-core-2014-hh,39,he09
soep-core,H14_A-KH,he10,Weiß nicht Schätzwert,he10,soep-core-2014-hh,39,he10
soep-core,H14_A-KH,he13,Eigenheimzulage,he13,soep-core-2014-hh,40,
soep-core,H14_A-KH,he14,€ Eigenheimzulage 2013,he14,soep-core-2014-hh,40,he14
soep-core,H14_A-KH,hverm1,Miet-/Pachteinnahmen 2013,hverm1,soep-core-2014-hh,41,
soep-core,H14_A-KH,hverm2,€ Miet-/Pachteinnahmen 2013,hverm2,soep-core-2014-hh,42,hverm2
soep-core,H14_A-KH,hverm3,€ Betriebs-/Instandhalt.kosten 2013,hverm3,soep-core-2014-hh,43,hverm3
soep-core,H14_A-KH,hverm4,€ Tilgung/Zinsen 2013,hverm4,soep-core-2014-hh,43,hverm4
soep-core,H14_A-KH,hverm5,Steuerlich absetzbar,hverm5,soep-core-2014-hh,44,
soep-core,H14_A-KH,hverm6,€ Verlustausgleich 2013,hverm6,soep-core-2014-hh,44,hverm6
soep-core,H14_A-KH,hkred1,Kreditabzahlung,hkred1,soep-core-2014-hh,45,
soep-core,H14_A-KH,hkred2,€ Kreditabzahl./Monat.,hkred2,soep-core-2014-hh,46,hkred2
soep-core,H14_A-KH,hkred3,Kreditabzahlung Belastung,hkred3,soep-core-2014-hh,47,
soep-core,H14_A-KH,hwa1,Sparbuch o.ä. 2013,hwa1,soep-core-2014-hh,48,hwa1
soep-core,H14_A-KH,hwa2,Bausparvertrag 2013,hwa2,soep-core-2014-hh,48,hwa2
soep-core,H14_A-KH,hwa3,Lebensversicherung 2013,hwa3,soep-core-2014-hh,48,hwa3
soep-core,H14_A-KH,hwa4,Festverzinsl. Wertpapiere 2013,hwa4,soep-core-2014-hh,48,hwa4
soep-core,H14_A-KH,hwa5,Andere Wertpapiere 2013,hwa5,soep-core-2014-hh,48,hwa5
soep-core,H14_A-KH,hwa6,Betriebsvermögen 2013,hwa6,soep-core-2014-hh,48,hwa6
soep-core,H14_A-KH,hwa7,Keine Wertanlagen 2013/Gesamt KA,hwa7,soep-core-2014-hh,48,hwa7
soep-core,H14_A-KH,hwa8,Verlustausgleich 2013,hwa8,soep-core-2014-hh,48,hwa8
soep-core,H14_A-KH,hwa9,€ Verlustausgleich 2013,hwa9,soep-core-2014-hh,48,hwa9
soep-core,H14_A-KH,hwaka,KA Wertanlagen.,hwaka,soep-core-2014-hh,,
soep-core,H14_A-KH,hzins1,€ Einnahmen (Wertanlagen) 2013,hzins1,soep-core-2014-hh,49,hzins1
soep-core,H14_A-KH,hzins2,Geschätzte Einnahmen (Wertanlagen) 2013,hzins2,soep-core-2014-hh,49,hzins2
soep-core,H14_A-KH,hlos1,Vermögenszugewinn 2013 > 500 €,hlos1,soep-core-2014-hh,50,
soep-core,H14_A-KH,hlos2,Erbschaft,hlos2,soep-core-2014-hh,50,hlos2
soep-core,H14_A-KH,hlos3,Schenkung,hlos3,soep-core-2014-hh,50,hlos3
soep-core,H14_A-KH,hlos4,Lotteriegewinn,hlos4,soep-core-2014-hh,50,hlos4
soep-core,H14_A-KH,hloska,Gesamt KA,,soep-core-2014-hh,50,
soep-core,H14_A-KH,hlos5,€ Vermögenszugewinn,hlos5,soep-core-2014-hh,51,hlos5
soep-core,H14_A-KH,hlkg1,Kindergeld 2013,hlkg1,soep-core-2014-hh,52,hlkg1
soep-core,H14_A-KH,hlkg2,Anzahl Mon. Kindergeld 2013,hlkg2,soep-core-2014-hh,52,hlkg2
soep-core,H14_A-KH,hlkg3,€ Kindergeld 2013,hlkg3,soep-core-2014-hh,52,hlkg3
soep-core,H14_A-KH,hlkz1,Kindergeldzuschlag 2013,hlkz1,soep-core-2014-hh,52,hlkz1
soep-core,H14_A-KH,hlkz2,Anzahl Mon. Kindergeldzuschlag 2013,hlkz2,soep-core-2014-hh,52,hlkz2
soep-core,H14_A-KH,hlkz3,€ Kindergeldzuschlag,hlkz3,soep-core-2014-hh,52,hlkz3
soep-core,H14_A-KH,hlbg1,Betreuungsgeld 2013,hlbg1,soep-core-2014-hh,52,hlbg1
soep-core,H14_A-KH,hlbg2,Anzahl Mon. Betreuungsgeld 2013,hlbg2,soep-core-2014-hh,52,hlbg2
soep-core,H14_A-KH,hlbg3,€ Betreuungsgeld 2013,hlbg3,soep-core-2014-hh,52,hlbg3
soep-core,H14_A-KH,hlag1,AlgII/Sozialgeld 2013,hlag1,soep-core-2014-hh,52,hlag1
soep-core,H14_A-KH,hlag2,Anzahl Mon. AlgII/Sozialgeld 2013,hlag2,soep-core-2014-hh,52,hlag2
soep-core,H14_A-KH,hlag3,€ AlgII/Sozialgeld 2013,hlag3,soep-core-2014-hh,52,hlag3
soep-core,H14_A-KH,hlpg1,Pflegevers. 2013,hlpg1,soep-core-2014-hh,52,hlpg1
soep-core,H14_A-KH,hlpg2,Anzahl Mon. Pflegevers. 2013,hlpg2,soep-core-2014-hh,52,hlpg2
soep-core,H14_A-KH,hlpg3,€ Pflegevers. 2013,hlpg3,soep-core-2014-hh,52,hlpg3
soep-core,H14_A-KH,hlsh1,Lfd. Hilfe 2013,hlsh1,soep-core-2014-hh,52,hlsh1
soep-core,H14_A-KH,hlsh2,Anzahl Mon. lfd. Hilfe 2013,hlsh2,soep-core-2014-hh,52,hlsh2
soep-core,H14_A-KH,hlsh3,€ lfd. Hilfe 2013,hlsh3,soep-core-2014-hh,52,hlsh3
soep-core,H14_A-KH,hlgs1,Grundsicherung 2013,hlgs1,soep-core-2014-hh,52,hlgs1
soep-core,H14_A-KH,hlgs2,Anzahl Mon. Grundsicherung 2013,hlgs2,soep-core-2014-hh,52,hlgs2
soep-core,H14_A-KH,hlgs3,€ Grundsicherung 2013,hlgs3,soep-core-2014-hh,52,hlgs3
soep-core,H14_A-KH,hlwg1,Wohngeld 2013,hlwg1,soep-core-2014-hh,52,hlwg1
soep-core,H14_A-KH,hlwg2,Anzahl Mon. Wohngeld 2013,hlwg2,soep-core-2014-hh,52,hlwg2
soep-core,H14_A-KH,hlwg3,€ Wohngeld 2013,hlwg3,soep-core-2014-hh,52,hlwg3
soep-core,H14_A-KH,hdkg1,Kindergeld heute,hdkg1,soep-core-2014-hh,53,hdkg1
soep-core,H14_A-KH,hdkg2,€ Kindergeld heute,hdkg2,soep-core-2014-hh,53,hdkg2
soep-core,H14_A-KH,hdkg3,Anzahl Kinder Kindergeld,hdkg3,soep-core-2014-hh,53,hdkg3
soep-core,H14_A-KH,hdkz1,Kindergeldzuschlag heute,hdkz1,soep-core-2014-hh,53,hdkz1
soep-core,H14_A-KH,hdkz2,€ Kindergeldzuschlag heute,hdkz2,soep-core-2014-hh,53,hdkz2
soep-core,H14_A-KH,hdbg1,Betreuungsgeld heute,hdbg1,soep-core-2014-hh,53,hdbg1
soep-core,H14_A-KH,hdbg2,€ Betreuungsgeld heute,hdbg2,soep-core-2014-hh,53,hdbg2
soep-core,H14_A-KH,hdag1,AlgII/Sozialgeld heute,hdag1,soep-core-2014-hh,53,hdag1
soep-core,H14_A-KH,hdag2,€ AlgII/Sozialgeld heute,hdag2,soep-core-2014-hh,53,hdag2
soep-core,H14_A-KH,hdpg1,Pflegevers. heute,hdpg1,soep-core-2014-hh,53,hdpg1
soep-core,H14_A-KH,hdpg2,€ Pflegevers. heute,hdpg2,soep-core-2014-hh,53,hdpg2
soep-core,H14_A-KH,hdsh1,Lfd. Hilfe heute,hdsh1,soep-core-2014-hh,53,hdsh1
soep-core,H14_A-KH,hdsh2,€ lfd. Hilfe heute,hdsh2,soep-core-2014-hh,53,hdsh2
soep-core,H14_A-KH,hdgs1,Grundsicherung heute,hdgs1,soep-core-2014-hh,53,hdgs1
soep-core,H14_A-KH,hdgs2,€ Grundsicherung heute,hdgs2,soep-core-2014-hh,53,hdgs2
soep-core,H14_A-KH,hdwg1,Wohngeld heute,hdwg1,soep-core-2014-hh,53,hdwg1
soep-core,H14_A-KH,hdwg2,€ Wohngeld heute,hdwg2,soep-core-2014-hh,53,hdwg2
soep-core,H14_A-KH,hnetto,€ HH-Nettoeinkommen,hnetto,soep-core-2014-hh,54,hnetto
soep-core,H14_A-KH,znetto,HH-Nettoeinkommen KA,znetto,soep-core-2014-hh,54,
soep-core,H14_A-KH,hspar1,Sparbetrag/Monat,hspar1,soep-core-2014-hh,55,
soep-core,H14_A-KH,hspar2,€ Sparbetrag/Monat,hspar2,soep-core-2014-hh,55,hspar2
soep-core,H14_A-KH,hzahl,Miete ohne Probleme zahlen,hzahl,soep-core-2014-hh,56,
soep-core,H14_A-KH,hcity,Entfernung z. Zentrum,hcity,soep-core-2014-hh,57,
soep-core,H14_A-KH,hfuss01,Geschäfte f. tägl. Bedarf,hfuss01,soep-core-2014-hh,58,hfuss01
soep-core,H14_A-KH,hfuss02,Gaststätte/Kneipe/Restaurant,hfuss02,soep-core-2014-hh,58,hfuss02
soep-core,H14_A-KH,hfuss03,Bankautomat/Bargeld,hfuss03,soep-core-2014-hh,58,hfuss03
soep-core,H14_A-KH,hfuss04,Hausarzt,hfuss04,soep-core-2014-hh,58,hfuss04
soep-core,H14_A-KH,hfuss05,Kinderkrippe/KiGa/KiTa,hfuss05,soep-core-2014-hh,58,hfuss05
soep-core,H14_A-KH,hfuss06,Grundschule,hfuss06,soep-core-2014-hh,58,hfuss06
soep-core,H14_A-KH,hfuss07,Gymnasium,hfuss07,soep-core-2014-hh,58,hfuss07
soep-core,H14_A-KH,hfuss08,Treffpunkt f. Jugendliche,hfuss08,soep-core-2014-hh,58,hfuss08
soep-core,H14_A-KH,hfuss09,Tagesstätte f. Senioren,hfuss09,soep-core-2014-hh,58,hfuss09
soep-core,H14_A-KH,hfuss10,Öff. Grünanlagen,hfuss10,soep-core-2014-hh,58,hfuss10
soep-core,H14_A-KH,hfuss11,Öff. Sport-/Freizeitanlagen,hfuss11,soep-core-2014-hh,58,hfuss11
soep-core,H14_A-KH,hfuss12,Haltestelle öff. Verkehrsmittel,hfuss12,soep-core-2014-hh,58,hfuss12
soep-core,H14_A-KH,humw1,Lärmbelästigung,humw1,soep-core-2014-hh,59,humw1
soep-core,H14_A-KH,humw2,Luftverschmutzung,humw2,soep-core-2014-hh,59,humw2
soep-core,H14_A-KH,humw3,Fehlende Grünflächen,humw3,soep-core-2014-hh,59,humw3
soep-core,H14_A-KH,hkrim,Kriminalität i. Wohngebiet,hkrim,soep-core-2014-hh,60,
soep-core,H14_A-KH,hleut,Verhältnis d. Leute zueinander,hleut,soep-core-2014-hh,61,
soep-core,H14_A-KH,hausl,Familien nicht aus D.,hausl,soep-core-2014-hh,62,
soep-core,H14_A-KH,hkont,Kontakt zu Nachbarn,hkont,soep-core-2014-hh,63,
soep-core,H14_A-KH,hnach1,Besuch Nachbarn,hnach1,soep-core-2014-hh,64,
soep-core,H14_A-KH,hnach2,Häufigkeit Besuch Nachbarn,hnach2,soep-core-2014-hh,64,hnach2
soep-core,H14_A-KH,hpfleg,Hilfebedürft. Person im HH,hpfleg,soep-core-2014-hh,65,
soep-core,H14_A-KH,hpnam,Vorname hilfebedürft. Person,hpnam,soep-core-2014-hh,66,hpnam
soep-core,H14_A-KH,hpnr,Hilfebedürftige Person KA,,soep-core-2014-hh,66,
soep-core,H14_A-KH,hhil1,Besorgungen außer HH,hhil1,soep-core-2014-hh,66,hhil1
soep-core,H14_A-KH,hhil2,Haushaltsführung,hhil2,soep-core-2014-hh,66,hhil2
soep-core,H14_A-KH,hhil3,Einfache Pflegetätigkeit,hhil3,soep-core-2014-hh,66,hhil3
soep-core,H14_A-KH,hhil4,Schwierige Pflegetätigkeit,hhil4,soep-core-2014-hh,66,hhil4
soep-core,H14_A-KH,hhilka,Gesamt KA Hilfe,hhilka,soep-core-2014-hh,,
soep-core,H14_A-KH,hpl,Leistungen Pflegeversicherung,hpl,soep-core-2014-hh,67,
soep-core,H14_A-KH,hpstuf,Pflegestufe,hpstuf,soep-core-2014-hh,67,hpstuf
soep-core,H14_A-KH,hhvon1,Angehörige im HH,hhvon1,soep-core-2014-hh,68,hhvon1
soep-core,H14_A-KH,hhnam,Vorname pflegende Person,hhnam,soep-core-2014-hh,68,hhnam
soep-core,H14_A-KH,hhnr,Personennummer pflegenden Person,,soep-core-2014-hh,,
soep-core,H14_A-KH,hhvon7,Wohlfahrtsverbände,hhvon7,soep-core-2014-hh,68,hhvon7
soep-core,H14_A-KH,hhvon3,Priv. Pflegedienst,hhvon3,soep-core-2014-hh,68,hhvon3
soep-core,H14_A-KH,hhvon9,Freunde/Bekannte/Nachbarn,hhvon9,soep-core-2014-hh,68,hhvon9
soep-core,H14_A-KH,hhvon6,Angehörige außerh. HH,hhvon6,soep-core-2014-hh,68,hhvon6
soep-core,H14_A-KH,hhvon8,Sonst. Pflegehilfe,hhvon8,soep-core-2014-hh,68,hhvon8
soep-core,H14_A-KH,hhvonka,Gesamt KA (pflegende Pers.),hhvonka,soep-core-2014-hh,,
soep-core,H14_A-KH,hhbez,Bezahlung pflegende Person,hhbez,soep-core-2014-hh,68,hhbez
soep-core,H14_A-KH,hpfleg2,Weitere hilfebedürft. Personen,hpfleg2,soep-core-2014-hh,69,
soep-core,H14_A-KH,hpfleg3,Anzahl hilfebedürft. Personen,hpfleg3,soep-core-2014-hh,69,hpfleg3
soep-core,H14_A-KH,hpfleg4,Kosten für Pflege,hpfleg4,soep-core-2014-hh,70,
soep-core,H14_A-KH,hpfleg5,€ Kosten/Monat,hpfleg5,soep-core-2014-hh,70,hpfleg5
soep-core,H14_A-KH,hputz,Putz-/Haushaltshilfe,hputz,soep-core-2014-hh,71,
soep-core,H14_A-KH,hputz2,€ Putzhilfe Kosten/Monat,hputz2,soep-core-2014-hh,71,hputz2
soep-core,H14_A-KH,hkind,"Kinder, geb. ab 1998",hkind,soep-core-2014-hh,72,
soep-core,H14_A-KH,hknama,1. Kind Name,hknama,soep-core-2014-hh,73,hknama
soep-core,H14_A-KH,hknra,Personennummer Kind 1,,soep-core-2014-hh,73,
soep-core,H14_A-KH,hkgeba,1. Kind Geburtsjahr,hkgeba,soep-core-2014-hh,73,hkgeba
soep-core,H14_A-KH,hein4a,1. Kind keine Schule,hein4a,soep-core-2014-hh,74,hein4a
soep-core,H14_A-KH,hein3a,1. Kind Schule,hein3a,soep-core-2014-hh,74,hein3a
soep-core,H14_A-KH,hein9a,1. Kind Schule ganztags,hein9a,soep-core-2014-hh,75,
soep-core,H14_A-KH,hein1sa,1. Kind Einrichtung Std./Tag,hein1sa,soep-core-2014-hh,76,hein1sa
soep-core,H14_A-KH,hein1a,1. Kind derzeit keine Einrichtung,hein1a,soep-core-2014-hh,76,hein1a
soep-core,H14_A-KH,hbet5a,1. Kind Tagesmutter außerhalb,hbet5a,soep-core-2014-hh,77,hbet3a
soep-core,H14_A-KH,hbet3a,1. Kind Betreuung im Haus,hbet3a,soep-core-2014-hh,77,hbet5a
soep-core,H14_A-KH,hbet1a,1. Kind Verwandte,hbet1a,soep-core-2014-hh,77,hbet1a
soep-core,H14_A-KH,hbet2a,1. Kind Freunde,hbet2a,soep-core-2014-hh,77,hbet2a
soep-core,H14_A-KH,hbet4a,1. Kind keine Betreuung,hbet4a,soep-core-2014-hh,77,hbet4a
soep-core,H14_A-KH,hknamaa,,,soep-core-2014-hh,,
soep-core,H14_A-KH,hakt01a,1. Kind Kinderturnen KK,hakt01a,soep-core-2014-hh,78,hakt01a
soep-core,H14_A-KH,hakt02a,1. Kind Frühk. Musikerziehung KK,hakt02a,soep-core-2014-hh,78,hakt02a
soep-core,H14_A-KH,hakt03a,1. Kind Künstl. Akt. KK,hakt03a,soep-core-2014-hh,78,hakt03a
soep-core,H14_A-KH,hakt04a,1. Kind Eltern-Kind-Gruppe KK,hakt04a,soep-core-2014-hh,78,hakt04a
soep-core,H14_A-KH,hakt05a,1. Kind Nichts davon KK,hakt05a,soep-core-2014-hh,78,hakt05a
soep-core,H14_A-KH,hakt06a,1. Kind Sport-AG SchK,hakt06a,soep-core-2014-hh,78,hakt06a
soep-core,H14_A-KH,hakt07a,1. Kind Musik-AG SchK,hakt07a,soep-core-2014-hh,78,hakt07a
soep-core,H14_A-KH,hakt08a,1. Kind Kunst-AG SchK,hakt08a,soep-core-2014-hh,78,hakt08a
soep-core,H14_A-KH,hakt09a,1. Kind Theater-AG SchK,hakt09a,soep-core-2014-hh,78,hakt09a
soep-core,H14_A-KH,hakt10a,1. Kind Sonstige AG SchK,hakt10a,soep-core-2014-hh,78,hakt10a
soep-core,H14_A-KH,hakt11a,1. Kind Sport o.ä. SchK,hakt11a,soep-core-2014-hh,78,hakt11a
soep-core,H14_A-KH,hakt12a,1. Kind Musikunterricht SchK,hakt12a,soep-core-2014-hh,78,hakt12a
soep-core,H14_A-KH,hakt13a,"1. Kind Kunst, Malen SchK",hakt13a,soep-core-2014-hh,78,hakt13a
soep-core,H14_A-KH,hakt14a,1. Kind Jugendfeuerwehr o.ä. SchK,hakt14a,soep-core-2014-hh,78,hakt14a
soep-core,H14_A-KH,hakt15a,1. Kind Jugendgruppe SchK,hakt15a,soep-core-2014-hh,78,hakt15a
soep-core,H14_A-KH,hakt16a,1. Kind Jugendzentrum SchK,hakt16a,soep-core-2014-hh,78,hakt16a
soep-core,H14_A-KH,hakt17a,1. Kind Nichts davon SchK,hakt17a,soep-core-2014-hh,78,hakt17a
soep-core,H14_A-KH,hakt18a,1. Kind € Kosten Aktivitäten/Monat,hakt18a,soep-core-2014-hh,79,hakt18a
soep-core,H14_A-KH,hakt19a,1. Kind keine Kosten Aktivitäten,hakt19a,soep-core-2014-hh,79,hakt19a
soep-core,H14_A-KH,hknamb,2. Kind Name,hknama,soep-core-2014-hh,73,hknama
soep-core,H14_A-KH,hknrb,Personennummer Kind 2,,soep-core-2014-hh,73,
soep-core,H14_A-KH,hkgebb,2. Kind Geburtsjahr,hkgeba,soep-core-2014-hh,73,hkgeba
soep-core,H14_A-KH,hein4b,2. Kind keine Schule,hein4a,soep-core-2014-hh,74,hein4a
soep-core,H14_A-KH,hein3b,2. Kind Schule,hein3a,soep-core-2014-hh,74,hein3a
soep-core,H14_A-KH,hein9b,2. Kind Schule ganztags,hein9a,soep-core-2014-hh,75,
soep-core,H14_A-KH,hein1sb,2. Kind Einrichtung Std./Tag,hein1sa,soep-core-2014-hh,76,hein1sa
soep-core,H14_A-KH,hein1b,2. Kind derzeit keine Einrichtung,hein1a,soep-core-2014-hh,76,hein1a
soep-core,H14_A-KH,hbet5b,2. Kind Tagesmutter außerhalb,hbet5a,soep-core-2014-hh,77,hbet3a
soep-core,H14_A-KH,hbet3b,2. Kind Betreuung im Haus,hbet3a,soep-core-2014-hh,77,hbet5a
soep-core,H14_A-KH,hbet1b,2. Kind Verwandte,hbet1a,soep-core-2014-hh,77,hbet1a
soep-core,H14_A-KH,hbet2b,2. Kind Freunde,hbet2a,soep-core-2014-hh,77,hbet2a
soep-core,H14_A-KH,hbet4b,2. Kind keine Betreuung,hbet4a,soep-core-2014-hh,77,hbet4a
soep-core,H14_A-KH,hknamba,,,soep-core-2014-hh,,
soep-core,H14_A-KH,hakt01b,2. Kind Kinderturnen KK,hakt01a,soep-core-2014-hh,78,hakt01a
soep-core,H14_A-KH,hakt02b,2. Kind Frük. Musikerziehung KK,hakt02a,soep-core-2014-hh,78,hakt02a
soep-core,H14_A-KH,hakt03b,2. Kind Künstl. Akt. KK,hakt03a,soep-core-2014-hh,78,hakt03a
soep-core,H14_A-KH,hakt04b,2. Kind Eltern-Kind-Gruppe KK,hakt04a,soep-core-2014-hh,78,hakt04a
soep-core,H14_A-KH,hakt05b,2. Kind Nichts davon KK,hakt05a,soep-core-2014-hh,78,hakt05a
soep-core,H14_A-KH,hakt06b,2. Kind Sport-AG SchK,hakt06a,soep-core-2014-hh,78,hakt06a
soep-core,H14_A-KH,hakt07b,2. Kind Musik-AG SchK,hakt07a,soep-core-2014-hh,78,hakt07a
soep-core,H14_A-KH,hakt08b,2. Kind Kunst-AG SchK,hakt08a,soep-core-2014-hh,78,hakt08a
soep-core,H14_A-KH,hakt09b,2. Kind Theater-AG SchK,hakt09a,soep-core-2014-hh,78,hakt09a
soep-core,H14_A-KH,hakt10b,2. Kind Sonstige AG SchK,hakt10a,soep-core-2014-hh,78,hakt10a
soep-core,H14_A-KH,hakt11b,2. Kind Sport o.ä. SchK,hakt11a,soep-core-2014-hh,78,hakt11a
