study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,filter,goto,concept,description,number
soep-core,soep-core-2014-luecke,11,,,Ihr Geschlecht und Geburtsjahr:,,What is your sex and year of birth?,,cat,psex,,,psex,,11
soep-core,soep-core-2014-luecke,11,ppgeb,,Geburtsjahr:,,Year of birth:,,int,,,,ppgeb,,11
soep-core,soep-core-2014-luecke,12,,,"Hat sich an Ihrer familiären Situation im Jahr 2012 etwas verändert? 
Geben Sie bitte an, ob einer der folgenden Punkte zutrifft, und wenn ja, wann das war. ",,Has your family situation changed since 31.12.2009? Please state if one of the following applies and when that happened:,,txt,,,,,,12
soep-core,soep-core-2014-luecke,12,pfs141,,[Habe neuen Partner / Partnerin kennengelernt:] Ja,,[Met new partner] yes,,bin,,,,pfs141,,12
soep-core,soep-core-2014-luecke,12,pfs021,,[Bin mit Partner / Partnerin zusammengezogen:] Ja,,[Moved in together] yes,,bin,,,,pfs021,,12
soep-core,soep-core-2014-luecke,12,pfs011,,[Habe geheiratet:] Ja,,[Got married] yes,,bin,,,,pfs011,,12
soep-core,soep-core-2014-luecke,12,pfs031,,[Kind wurde geboren :] Ja,,[Child born] yes,,bin,,,,pfs031,,12
soep-core,soep-core-2014-luecke,12,pfs111,,[Kind kam in den Haushalt:] Ja,,[Child moved in] yes,,bin,,,,pfs111,,12
soep-core,soep-core-2014-luecke,12,pfs041,,[Sohn / Tochter hat den Haushalt verlassen:] Ja,,[Child moved out] yes,,bin,,,,pfs041,,12
soep-core,soep-core-2014-luecke,12,pfs051,,[Habe mich von Ehepartner / Lebenspartner getrennt:] Ja,,[Separated from partner] yes,,bin,,,,pfs051,,12
soep-core,soep-core-2014-luecke,12,pfs061,,[Wurde geschieden:] Ja,,[Divorced] yes,,bin,,,,pfs061,,12
soep-core,soep-core-2014-luecke,12,pfs071,,[Ehepartner / Lebenspartner ist verstorben:] Ja,,[Partner died] yes,,bin,,,,pfs071,,12
soep-core,soep-core-2014-luecke,12,pfs081,,[Vater ist verstorben:] Ja,,[Father died] yes,,bin,,,,pfs081,,12
soep-core,soep-core-2014-luecke,12,pfs091,,[Mutter ist verstorben:] Ja,,[Mother died] yes,,bin,,,,pfs091,,12
soep-core,soep-core-2014-luecke,12,pfs121,,[Kind ist verstorben:] Ja,,[Child died] yes,,bin,,,,pfs121,,12
soep-core,soep-core-2014-luecke,12,pfs131,,"[Andere Person, die hier im Haushalt lebte, ist verstorben:] Ja",,[Other person living in household died] yes,,bin,,,,pfs131,,12
soep-core,soep-core-2014-luecke,12,pfs101,,[Sonstige familiäre Veränderung:] Ja,,[Other changes in family situation /household composition] yes,,bin,,,,pfs101,,12
soep-core,soep-core-2014-luecke,12,pfs142,,[Habe neuen Partner / Partnerin kennengelernt:] 2012 im Monat,,[Met new partner] 2012 month,,int,,,,pfs142,,12
soep-core,soep-core-2014-luecke,12,pfs022,,[Bin mit Partner / Partnerin zusammengezogen:] 2012 im Monat,,[Moved in together] 2012 month,,int,,,,pfs022,,12
soep-core,soep-core-2014-luecke,12,pfs012,,[Habe geheiratet:] 2012 im Monat,,[Got married] 2012 month,,int,,,,pfs012,,12
soep-core,soep-core-2014-luecke,12,pfs032,,[Kind wurde geborent:] 2012 im Monat,,[Child born] month,,int,,,,pfs032,,12
soep-core,soep-core-2014-luecke,12,pfs112,,[Kind kam in den Haushalt:] 2012 im Monat,,[Child moved in] month,,int,,,,pfs112,,12
soep-core,soep-core-2014-luecke,12,pfs042,,[Sohn / Tochter hat den Haushalt verlassen:] 2012 im Monat,,[Child moved out] month,,int,,,,pfs042,,12
soep-core,soep-core-2014-luecke,12,pfs052,,[Habe mich von Ehepartner / Lebenspartner getrennt:] 2012 im Monat,,[Separated from partner] month,,int,,,,pfs052,,12
soep-core,soep-core-2014-luecke,12,pfs062,,[Wurde geschieden:] 2012 im Monat,,[Divorced] month,,int,,,,pfs062,,12
soep-core,soep-core-2014-luecke,12,pfs072,,[Ehepartner / Lebenspartner ist verstorben:] 2012 im Monat,,[Partner died] month,,int,,,,pfs072,,12
soep-core,soep-core-2014-luecke,12,pfs082,,[Vater ist verstorben:] 2012 im Monat,,[Father died] month,,int,,,,pfs082,,12
soep-core,soep-core-2014-luecke,12,pfs092,,[Mutter ist verstorben:] 2012 im Monat,,[Mother dies] month,,int,,,,pfs092,,12
soep-core,soep-core-2014-luecke,12,pfs122,,[Kind ist verstorben:] 2012 im Monat,,[Child died] month,,int,,,,pfs122,,12
soep-core,soep-core-2014-luecke,12,pfs132,,"[Andere Person, die hier im Haushalt lebte, ist verstorben:] 2012 im Monat",,[Other person living in household died] month,,int,,,,pfs132,,12
soep-core,soep-core-2014-luecke,12,pfs102,,[Sonstige familiäre Veränderung:] 2012 im Monat,,[Other changes in family situation /household composition] month,,int,,,,pfs102,,12
soep-core,soep-core-2014-luecke,12,pfsso,,[Sonstige familiäre Veränderung:] und zwar:,,[Other changes in family situation /household composition] namely: …,,chr,,,,pfsso,,12
soep-core,soep-core-2014-luecke,12,pfsno,,"Nein, nichts davon",,"No, none of these",,bin,,,,pfsno,,12
soep-core,soep-core-2014-luecke,A,,,Durchführung des Interviews,,Survey Instrument,,txt,,,,,,
soep-core,soep-core-2014-luecke,A,1,,Welches Datum haben wir heute und um wie viel Uhr haben Sie den Fragebogen beendet?,,What date is today?,,txt,,,,,,a
soep-core,soep-core-2014-luecke,A,pdatt,,Tag,,Day,,int,,,,pdatt,,a
soep-core,soep-core-2014-luecke,A,pdatm,,Monat,,Month,,int,,,,pdatm,,a
soep-core,soep-core-2014-luecke,A,pdatst,,Stunde,,Hour,,int,,,,pdatst,,
soep-core,soep-core-2014-luecke,A,pdatmi,,Minute,,Minute,,int,,,,pdatmi,,
soep-core,soep-core-2014-luecke,B,,,Wie wurde die Befragung durchgeführt?,,How was the interiew conducted?,,cat,pform,,,pform,,b
soep-core,soep-core-2014-luecke,C,,,Interviewdauer:,,Length in minutes interview,,txt,,,,,,c
soep-core,soep-core-2014-luecke,C,pdauer1,,Das mündliche (Teil-)Interview dauerte … Minuten,,Length in minutes oral interview,,int,,,,pdauer1,,c
soep-core,soep-core-2014-luecke,C,pdauer2,,Befragter brauchte zum Selbstausfüllen … Minuten,,Length in minutes written interview,,int,,,,pdauer2,,c
soep-core,soep-core-2014-luecke,D,,,Sonstige Hinweise:,,Other devices,,chr,,,,ptext,,d
soep-core,soep-core-2014-luecke,IN,,,Vielen Dank für Ihre Mitarbeit!,,Thank you for your cooperation!,,txt,,,,,,13
soep-core,soep-core-2014-luecke,IN,listnr,,Listen-Nr.,,List number,,int,,,,listnr,,13
soep-core,soep-core-2014-luecke,IN,lfdnr,,Lfd. Nr.,,Consecutive number,,int,,,,lfdnr,,13
soep-core,soep-core-2014-luecke,IN,12,,Ich bestätige die korrekte Durchführung des Interviews:,Unterschrift des Interviewers,I confirm the correct realisation of the interview.,Interviewer signature,txt,,,,,,13
soep-core,soep-core-2014-luecke,IN,pintnr,,Abrechnungs-Nummer,,Accounting number,,int,,,,pintnr,,13
