study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,filter,goto,concept,description,number
soep-core,soep-core-2014-pe,2,,,"Das Thema „Lebenslanges Lernen“ wird häufig in der Öffentlichkeit diskutiert. Wie ist das bei Ihnen persönlich, inwieweit stimmen Sie der folgenden Aussage zu:  

In der heutigen Arbeitswelt ist es unerlässlich Kenntnisse durch Weiterbildung zu ergänzen, aufzufrischen oder zu erweitern. ","Antworten Sie bitte anhand der folgenden Skala.
 Der Wert 1 bedeutet: stimme überhaupt nicht zu. 
Der Wert 7 bedeutet: stimme voll und ganz zu. 
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen. ","The topic “lifelong learning” is often discussed in public. 
How's that for you, to what extent do you agree with the following statement:

In today's workplace, it is essential to supplement, refresh and expand knowledge by further education.","Please answer using the following scale.
A value of 1 means: I dont agree at all.
The value 7 means: I strongly agree.
With the values between 1 and 7, you can state your opinion.",cat,pweiterb,,,pweiterb,,2
soep-core,soep-core-2014-pe,3,,,"Ich lese Ihnen eine Reihe von Gefühlen vor. Geben Sie bitte jeweils an, wie häufig oder selten Sie dieses Gefühl in den letzten vier Wochen erlebt haben.

Wie oft haben Sie sich ...",,"I will now read off a number of feelings. For each one, please state
how often you experienced this feeling in the last four weeks. How often have you felt …",,txt,,,,,,
soep-core,soep-core-2014-pe,3,pgef1,,ärgerlich gefühlt?,,angry?,,cat,pgef x,,,pgef1,,
soep-core,soep-core-2014-pe,3,pgef2,,ängstlich gefühlt?,,worried?,,cat,pgef x,,,pgef2,,
soep-core,soep-core-2014-pe,3,pgef3,,glücklich gefühlt?,,happy?,,cat,pgef x,,,pgef3,,
soep-core,soep-core-2014-pe,3,pgef4,,traurig gefühlt?,,sad?,,cat,pgef x,,,pgef4,,
soep-core,soep-core-2014-pe,4,,,"Wie schätzen Sie sich persönlich ein:
 Sind Sie im Allgemeinen ein risikobereiter Mensch oder versuchen Sie, Risiken zu vermeiden? ","Bitte kreuzen Sie ein Kästchen auf der Skala an, wobei der Wert 0 bedeutet: „gar nicht risikobereit“ und der Wert 10: „sehr risikobereit“.  Mit den Werten dazwischen können Sie Ihre Einschätzung abstufen. ",Are you generally a person who is willing to take risks or do you try to avoid taking risks?,"Please tick a box on the scale, where the value 0 means not at all willing to take risks and the value 10 means very willing to take risks",cat,prisk x,,,prisk,,
soep-core,soep-core-2014-pe,5,,,"Wie sieht gegenwärtig Ihr normaler Alltag aus?
Wie viele Stunden pro Tag entfallen bei Ihnen an einem durchschnittlichen Werktag auf die folgenden Tätigkeiten?","Bitte nur ganze Stunden angeben.
Falls nicht zutreffend, bitte „0“ eintragen!","What is a typical weekday like for you? How many hours per normal workday
do you spend on the following activities?",Please give only whole hours. Use zero if the activity does not apply!,txt,,,,,"Researcher Notes:
In die Matrix sollten numerische Zahlen eingetragen werden können.
**GesamtKA-Frage soll nicht ins Feld laufen
",
soep-core,soep-core-2014-pe,5,pwerk1,,"Berufstätigkeit, Lehre (Zeiten einschließlich Arbeitsweg, auch nebenberufliche Tätigkeiten) [Anzahl Stunden]",,"Work, apprenticeship (including travel time to and from work) [number of hours]",,int,,,,pwerk1,,
soep-core,soep-core-2014-pe,5,pwerk2,,"Besorgungen (Einkaufen, Beschaffungen, Behördengänge) [Anzahl Stunden]",,"Errands (shopping, trips to government agencies, etc.) [number of hours]",,int,,,,pwerk2,,
soep-core,soep-core-2014-pe,5,pwerk3,,"Hausarbeit (Waschen, Kochen, Putzen) [Anzahl Stunden]",,Housework (washing / cooking / cleaning) [number of hours],,int,,,,pwerk3,,
soep-core,soep-core-2014-pe,5,pwerk4,,Kinderbetreuung [Anzahl Stunden],,Childcare [number of hours],,int,,,,pwerk4,,
soep-core,soep-core-2014-pe,5,pwerk5,,Versorgung und Betreuung von pflegebedürftigen Personen [Anzahl Stunden],,Care and support of persons in need of care [number of hours],,int,,,,pwerk5,,
soep-core,soep-core-2014-pe,5,pwerk6,,"Aus-und Weiterbildung, Lernen (auch Schule, Studium, Promotion) [Anzahl Stunden]",,Education or further training (also school / university) [number of hours],,int,,,,pwerk6,,
soep-core,soep-core-2014-pe,5,pwerk7,,"Reperaturen am Haus, in der Wohnung, am Auto, Gartenarbeit [Anzahl Stunden]",,"Repairs on and around the home, car repairs, garden or lawn work [number of hours]",,int,,,,pwerk7,,
soep-core,soep-core-2014-pe,5,pwerk9,,"Körperliche Aktivitäten (Sport, Fitness, Gymnastik) [Anzahl Stunden]",,"Physical activity (sport, fitness, gymnastics) [number of hours] ",,int,,,,pwerk9,,
soep-core,soep-core-2014-pe,5,pwerk8,,Sonstige Freizeitbeschäftigungen und Hobbies  [Anzahl Stunden],,Hobbies and other leisure-time activities [number of hours],,int,,,,pwerk8,,
soep-core,soep-core-2014-pe,6,,,"Haben Sie während der letzten 7 Tage irgendeine bezahlte Arbeit ausgeübt,
auch wenn dies nur für eine Stunde oder für wenige Stunden war?","Bitte antworten Sie auch mit „Ja“, wenn Sie in den letzten sieben Tagen normalerweise gearbeitet hätten,
aber wegen Urlaub, Krankheit, schlechtem Wetter oder anderen Gründen zeitweise abwesend waren.","Have you done paid work during the last 7 days,
even if only for an hour or a few hours?","Please also answer “yes” if you would normally have worked in the last 7 days,
but did not do so because of holidays, sickness, bad weather, or other reasons.",cat,p7tag,,,p7tag,,
soep-core,soep-core-2014-pe,7,,,Sind Sie zur Zeit im Mutterschutz oder in der gesetzlich geregelten Elternzeit?,,Are you currently on maternity leave (Mutterschutz) or on statutory parental leave (Elternzeit)?,,cat,perz,,,perz,,
soep-core,soep-core-2014-pe,8,,,"Nehmen Sie zur Zeit die gesetzlich geregelte Pflegezeit in Anspruch,
um einen Angehörigen zu pflegen?",,"Are you currently using the statutory period of care (Pflegezeit)
to care for a relative?",,cat,ppfleg,,,ppfleg,,
soep-core,soep-core-2014-pe,9,,,Sind Sie zur Zeit beim Arbeitsamt arbeitslos gemeldet?,,Are you officially registered unemployed at the Employment Office (Arbeitsamt)?,,cat,palo,,,palo,,
soep-core,soep-core-2014-pe,10,,,"Sind Sie derzeit in Ausbildung? Das heißt: Besuchen Sie eine Schule oder Hochschule
(einschließlich Promotion), machen Sie eine Berufsausbildung oder nehmen Sie an
einem Weiterbildungslehrgang teil?",,"Are you currently in education or training? In other words, are you attending a school or institution of
higher education (including doctorate / Ph.D.), completing an apprenticeship or vocational training, or
participating in further education or training?",,cat,paus1,,2 @ 12,paus1,"Researcher Notes:
Dummyfrage

Routing:
*IF [Q9000,2] *GOTO 11000
",
soep-core,soep-core-2014-pe,11,,,Was für eine Ausbildung oder Weiterbildung ist das?,,What type of education or training are you pursuing?,,txt,,10;paus1=1,,,Ausbildung/Weiterbildung Dummy,
soep-core,soep-core-2014-pe,11,paus2,,Allgemeinbildende Schule,,General education,,cat,paus2,,,paus2,,
soep-core,soep-core-2014-pe,11,paus5,,Berufliche Ausbildung,,Vocational training,,cat,paus5,,,paus5,,
soep-core,soep-core-2014-pe,11,paus5so,,[Berufliche Ausbildung – Sonstiges] und zwar:,,Other:,,chr,,11:paus5=8,,paus5so,,
soep-core,soep-core-2014-pe,11,paus3,,Hochschule,,Higher education,,cat,paus3,,,paus3,"Filter:
ASK ONLY IF Q1001 : PAUS X Dummy=3
",
soep-core,soep-core-2014-pe,11,5,,Erhalten Sie für das Studium oder die Promotion ein Stipendium?,"Falls ja, von welcher Stelle?","Do you receive a grant/scholarship to pay for
your undergraduate or graduate studies?","If so, from what organization?",txt,,,,,"Filter:
ASK ONLY IF Q1001 : PAUS X Dummy=3
",
soep-core,soep-core-2014-pe,11,paus3a,,Nein,,No,,bin,,,,paus3a,,
soep-core,soep-core-2014-pe,11,paus3b,,"Ja, BAföG",,"Yes, BaföG",,bin,,,,paus3b,,
soep-core,soep-core-2014-pe,11,paus3c,,"Ja, Sonstiges",,Yes. Other,,bin,,,,paus3c,,
soep-core,soep-core-2014-pe,11,paus3so,,[Stipendium – Sonstiges] und zwar:,,Other:,,chr,,11:paus3c=1,,paus3so,"Filter:
ASK ONLY IF Q1006 : PAUS3A=3
",
soep-core,soep-core-2014-pe,11,paus4,,Weiterbildung / Umschulung,,Further training (Weiterbildung) / retraining (Umschulung):,,cat,paus4,,,paus4,,
soep-core,soep-core-2014-pe,11,paus4so,,[Weiterbildung/Umschulung – Sonstiges] und zwar:,,Other:,,chr,,11:paus4=5,,paus4so,,
soep-core,soep-core-2014-pe,12,,,Üben Sie derzeit eine Erwerbstätigkeit aus? Was trifft für Sie zu?,"Rentner oder Personen im Bundesfreiwilligendienst, die zusätzlich eine Erwerbstätigkeit ausüben, geben hier bitte die Erwerbstätigkeit an.",Are you currently employed? Which one of the following applies best to your status?,"Retirees or individuals in the federal volunteer service (Bundesfreiwilligendienst)
who also work in addition to this, please state your job here.",cat,perw,,(1:4 @ 21) ; (5 @ 57),perw,"Researcher Notes:
Antwort 8 (Werkstatt für Behinderte) war im Papierfragebogen nicht enthalten und kam erst nachträglich dazu.

Routing:
*IF [Q11000,1] *GOTO 21000 
*IF [Q11000,2] *GOTO 21000 
*IF [Q11000,3] *GOTO 21000 
*IF [Q11000,4] *GOTO 21000 
*IF [Q11000,5] **GOTO BLOCK 5900
",
soep-core,soep-core-2014-pe,13,,,"Beabsichtigen Sie, in der Zukunft (wieder) eine Erwerbstätigkeit aufzunehmen?",,Do you intend to obtain (or resume) employment in the future?,,cat,pnerw02,12;perw=6:9,1@60,pnerw02,Erwerbstätigkeit Zukunft,
soep-core,soep-core-2014-pe,14,,,Wann etwa wollen Sie Ihre Erwerbstätigkeit aufnehmen?,,"When, approximately, would you like to start working?",,cat,pnerw03,13;pnerw02=2:4,,pnerw03,Aufnahme Erwerbstätigkeit,
soep-core,soep-core-2014-pe,15,,,"Wären Sie an einer Vollzeit- oder einer Teilzeitbeschäftigung interessiert, oder wäre Ihnen beides recht?",,"Are you interested in full-time or part-time employment, or would you be satisfied with either one?",,cat,pnerw04,,,pnerw04,,
soep-core,soep-core-2014-pe,16,,,"Wenn Sie jetzt eine Arbeit suchen würden:
Ist oder wäre es für Sie leicht, schwierig oder praktisch unmöglich, eine geeignete Stelle zu finden?",,"If you were currently looking for a new job:
Is it or would it be easy, difficult, or almost impossible to find an appropriate position?",,cat,pnerw01,,,pnerw01,,
soep-core,soep-core-2014-pe,17,,,"Wie hoch müsste der Nettoverdienst mindestens sein, damit Sie eine angebotene Stelle annehmen würden?",,What would your net income have to be for you to accept a position?,,txt,,,,,"Researcher Notes:
Zweite Option ""Euro im Monat"" nicht zum ankreuzen, kein Wert in den Daten

Routing:
*IF [Q16010,1] *GOTO 18000
",
soep-core,soep-core-2014-pe,17,pnerw07,,Euro im Monat,,Net income (euros per month),,int,,,,pnerw07,"Researcher Notes:
Zweite Option ""Euro im Monat"" nicht zum ankreuzen, kein Wert in den Daten

Filter:
ASK ONLY IF Q1601 : PNERW08=2
",
soep-core,soep-core-2014-pe,17,pnerw08,,"Nicht zu sagen, kommt darauf an",,"Can't say, it depends",,bin,,,1 @ 19,pnerw08,"Researcher Notes:
Zweite Option ""Euro im Monat"" nicht zum ankreuzen, kein Wert in den Daten

Routing:
*IF [Q16010,1] *GOTO 18000
",
soep-core,soep-core-2014-pe,18,,,"Und was meinen Sie, wie viele Stunden pro Woche
müssten Sie für diesen Nettoverdienst arbeiten?",,"How many hours per week would you have
to work to earn this net income?",,txt,,17;pnerw07>0,,,Nettoverdienst/Stunden die Woche,
soep-core,soep-core-2014-pe,18,pnerw14,,Stunden pro Woche,,hours per week,,int,,,,pnerw14,,
soep-core,soep-core-2014-pe,19,,,"Wenn man Ihnen jetzt eine passende Stelle anbieten würde, könnten
Sie dann innerhalb der nächsten zwei Wochen anfangen zu arbeiten?",,"If someone offered you an appropriate position right now,
could you start working within the next two weeks?",,cat,pnerw09,,,pnerw09,,
soep-core,soep-core-2014-pe,20,,,Haben Sie innerhalb der letzten vier Wochen aktiv nach einer Stelle gesucht?,,Have you actively looked for work within the last four weeks?,,cat,pnerw10,,@ 60,pnerw10,"Routing:
*IF [Q19000,2] **GOTO BLOCK 6200
",
soep-core,soep-core-2014-pe,21,,,Haben Sie nach dem 31. Dezember 2012 die Stelle gewechselt oder eine Arbeit neu aufgenommen?,"Bitte auch angeben, wenn Sie nach einer Unterbrechung wieder angefangen haben zu arbeiten!","Have you changed jobs or started a new one since December 31, 2010?",This includes starting working again after a break!,cat,pwexl1,,2 @ 33,pwexl1,"Routing:
*IF [Q21000,2] **GOTO BLOCK 3400
",
soep-core,soep-core-2014-pe,22,,,Wie oft haben Sie seit dem 31. Dezember 2012 die Stelle gewechselt bzw. eine Arbeit neu aufgenommen?,,"How often have you changed jobs or started a new one since December 31, 2010?",,txt,,21;pwexl1=1,,,Häufigkeit Stellenwechsel,
soep-core,soep-core-2014-pe,22,pwexl14,,1 mal,,Once,,bin,,,,pwexl14,,
soep-core,soep-core-2014-pe,22,pwexl15,,mehrmals und zwar:,,More than once:,,int,,,,pwexl15,"Filter:
ASK ONLY IF Q2201 : PWEXL14=2
",
soep-core,soep-core-2014-pe,23,,,Wann haben Sie Ihre jetzige Stelle angetreten bzw. die Arbeit aufgenommen?,,When did you start your current position?,,txt,,,,,,
soep-core,soep-core-2014-pe,23,pwexl2,,"2013, im Monat",,"2011, in the month",,int,,,,pwexl2,,
soep-core,soep-core-2014-pe,23,pwexl3,,"2014, im Monat",,"2012, in the month",,int,,,,pwexl3,,
soep-core,soep-core-2014-pe,24,,,Welche Art von beruflicher Veränderung war das?,"Falls Sie mehrfach die Stelle gewechselt haben, sagen Sie es bitte für den letzten Wechsel.",What type of occupational change was that?,"If you have changed positions several times,
please choose the reason for the most recent change.",cat,pwexl4,,,pwexl4,,
soep-core,soep-core-2014-pe,24,pwexelt,,"[Unterbrechung] Wurde die Tätigkeit wegen eines oder mehrerer Kinder unterbrochen, z.B. Mutterschutz oder Elternzeit?",,"Was your career interrupted by the birth of one or more children, e.g., maternity leave (Mutterschutz) or parental leave (Elternzeit)?",,cat,pwexelt,24;pwexl4=2,,pwexelt,Unterbrechung Tätigkeit /Kinder,
soep-core,soep-core-2014-pe,24,2,,Wie viele Monate dauerte die Unterbrechung?,,How many months did this break in employment last?,,txt,,24:pwexelt=1,,,"Filter:
ASK ONLY IF Q2401 : PWEXL4 =2
",
soep-core,soep-core-2014-pe,24,pwexmo,,Monate,,Months,,int,,24:pwexelt=1,,pwexmo,,
soep-core,soep-core-2014-pe,24,pwexl5,,[Selbständigkeit] Wurde die Aufnahme der Selbständigkeit durch eine öffentliche Förderung unterstützt?,,Did you receive funds from any government programs to start your own business?,,cat,pwexl5,24;pwexl4=6,,pwexl5,Selbstständigkeit/ Förderung,
soep-core,soep-core-2014-pe,25,,,"Bevor Sie ihre jetzige Stelle angetreten haben, haben Sie da aktiv nach einer Stelle gesucht
oder hat sich das so ergeben?",,"Were you actively looking for a job when you received your current position, or did it just come up?",,cat,psuch1,,,psuch1,,
soep-core,soep-core-2014-pe,26,,,Wie haben Sie von dieser Stelle erfahren?,Bitte nur einen Punkt ankreuzen!,How did you find out about this job?,Please mark just one!,cat,psuch2,,,psuch2,,
soep-core,soep-core-2014-pe,27,,,War das die Agentur für Arbeit an der Vermittlung der Stelle beteiligt?,,Was the Employment Office involved in finding the job?,,cat,pverm3,,,pverm3,,
soep-core,soep-core-2014-pe,28,,,Welche berufliche Tätigkeit üben Sie derzeit aus?,"Bitte geben Sie die genaue Tätigkeitsbezeichnung an, also z.B. nicht „kaufmännische
Angestellte“, sondern: „Speditionskauffrau“, nicht „Arbeiter“, sondern: „Maschinenschlosser“.
Wenn Sie Beamter sind, geben Sie bitte Ihre Amtsbezeichnung an, z.B. „Polizeimeister“,
oder „Studienrat“. Wenn Sie Auszubildender sind, geben Sie bitte Ihren Ausbildungsberuf an.
Bitte in Druckbuchstaben eintragen!",What is your current position/occupation?,"Please state the exact title in German. For example, do not write “kaufmännische Angestellte” (clerk), but “Speditionskauffrau” (shipping clerk); not “Arbeiter” (blue-collar worker), but “Maschinenschlosser” (machine metalworker). If you are a civil servant, please give your official title, for example, “Polizeimeister” (police chief) or “Studienrat” (secondary school teacher). If you are an apprentice or in vocational training, please state the occupation for which you were trained.",chr,,,,pber,,
soep-core,soep-core-2014-pe,29,,,Entspricht diese Tätigkeit Ihrem erlernten Beruf?,,Does this job correspond to the occupation for which you were trained?,,cat,pberja,,,pberja,,
soep-core,soep-core-2014-pe,30,,,Welche Art von Ausbildung ist für diese Tätigkeit in der Regel erforderlich?,,What type of education or training is usually required for this type of work?,,cat,pberaus,,,pberaus,,
soep-core,soep-core-2014-pe,31,,,Welche Art von Einarbeitung in diese Tätigkeit ist in der Regel erforderlich?,,What type of introductory training is usually required for this type of work?,,txt,,,,,,
soep-core,soep-core-2014-pe,31,peinar1,,Nur eine kurze Einweisung am Arbeitsplatz,,Just a short introduction on the job,,bin,,,,peinar1,,
soep-core,soep-core-2014-pe,31,peinar2,,Eine längere Einarbeitung im Betrieb,,A longer in-firm training period,,bin,,,,peinar2,,
soep-core,soep-core-2014-pe,31,peinar3,,Der Besuch von besonderen Lehrgängen / Kursen,,Completion of special training or courses,,bin,,,,peinar3,,
soep-core,soep-core-2014-pe,32,,,In welchem Wirtschaftszweig / welcher Branche / welchem Dienstleistungsbereich ist das Unternehmen bzw. die Einrichtung überwiegend tätig?,"Bitte geben Sie die genaue Bezeichnung an, z.B. nicht „Industrie“, sondern „Elektroindustrie“;
nicht „Handel“, sondern „Einzelhandel“; nicht „öffentlicher Dienst“, sondern „Krankenhaus“.",What sector of business or industry is your company or institution active in for the most part?,"Please state the exact sector in German. For example, do not write “Industrie” (industry), but “Elektroindustrie” (electronics industry); not “Handel” (trade), but “Einzelhandel” (retail trade); not “öffentlicher Dienst” (public service), but “Krankenhaus” (hospital).",chr,,,,pbra,,
soep-core,soep-core-2014-pe,33,,,"Wie viele Beschäftigte hat das Gesamtunternehmen etwa? 
Nicht gemeint ist hierbei gegebenenfalls die lokale Betriebsstätte. ",,Approximately how many people does the company as a whole employ? And approximately how many employees work in the same local franchise / branch office as you?,,cat,pgesunt,,,pgesunt,,
soep-core,soep-core-2014-pe,34,,,Seit wann sind Sie bei Ihrem jetzigen Arbeitgeber beschäftigt?,"Falls Sie Selbständiger sind, geben Sie bitte an, sit wann Sie Ihre jetzige Tätigkeit ausüben.",When did you start working for your current employer?,"If you are self-employed, please state when you started your current work.",txt,,,,,,
soep-core,soep-core-2014-pe,34,pseitm,,Seit … Monat,,Since … months,,int,,,,pseitm,,
soep-core,soep-core-2014-pe,34,pseitj,,Seit … Jahr,,Since … year,,int,,,,pseitj,,
soep-core,soep-core-2014-pe,35,,,In welcher beruflichen Stellung sind Sie derzeit beschäftigt?,"Wenn Sie mehr als eine berufliche Tätigkeit ausüben, beantworten Sie die folgenden
Fragen bitte nur für Ihre derzeitige berufliche Haupttätigkeit.",What is your current occupational status?,"If you are currently working in more than one job, please answer
the following questions for your main job only.",txt,,,,,,40
soep-core,soep-core-2014-pe,35,psst,,Selbständige (einschl. mithelfende Familienangehörige),,Self-employed (including family members working for the self-employed),,cat,psst,,4 @ 40,psst,"Researcher Notes:
Mithelfende Familienangehörige: nur Single Coded bitte

Filter:
ASK ONLY IF Q4001 : P XXX Dummy=2
",40
soep-core,soep-core-2014-pe,35,psstanz,,[Selbständige] Anzahl der Mitarbeiter,,Number of employees,,cat,psst x,35:psst=1:3,1 :3 @ 40,psstanz,,
soep-core,soep-core-2014-pe,35,parb,,Arbeiter (auch in der Landwirtschaft),,Blue-collar worker (Arbeiter) (also in agriculture),,cat,parb,,,parb,"Filter:
ASK ONLY IF Q4001 : P XXX Dummy=1
",40
soep-core,soep-core-2014-pe,35,pamt,,Beamte (einschl. Richter und Berufssoldaten),,Civil servant (including judges and professional soldiers),,cat,pamt,,,pamt,"Filter:
ASK ONLY IF Q4001 : P XXX Dummy=5
",40
soep-core,soep-core-2014-pe,35,pazubi,,Auszubildende und Praktikanten,,Apprentice / trainee / intern,,cat,pazubi,,,pazubi,"Filter:
ASK ONLY IF Q4001 : P XXX Dummy=3
",40
soep-core,soep-core-2014-pe,35,pang,,Angestellte,,White-collar worker (Angestellte),,cat,pang,,,pang,"Filter:
ASK ONLY IF Q4001 : P XXX Dummy=4
",40
soep-core,soep-core-2014-pe,36,,,"Gehört der Betrieb, in dem Sie arbeiten, zum öffentlichen Dienst?",,Do you work for a public sector employer?,,cat,poed,,,poed,,
soep-core,soep-core-2014-pe,37,,,Handelt es sich um ein Zeitarbeits- bzw. Leiharbeitsverhältnis?,,"Is this work through a temporary employment agency (Zeitarbeit, Leiharbeit)?",,cat,pzaf,,,pzaf,,37
soep-core,soep-core-2014-pe,38,,,Haben Sie einen unbefristeten Arbeitsvertrag oder ein befristetes Arbeitsverhältnis?,,Do you have a fixed-term or permanent employment contract?,,cat,pbefr1,,1 @ 40,pbefr1,"Routing:
*IF [Q38000,1] **GOTO BLOCK 4000
",38
soep-core,soep-core-2014-pe,39,,,Handelt es sich um eine gemeinnützige Arbeit (1-Euro-Job)?,,Is the job part of a job-creation measure (ABM) or is it a “1-Euro Job” (community work)?,,cat,pbefr2,,,pbefr2,ABM/ gemeinnützige Arbeit,39
soep-core,soep-core-2014-pe,40,,,"Wenn Sie Ihre jetzige Stelle verlieren würden, wäre es für Sie dann leicht, schwierig oder praktisch unmöglich, wieder eine mindestens gleichwertige Stelle zu finden?",,"If you lost your job today, would it be easy, difficult, or almost impossible for you to find a new job that is at least as good as your current one?",,cat,pverl,,,pverl,,41
soep-core,soep-core-2014-pe,41,,,"Die Arbeitsverdienste sind ja nicht in allen Regionen Deutschlands gleich. Daher die Frage:
Liegt Ihre Arbeitsstätte ...",,Incomes vary in Germany. We would therefore like to ask you where you work: Is it ...,,cat,pwohn2,,,pwohn2,,42
soep-core,soep-core-2014-pe,42,,,"Es gibt heute ja sehr unterschiedliche Arbeitszeitregelungen. 
Welche der folgenden Möglichkeiten trifft auf Ihre Arbeit am ehesten zu? ",,"There are very different working arrangements nowadays.
Which of the following applies to your work best?",,cat,preg,,,preg,,
soep-core,soep-core-2014-pe,43,,,"Gehören zu Ihrer Arbeitszeitregelung besondere Formen wie Bereitschaftsdienst, Arbeit in Rufbereitschaft oder Arbeit auf Abruf? ",,"Belong to your working time special forms such as standby service, call service or work on call?",,txt,,,,,,
soep-core,soep-core-2014-pe,43,pruf1,,"Ja, Bereitschaftsdienst.",,"Yes, standby service. ",,bin,,,,pruf1,,
soep-core,soep-core-2014-pe,43,pruf2,,"Ja, Rufbereitschaft ",,"Yes, call service",,bin,,,,pruf2,,
soep-core,soep-core-2014-pe,43,pruf3,,"Ja, Arbeit auf Abruf ",,"Yes, on call",,bin,,,,pruf3,,
soep-core,soep-core-2014-pe,43,pruf4,,"Nein, nichts davon ",,None of the above,,bin,,,,pruf4,,
soep-core,soep-core-2014-pe,44,,,"Kommt es vor, dass Sie Ihre Beschäftigung zu Hause ausüben? ",,Does it happen that you do your job at home?,,cat,phaus1,,,phaus1,,
soep-core,soep-core-2014-pe,44,phaus2,,Wie häufig?,,How often?,,cat,phaus2,44;phaus1=1,,phaus2,,
soep-core,soep-core-2014-pe,45,,,"Wenn es Ihr Betrieb Ihnen freistellen würde, zeitweise auch zu Hause zu arbeiten, würden Sie dann dieses Angebot annehmen? ",,"If your employer would allow you to temporarily work from home,
would you accept this offer?",,cat,phaus3,,,phaus3,,
soep-core,soep-core-2014-pe,46,,,"Wenn Sie den Umfang Ihrer Arbeitszeit selbst wählen könnten und dabei berücksichtigen, dass sich Ihr Verdienst entsprechend der Arbeitszeit ändern würde:
Wie viele Stunden in der Woche würden Sie dann am liebsten arbeiten?",,"If you could choose your own working hours, taking into account that your income would change according to the number of hours: How many hours would you want to work?",,txt,,,,,,46
soep-core,soep-core-2014-pe,46,paz14,,Stunden pro Woche,,Hours per week,,dec,,,,paz14,,
