study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,filter,goto,concept,description,number
soep-core,soep-core-2014-s,1,sbhv07,,"Normalerweise tue ich, was man mir sagt",,I usually do what I'm told.,,cat,sbhvxx,,,sbhv07,,
soep-core,soep-core-2014-s,1,sbhv08,,Ich mache mir häufig Sorgen,,I worry a lot.,,cat,sbhvxx,,,sbhv08,,
soep-core,soep-core-2014-s,1,sbhv09,,"Ich bin hilfsbereit, wenn andere verletzt, krank oder traurig sind ",,"I'm ready to help when others are hurt, sick, or sad.",,cat,sbhvxx,,,sbhv09,,
soep-core,soep-core-2014-s,1,sbhv10,,Ich bin dauernd in Bewegung und zappelig,,I'm always moving and fidgeting.,,cat,sbhvxx,,,sbhv10,,
soep-core,soep-core-2014-s,1,sbhv11,,Ich habe einen oder mehrere gute Freunde oder Freundinnen,,I have one or several close friends,,cat,sbhvxx,,,sbhv11,,
soep-core,soep-core-2014-s,1,sbhv12,,Ich schlage mich häufig mit anderen,,I often get into fights.,,cat,sbhvxx,,,sbhv12,,
soep-core,soep-core-2014-s,1,sbhv13,,"Ich kann andere zwingen zu tun, was ich will ",,I can force other people to do what I want.,,cat,sbhvxx,,,sbhv13,,
soep-core,soep-core-2014-s,1,sbhv14,,Ich bin oft unglücklich oder niedergeschlagen; ich muss häufig weinen,,I'm often unhappy or down. I cry a lot.,I'm often unhappy or down. I cry a lot.,cat,sbhvxx,,,sbhv14,,
soep-core,soep-core-2014-s,1,sbhv15,,Im Allgemeinen bin ich bei Gleichaltrigen beliebt,,I'm generally popular among kids my age.,,cat,sbhvxx,,,sbhv15,,
soep-core,soep-core-2014-s,1,sbhv16,,"Ich lasse mich leicht ablenken; ich finde es schwer, mich zu konzentrieren ",,I'm easily distracted and have a hard time concentrating.,,cat,sbhvxx,,,sbhv16,,
soep-core,soep-core-2014-s,1,sbhv17,,Neue Situationen machen mich nervös; ich verliere leicht das Selbstvertrauen,,In new situations I get nervous and easily lose my self-confidence.,In new situations I get nervous and easily lose my self-confidence.,cat,sbhvxx,,,sbhv17,,
soep-core,soep-core-2014-s,1,sbhv18,,Ich bin nett zu jüngeren Kindern.,,I'm nice to younger children,,cat,sbhvxx,,,sbhv18,,
soep-core,soep-core-2014-s,1,sbhv19,,"Andere behaupten oft, dass ich lüge oder mogle ",,Others often say that I lie or cheat.,,cat,sbhvxx,,,sbhv19,,
soep-core,soep-core-2014-s,1,sbhv20,,Ich werde von anderen gehänselt oder schikaniert,,I'm often teased or picked on by others.,,cat,sbhvxx,,,sbhv20,,
soep-core,soep-core-2014-s,1,sbhv21,,"Ich helfe anderen oft freiwillig (Eltern, Lehrern oder Gleichaltrigen).",,"I often help others of my own accord (parents, teachers, other children)",,cat,sbhvxx,,,sbhv21,,
soep-core,soep-core-2014-s,1,sbhv22,,"Ich denke nach, bevor ich etwas tue ",,I think before acting.,,cat,sbhvxx,,,sbhv22,,
soep-core,soep-core-2014-s,1,sbhv23,,"Ich nehme Dinge, die mir nicht gehören (von zu Hause, in der Schule oder anderswo) ",,"I take things that don't belong to me (at home, in school, or elsewhere).",,cat,sbhvxx,,,sbhv23,,
soep-core,soep-core-2014-s,1,sbhv24,,Ich komme besser mit Erwachsenen aus als mit Gleichaltrigen,,I get along better with adults than with kids my own age.,,cat,sbhvxx,,,sbhv24,,
soep-core,soep-core-2014-s,1,sbhv25,,Ich habe viele Ãngste; ich fürchte mich leicht,,I have a lot of fears and get scared easily.,,cat,sbhvxx,,,sbhv25,,
soep-core,soep-core-2014-s,1,sbhv26,,"Was ich angefangen habe, mache ich zu Ende; ich kann mich lange genug konzentrieren ",,"I finish what I start, I can concentrate for a long time",,cat,sbhvxx,,,sbhv26,,
soep-core,soep-core-2014-s,2,,,In der wievielten Klasse bist Du gerade?,,What grade are you in right now?,,txt,,,,,,
soep-core,soep-core-2014-s,2,skl,,in der...Klasse,,in the ....grade.,,int,,,,skl,,
soep-core,soep-core-2014-s,3,,,Wie viele Schüler sind ingesamt in Deiner Schulklasse?,,How many students are there in total in your grade?,,txt,,,,,,
soep-core,soep-core-2014-s,3,sklanz,,Schüler insgesamt,,Total number of students,,int,,,,sklanz,,
soep-core,soep-core-2014-s,4,,,"Und wie viele von diesen Schülern stammen nicht aus Deutschland oder haben Eltern, die nicht aus Deutschland stammen? ",,And how many of these students are not from Germany or have parents who aren't from Germany?,,cat,sklaus2,,,sklaus2,,
soep-core,soep-core-2014-s,4,sklaus1,,Schüler,,Students,,int,,,,sklaus1,,
soep-core,soep-core-2014-s,5,,,"Hast Du das Gefühl, dass die Lehrer... ",,Do you think that the teachers…,,txt,,,,,,
soep-core,soep-core-2014-s,5,slehr01,,Dich seltener aufrufen als Deine Mitschüler?,,call on you less often than your classmates?,,cat,xx,,,slehr01,,
soep-core,soep-core-2014-s,5,slehr02,,Dich strenger benoten als Deine Mitschüler?,,grade your work more strictly than your classmates' work?,,cat,xx,,,slehr02,,
soep-core,soep-core-2014-s,5,slehr03,,Dich öfter ermahnen als Deine Mitschüler?,,reprimand you more often than your classmates?,,cat,xx,,,slehr03,,
soep-core,soep-core-2014-s,5,slehr04,,"denken, dass Du weniger klug bist als Deine Mitschüler? ",,think that you are not as smart as your classmates?,,cat,xx,,,slehr04,,
soep-core,soep-core-2014-s,6,,,Welche Noten hattest Du in Deinem letzten Zeugnis in den folgenden drei Fächern?,,What was your grade in the following three subjects on your last report card?,,txt,,,,,,
soep-core,soep-core-2014-s,6,3,,Schulnote von 1 - 6,,Grading scale from 1 to 6,,txt,,,,,,
soep-core,soep-core-2014-s,6,snot1,,Deutsch,,German,,int,,,,snot1,,
soep-core,soep-core-2014-s,6,snot2,,Mathematik,,Mathematics,,int,,,,snot2,,
soep-core,soep-core-2014-s,6,snot4,,Erste Fremdsprache,,First foreign language,,int,,,,snot4,,
soep-core,soep-core-2014-s,6,snotno,,"Trifft nicht zu, hatte keine Schulnoten im letzten Zeugnis",,"Does not apply, no grades on report card",,bin,,,,snotno,,
soep-core,soep-core-2014-s,7,,,Welchen Schulabschluss willst Du persönlich einmal erreichen?,,"What type of secondary school do you want to graduate from—that is, what school-leaving certificate do you want to obtain?",,cat,sschabe,,,sschabe,,
soep-core,soep-core-2014-s,8,,,"Wie wichtig ist es Dir, diesen Schulabschluss zu erreichen? ",,How important is it to you that you graduate from this type of secondary school and obtain the respective school-leaving certificate?,,cat,sschabw,,,sschabw,,
soep-core,soep-core-2014-s,9,,,"Und was denkst Du, welchen Schulabschluss wirst Du tatsächlich einmal erreichen? ",,And what type of secondary school do you think you will graduate from and obtain the respective school-leaving certificate?,,cat,sschabt,,,sschabt,,
soep-core,soep-core-2014-s,10,,,Wie sehr interessieren sich Deine Eltern für Deine Leistungen in der Schule?,,How interested are your parents in your performance at school?,,cat,selt1,,,selt1,,
soep-core,soep-core-2014-s,11,,,"Denk mal an Deinen Stundenplan. Kannst Du bitte für jeden Wochentag angeben, um wie viel Uhr die Schule beginnt und wann sie zu Ende ist. Gib bitte auch an, wie oft Du am Samstag Schule hast. ","Gemeint ist nur die Schule, also Unterricht, AGs, frei betreute Zeit, Mittagessen. Die Zeit im Hort, falls Du dort hingehst, hier bitte nicht mit angeben! ","Think about your class schedule. For each weekday, please state what time school starts and ends. Please also state how often you go to school on Saturdays.","This question only concerncs school time (classes, project groups, other time in school under supervision, lunch). Please don’t indicate time in the after-school care club (German: “Hort”) here.",txt,,,,,,
soep-core,soep-core-2014-s,11,4,,Uhrzeit,,Time of day,,txt,,,,,,
soep-core,soep-core-2014-s,11,5,,Montag:,,Monday:,,txt,,,,,,
soep-core,soep-core-2014-s,11,sstpa01,,[Montag – Beginn] Stunde,,[Monday – start] hour,,int,,,,sstpa01,,
soep-core,soep-core-2014-s,11,sstpa02,,[Montag – Beginn] Minute,,[Monday – start] minute,,int,,,,sstpa02,,
soep-core,soep-core-2014-s,11,sstpb01,,[Montag – Ende] Stunde,,[Monday – end] hour,,int,,,,sstpb01,,
soep-core,soep-core-2014-s,11,sstpb02,,[Montag – Ende] Minute,,[Monday – end] minute,,int,,,,sstpb02,,
soep-core,soep-core-2014-s,11,6,,Dienstag:,,Tuesday:,,txt,,,,,,
soep-core,soep-core-2014-s,11,sstpa03,,[Dienstag – Beginn] Stunde,,[Tuesday – start] hour,,int,,,,sstpa03,,
soep-core,soep-core-2014-s,11,sstpa04,,[Dienstag – Beginn] Minute,,[Tuesday – start] minute,,int,,,,sstpa04,,
soep-core,soep-core-2014-s,11,sstpb03,,[Dienstag – Ende] Stunde,,[Tuesday – end] hour,,int,,,,sstpb03,,
soep-core,soep-core-2014-s,11,sstpb04,,[Dienstag – Ende] Minute,,[Tuesday – end] minute,,int,,,,sstpb04,,
soep-core,soep-core-2014-s,11,7,,Mittwoch:,,Wednesday:,,txt,,,,,,
soep-core,soep-core-2014-s,11,sstpa05,,[Mittwoch – Beginn] Stunde,,[Wednesday – start] hour,,int,,,,sstpa05,,
soep-core,soep-core-2014-s,11,sstpa06,,[Mittwoch – Beginn] Minute,,[Wednesday – start] minute,,int,,,,sstpa06,,
soep-core,soep-core-2014-s,11,sstpb05,,[Mittwoch – Ende] Stunde,,[Wednesday – end] hour,,int,,,,sstpb05,,
soep-core,soep-core-2014-s,11,sstpb06,,[Mittwoch – Ende] Minute,,[Wednesday – end] minute,,int,,,,sstpb06,,
soep-core,soep-core-2014-s,11,8,,Donnerstag:,,Thursday:,,txt,,,,,,
soep-core,soep-core-2014-s,11,sstpa07,,[Donnerstag – Beginn] Stunde,,[Thursday – start] hour,,int,,,,sstpa07,,
soep-core,soep-core-2014-s,11,sstpa08,,[Donnerstag – Beginn] Minute,,[Thursday – start] minute,,int,,,,sstpa08,,
soep-core,soep-core-2014-s,11,sstpb07,,[Donnerstag – Ende] Stunde,,[Thursday – end] hour,,int,,,,sstpb07,,
soep-core,soep-core-2014-s,11,sstpb08,,[Donnerstag – Ende] Minute,,[Thursday – end] minute,,int,,,,sstpb08,,
soep-core,soep-core-2014-s,11,9,,Freitag:,,Friday:,,txt,,,,,,
soep-core,soep-core-2014-s,11,sstpa09,,[Freitag – Beginn] Stunde,,[Friday – start] hour,,int,,,,sstpa09,,
soep-core,soep-core-2014-s,11,sstpa10,,[Freitag – Beginn] Minute,,[Friday – start] minute,,int,,,,sstpa10,,
soep-core,soep-core-2014-s,11,sstpb09,,[Freitag – Ende] Stunde,,[Friday – end] hour,,int,,,,sstpb09,,
soep-core,soep-core-2014-s,11,sstpb10,,[Freitag – Ende] Minute,,[Friday – end] minute,,int,,,,sstpb10,,
soep-core,soep-core-2014-s,11,10,,Samstag:,,Saturday:,,txt,,,,,,
soep-core,soep-core-2014-s,11,sstpa11,,[Samstag – Beginn] Stunde,,[Saturday – start] hour,,int,,,,sstpa11,,
soep-core,soep-core-2014-s,11,sstpa12,,[Samstag – Beginn] Minute,,[Saturday – start] minute,,int,,,,sstpa12,,
soep-core,soep-core-2014-s,11,sstpb11,,[Samstag – Ende] Stunde,,[Saturday – end] hour,,int,,,,sstpb11,,
soep-core,soep-core-2014-s,11,sstpb12,,[Samstag – Ende] Minute,,[Saturday – end] minute,,int,,,,sstpb12,,
soep-core,soep-core-2014-s,11,sstpanz,,Unterricht am Samstag?,,Lessons on Saturday?,,cat,sstpanz,,,sstpanz,,
soep-core,soep-core-2014-s,12,,,"Jetzt geht es darum, ob Du Dich nach der Schule an den folgenden Orten aufhältst. 
Wie viele Stunden bist Du unter der Woche dort, also alle Stunden von Montag bis Freitag zusammen? Und wie viele Stunden am Wochenende, also alle Stunden von Samstag und Sonntag zusammen? ","Bitte nur ganze Stunden angeben! Falls nicht zutreffend, bitte ""0"" eintragen! ","Now we'd like to know whether you spend time after school at the following places. How many hours are you there on weekdays, adding up the total number of hours from Monday to Friday? And how many hours on weekends, adding up all the hours on Saturday and Sunday?","Please answer only in full hours! If this does not apply, please answer with „0“!",txt,,,,,,
soep-core,soep-core-2014-s,12,22,,Gesamtstunden Montag bis Freitag,,Total hours Monday to Friday,,txt,,,,,,
soep-core,soep-core-2014-s,12,sstd11,,[Stunden Mo-Fr] Hort,,[Hours Mon-Fri] After-school care club,,int,,,,sstd11,,
soep-core,soep-core-2014-s,12,sstd13,,"[Stunden Mo-Fr] Jugendzentrum, Gemeindetreff",,"[Hours Mon-Fri] Youth center, civic center",,int,,,,sstd13,,
soep-core,soep-core-2014-s,12,sstd14,,"[Stunden Mo-Fr] Sportverein, andere Freizeiteinrichtungen",,"[Hours Mon-Fri] Sports club, other recreational facility",,int,,,,sstd14,,
soep-core,soep-core-2014-s,12,23,,Gesamtstunden Samstag und Sonntag,,Total hours saturdays and sundays,,txt,,,,,,
soep-core,soep-core-2014-s,12,sstd11s,,[Stunden Sa-So] Hort,,[Hours Sat-Sun] After-school care club,,int,,,,sstd11s,,
soep-core,soep-core-2014-s,12,sstd13s,,"[Stunden Sa-So] Jugendzentrum, Gemeindetreff",,"[Hours Sat-Sun] Youth center, civic center",,int,,,,sstd13s,,
soep-core,soep-core-2014-s,12,sstd14s,,"[Stunden Sa-So] Sportverein, andere Freizeiteinrichtungen",,"[Hours Sat-Sun] Sports club, other recreational facility",,int,,,,sstd14s,,
soep-core,soep-core-2014-s,13,,,Wo machst Du normalerweise Deine Hausaufgaben?,Bitte nur eine Antwort ankreuzen!,Where do you do your homework most of the time?,Please choose just one answer!,cat,shaus1,,,shaus1,,
soep-core,soep-core-2014-s,14,,,Wie viel Zeit verwendest Du normalerweise für Deine Hausaufgaben und das Lernen für die Schule?,Bitte nur eine Antwort ankreuzen!,How much time do you usually spend doing homework and studying for school?,Please choose just one answer!,cat,shaus2,,,shaus2,,
soep-core,soep-core-2014-s,15,,,Wie oft helfen Dir die folgenden Personen bei den Hausaufgaben oder dem Lernen für die Schule?,"Wenn es eine Person für Dich nicht gibt, z.B. wenn Du keine Geschwister hast, kannst Du ""trifft nicht zu"" angeben ",How often do the following people help you with your homework and studying for school?,"If you don't have anyone in a particular category (for example, if you don't have any siblings), please select „does not apply“.",txt,,,,,,
soep-core,soep-core-2014-s,15,shaus3,,Deine Mutter,,Your mother,,cat,shausxx,,,shaus3,,
soep-core,soep-core-2014-s,15,shaus4,,Dein Vater,,Your father,,cat,shausxx,,,shaus4,,
soep-core,soep-core-2014-s,15,shaus5,,Einer Deiner Großeltern,,One of your grandparents,,cat,shausxx,,,shaus5,,
soep-core,soep-core-2014-s,15,shaus6,,Deine Geschwister,,Your siblings,,cat,shausxx,,,shaus6,,
soep-core,soep-core-2014-s,15,shaus7,,Deine Freundinnen und Freunde oder Mitschülerinnen und Mitschüler,,Your friends or classmates,,cat,shausxx,,,shaus7,,
soep-core,soep-core-2014-s,15,shaus8,,Eine Nachhilfelehrerin oder ein Nachhilfelehrer,,A private tutor,,cat,shausxx,,,shaus8,,
soep-core,soep-core-2014-s,15,shaus9,,"Eine Hausaufgabenbetreuung (z.B. in der Schule, Jugendzentrum oder Gemeindetreff) ",,"Someone who helps students with their homework (for example, a teacher in study hall or someone who works in a youth center or civic center)",,cat,shausxx,,,shaus9,,
soep-core,soep-core-2014-s,16,,,Wie oft machst Du die folgenden Dinge in Deiner Freizeit?,,How often do you take part in the following recreational activities?,,txt,,,,,,
soep-core,soep-core-2014-s,16,sfz01,,Fernsehen / Video / DVD,,Watching TV/DVDs,,cat,sfzxx,,,sfz01,,
soep-core,soep-core-2014-s,16,sfz02,,Computerspiele,,Playing computer games,,cat,sfzxx,,,sfz02,,
soep-core,soep-core-2014-s,16,sfz21,,Nutzen sozialer Online-Netzwerke,,Using online social networks,,cat,sfzxx,,,sfz21,,
soep-core,soep-core-2014-s,16,sfz14,,Sonstiges Surfen im Internet,,Surfing the Internet,,cat,sfzxx,,,sfz14,,
soep-core,soep-core-2014-s,16,sfz03,,Musik hören,,Listening to music,,cat,sfzxx,,,sfz03,,
soep-core,soep-core-2014-s,16,sfz04,,Musik machen,,Playing music,,cat,sfzxx,,,sfz04,,
soep-core,soep-core-2014-s,16,sfz05,,Sport treiben,,Doing sports,,cat,sfzxx,,,sfz05,,
soep-core,soep-core-2014-s,16,sfz17,,Mit der Familie etwas unternehmen z. B. Ausflüge oder Ãhnliches,,"Doing things with my family such as taking excursions, etc.",,cat,sfzxx,,,sfz17,,
soep-core,soep-core-2014-s,16,sfz06,,"Tanz, Theater oder Ãhnliches ",,"Dance, theater, etc.",,cat,sfzxx,,,sfz06,,
soep-core,soep-core-2014-s,16,sfz07,,Technisches Werken und Arbeiten,,Technical and construction projects,,cat,sfzxx,,,sfz07,,
soep-core,soep-core-2014-s,16,sfz18,,Malen und Basteln,,"Painting, arts and crafts",,cat,sfzxx,,,sfz18,,
soep-core,soep-core-2014-s,16,sfz08,,Lesen,,Reading,,cat,sfzxx,,,sfz08,,
soep-core,soep-core-2014-s,16,sfz10,,Einfach nichts tun / abhängen / träumen,,"Doing nothing, relaxing, dreaming",,cat,sfzxx,,,sfz10,,
soep-core,soep-core-2014-s,16,sfz19,,Mit Freunden zusammen sein,,Spending time with friends,,cat,sfzxx,,,sfz19,,
soep-core,soep-core-2014-s,16,sfz22,,Telefonieren,,Talking on the phone,,cat,sfzxx,,,sfz22,,
soep-core,soep-core-2014-s,16,sfz23,,SMS austauschen (senden und empfangen,,Texting (sending and receiving text messages),,cat,sfzxx,,,sfz23,,
soep-core,soep-core-2014-s,16,sfz16,,"Zur Kirche gehen, religiöse Veranstaltungen besuchen ",,"Going to church, religious events",,cat,sfzxx,,,sfz16,,
soep-core,soep-core-2014-s,16,sfz20,,"In eine Jugendgruppe gehen (z.B. Pfadfinder, kirchliche Gruppen, Umweltgruppen)",,"Youth groups (for example, Pathfinders, church youth groups, environmental groups, etc.)",,cat,sfzxx,,,sfz20,,
soep-core,soep-core-2014-s,16,sfz24,,Um ein Haustier / Tiere kümmern,,Taking care of a pet/animals,,cat,sfzxx,,,sfz24,,
soep-core,soep-core-2014-s,17,,,Wie viele enge Freunde hast Du?,,How many close friends do you have?,,txt,,,,,,
soep-core,soep-core-2014-s,17,sbez06,,Freunde,,Friends,,int,,,,sbez06,,
soep-core,soep-core-2014-s,18,,,"Wir würden gerne etwas über Deine drei besten Freunde oder Freundinnen erfahren, mit denen Du Dich regelmäßig triffst und die ungefähr in Deinem Alter sind. ","Wenn Du Dir bei den Antworten nicht sicher bist, gib an was Du denkst. Wenn Du keine drei Freunde hast, gib es für ein oder zwei an. ",We'd like to know a little about your three best friends who you see on a regular basis and who are around the same age as you are. What type of secondary school do they want to graduate from and obtain the respective school-leaving certificate?,"If you're not sure about your answers, please state what you think. If you don't have three friends, answer for one or two.",txt,,,,,,
soep-core,soep-core-2014-s,18,24,,Welchen Schulabschluss wollen Deine drei besten Freunde oder Freundinnen erreichen?,,What type of secondary school do they want to graduate from and obtain the respective school-leaving certificate?,,txt,,,,,,
soep-core,soep-core-2014-s,18,sfrs1,,1. Freund oder Freundin,,1st friend,,cat,sfrsxx,,,sfrs1,,
soep-core,soep-core-2014-s,18,sfrs2,,2. Freund oder Freundin,,2nd friend,,cat,sfrsxx,,,sfrs2,,
soep-core,soep-core-2014-s,18,sfrs3,,3. Freund oder Freundin,,3rd friend,,cat,sfrsxx,,,,,
soep-core,soep-core-2014-s,18,46,,Und woher kennst du deine drei besten Freunde oder Freundinnen?,,Where do you know your three best friends from?,,txt,,,,sfrs3,,
soep-core,soep-core-2014-s,18,sfrk1,,1. Freund oder Freundin,,1st friend,,cat,sfrkxx,,,sfrk1,,
soep-core,soep-core-2014-s,18,sfrk2,,2. Freund oder Freundin,,2nd friend,,cat,sfrkxx,,,sfrk2,,
soep-core,soep-core-2014-s,18,sfrk3,,3. Freund oder Freundin,,3rd friend,,cat,sfrkxx,,,sfrk3,,
soep-core,soep-core-2014-s,19,,,"Wie oft mischen sich Deine Eltern dabei ein, mit wem Du Deine Zeit verbringst beziehungsweise wer Deine Freunde sind? ",,How often do your parents try to have a say in who you spend your time with or who your friends are?,,cat,sfrelt,,,sfrelt,,
soep-core,soep-core-2014-s,20,,,Hast Du ältere Geschwister?,,Do you have older siblings?,,cat,xx,,2@22,sbs,,
soep-core,soep-core-2014-s,21,,,Jetzt haben wir eine Frage zu drei Deiner älteren Geschwister.,"Wenn Du mehr als drei ältere Geschwister hast, dann gib die Antworten bitte der Reihe nach für die drei ältesten - also den ältesten Bruder oder die älteste Schwester zuerst. Wenn Du weniger als drei ältere Geschwister hast, gib es für ein oder zwei an. Wenn Du Dir bei den Antworten nicht sicher bist, gib an was du denkst.",Now we have a question about three of your older siblings,"If you have more than three older siblings, then answer in order of age – oldest brother or sister first. If you have fewer than three older siblings, answer for one or two. If you're not sure about your answers, please state what you think.",txt,,20;sbs=1,,,,
soep-core,soep-core-2014-s,21,25,,Bitte gib auch den Vornamen des Bruders oder der Schwester an,,Please also state the first name,,txt,,,,,,
soep-core,soep-core-2014-s,21,sbsnam1,,1. Bruder oder Schwester,,1st brother or sister,,chr,,,,sbsnam1,,
soep-core,soep-core-2014-s,21,sbsnam2,,2. Bruder oder Schwster,,2nd brother or sister,,chr,,,,sbsnam2,,
soep-core,soep-core-2014-s,21,sbsnam3,,3. Bruder oder Schwester,,3rd brother or sister,,chr,,,,sbsnam3,,
soep-core,soep-core-2014-s,21,sbss1,,"[1.Bruder oder Schwester] Was denkst Du, welchen Schulabschluss wollen Deine Geschwister erreichen? ",,What type of secondary school do you think your siblings want to graduate from and obtain the respective school-leaving certificate?,,cat,sfrsxx,,,sbss1,,
soep-core,soep-core-2014-s,21,sbss2,,"[2.Bruder oder Schwester] Was denkst Du, welchen Schulabschluss wollen Deine Geschwister erreichen? ",,What type of secondary school do you think your siblings want to graduate from and obtain the respective school-leaving certificate?,,cat,sfrsxx,,,sbss2,,
soep-core,soep-core-2014-s,21,sbss3,,"[3.Bruder oder Schwester] Was denkst Du, welchen Schulabschluss wollen Deine Geschwister erreichen? ",,What type of secondary school do you think your siblings want to graduate from and obtain the respective school-leaving certificate?,,cat,sfrsxx,,,sbss3,,
soep-core,soep-core-2014-s,22,,,"Wo und mit wem nimmst Du die folgenden Mahlzeiten gewöhnlich ein? Auch wenn es nicht immer gleich ist, kreuze bitte an, wie das an Wochentagen und am Wochenende meistens ist. ","Wenn gleich von Familie die Rede ist, meinen wir alle, die mit Dir hier im Haushalt leben. ","Where and with whom do you eat your meals? Please answer for normal weekdays and weekends, even if it's not always the same. ","When talking about family, we're referring to everyone who lives here in this household with you.",txt,,,,,,
soep-core,soep-core-2014-s,22,26,,Unter der Woche:,,during the week,,txt,,,,,,
soep-core,soep-core-2014-s,22,sessfw,,[Wochentags] Frühstück,,[On weekdays] breakfast,,cat,sessxx,,,sessfw,,
soep-core,soep-core-2014-s,22,sessmw,,[Wochentags] Mittagessen,,[On weekdays] lunch,,cat,sessxx,,,sessmw,,
soep-core,soep-core-2014-s,22,sessaw,,[Wochentags] Abendessen,,[On weekdays] dinner,,cat,sessxx,,,sessaw,,
soep-core,soep-core-2014-s,22,27,,Am Wochenende:,,on weekends,,txt,,,,,,
soep-core,soep-core-2014-s,22,sessfwe,,[Wochenende] Frühstück,,[weekend] breakfast,,cat,sessxx,,,sessfwe,,
soep-core,soep-core-2014-s,22,sessmwe,,[Wochenende] Mittagessen,,[weekend] lunch,,cat,sessxx,,,sessmwe,,
