study,questionnaire,answer_list,value,label_de,label
soep-core,soep-core-2014-s,sfrkxx,2,Grundschule ,Elementary school
soep-core,soep-core-2014-s,sfrkxx,3,Jetzige Klasse ,Current grade
soep-core,soep-core-2014-s,sfrkxx,4,Jetzige Schule aber nicht aus der Klasse ,Current school but different grade
soep-core,soep-core-2014-s,sfrkxx,5,Nachbarschaft ,Neighborhood
soep-core,soep-core-2014-s,sfrkxx,6,Familie / Verwandtschaft ,Family / relatives
soep-core,soep-core-2014-s,sfrkxx,7,Verein ,Club
soep-core,soep-core-2014-s,sfrkxx,8,Kirchengemeinde ,Church 
soep-core,soep-core-2014-s,sfrkxx,9,Sonstiges ,Other
soep-core,soep-core-2014-s,sfrelt,1,Sehr oft ,Very often
soep-core,soep-core-2014-s,sfrelt,2,Oft.,Often
soep-core,soep-core-2014-s,sfrelt,3,Manchmal ,Sometimes
soep-core,soep-core-2014-s,sfrelt,4,Selten ,Seldom 
soep-core,soep-core-2014-s,sfrelt,5,Nie ,Never
soep-core,soep-core-2014-s,sessxx,1,Zuhause gemeinsam mit der gesamten Familie,At home with the whole family
soep-core,soep-core-2014-s,sessxx,2,Zuhause mit Teilen der Familie,At home with part of the family
soep-core,soep-core-2014-s,sessxx,3,Zuhause allein,At home alone
soep-core,soep-core-2014-s,sessxx,4,"Nicht Zuhause (z.B.Schule, Hort, Freunde7Bekannte Großeltern)","Not at home (at school, in an after-school program, with friends, grandparents, etc.)"
soep-core,soep-core-2014-s,sessxx,5,Fällt in der Regel aus,Usually cancelled
soep-core,soep-core-2014-s,svsorxx,1,sehr oft,Very often
soep-core,soep-core-2014-s,svsorxx,2,oft,Often
soep-core,soep-core-2014-s,svsorxx,3,manchmal,Sometimes
soep-core,soep-core-2014-s,svsorxx,4,selten,Seldom
soep-core,soep-core-2014-s,svsorxx,5,nie,Never
soep-core,soep-core-2014-s,svsorxx,6,trifft nicht zu,Does not apply
soep-core,soep-core-2014-s,segoxx,1,Trifft gar nicht zu,Not true of me at all
soep-core,soep-core-2014-s,segoxx,2,2,2
soep-core,soep-core-2014-s,segoxx,3,3,3
soep-core,soep-core-2014-s,segoxx,4,4,4
soep-core,soep-core-2014-s,segoxx,5,5,5
soep-core,soep-core-2014-s,segoxx,6,6,6
soep-core,soep-core-2014-s,segoxx,7,Trifft voll zu,Completely true of me
soep-core,soep-core-2014-s,srisk,0,Gar nicht risikobereit,Not at all willing to take risks
soep-core,soep-core-2014-s,srisk,1,1,1
soep-core,soep-core-2014-s,srisk,2,2,2
soep-core,soep-core-2014-s,srisk,3,3,3
soep-core,soep-core-2014-s,srisk,4,4,4
soep-core,soep-core-2014-s,srisk,5,5,5
soep-core,soep-core-2014-s,srisk,6,6,6
soep-core,soep-core-2014-s,srisk,7,7,7
soep-core,soep-core-2014-s,srisk,8,8,8
soep-core,soep-core-2014-s,srisk,9,9,9
soep-core,soep-core-2014-s,srisk,10,Sehr risikobereit,Very willing to take risks
soep-core,soep-core-2014-s,szhgxa,1,Für mich allein,Just used by me
soep-core,soep-core-2014-s,szhgxa,2,Gemeinsam mit anderen,Shared with others
soep-core,soep-core-2014-s,sdtsch1,1,Nur in Deutsch,German only
soep-core,soep-core-2014-s,sdtsch1,2,Auch in einer andern Sprache,Another language as well
soep-core,soep-core-2014-s,sdtsch1,3,Nur in der anderen Sprache,Only another language
soep-core,soep-core-2014-s,szule1,0,ganz und gar unzufrieden,Completely dissatisfied
soep-core,soep-core-2014-s,szule1,1,1,1
soep-core,soep-core-2014-s,szule1,2,2,2
soep-core,soep-core-2014-s,szule1,3,3,3
soep-core,soep-core-2014-s,szule1,4,4,4
soep-core,soep-core-2014-s,szule1,5,5,5
soep-core,soep-core-2014-s,szule1,6,6,6
soep-core,soep-core-2014-s,szule1,7,7,7
soep-core,soep-core-2014-s,szule1,8,8,8
soep-core,soep-core-2014-s,szule1,9,9,9
soep-core,soep-core-2014-s,szule1,10,ganz und gar zufrieden,Completely satisfied
soep-core,soep-core-2014-s,form,1,Mündliches Interview ,Oral interview
soep-core,soep-core-2014-s,form,2,"Befragter hat den Fragebogen selbst ausgefüllt, und zwar: in Anwesenheit des Interviewers",Respondent completed the questionnaire him/herself in the presence of the interviewer
soep-core,soep-core-2014-s,form,3,"Befragter hat den Fragebogen selbst ausgefüllt, und zwar: in Abwesenheit des Interviewers",Respondent completed the questionnaire him/herself in the absence of the interviewer
soep-core,soep-core-2014-s,form,4,"Teils mündlich, teils selbst ausgefüllt","Partly as an oral interview, partly him/herself"
soep-core,soep-core-2014-s,anw,1,"Ja, Vater / Mutter ","Yes, father/mother"
soep-core,soep-core-2014-s,anw,2,"Ja, andere Person (außer dem Interviewer) ","Yes, another person (besides the interviewer)"
soep-core,soep-core-2014-s,anw,3,Nein,No
soep-core,soep-core-2014-s,sschabw,1,Sehr wichtig,very important
soep-core,soep-core-2014-s,sschabw,2,Eher wichtig,important
soep-core,soep-core-2014-s,sschabw,3,Eher nicht wichtig,unimportant
soep-core,soep-core-2014-s,sschabw,4,Gar nicht wichtig,very unimportant
soep-core,soep-core-2014-s,sschabt,1,Hauptschulabschluss,Lower secondary school-leaving certificate (Hauptschulabschluss)
soep-core,soep-core-2014-s,sschabt,2,Realschulabschluss / mittlerer Schulabschluss ,"Intermediate secondary school-leaving certificate (Mittlere Reife, Realschulabschluss)"
soep-core,soep-core-2014-s,sschabt,3,Abitur,Upper secondary school-leaving certificate (Abitur)
soep-core,soep-core-2014-s,sschabt,4,Werde die Schule ohne Abschluss verlassen,Will leave school without graduating
