study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,filter,goto,concept,description,number
soep-core,soep-core-2014-ll,6,,,"Für den Zuzug nach Deutschland gibt es unterschiedliche rechtliche Grundlagen.
Wie war das bei Ihnen, welchen Status haben Sie damals bei Ihrer Einreise nach Deutschland gehabt?",,There are different judicial principles for moving in to Germany. Which of the following immigrant categories did you belong to when you moved to Germany?,,cat,lzug02,,,lzug02,"Routing:
*IF [Q5000,1] **GOTO BLOCK 700 
*IF [Q5000,2] *GOTO 8000 
*IF [Q5000,3] *GOTO 8000
",6
soep-core,soep-core-2014-ll,6a,,,"Hatten Sie schon vor Ihrem Zuzug nach Deutschland eine Jobzusage, also ein Arbeitsvertrag oder einen Auftrag für eine selbständige Tätigkeit in Deutschland?",,"Have you had a job commitment, so a contract of employment or a contract for self-employment in Germany before your immigration to Germany?",,cat,lzugarb,,,lzugarb,,6a
soep-core,soep-core-2014-ll,7,,,Welchen Aufenthaltsstatus haben Sie derzeit?,,What is your current residence status?,,cat,lstat,,,lstat,"Filter:
ASK ONLY IF Q500 : LZUG02=4,5
",7
soep-core,soep-core-2014-ll,8,,,Was beschreibt Ihre Wohnsituation unmittelbar nach dem Zuzug nach Deutschland am besten?,,What describes your immediate housing situation after the influx to Germany the best?,,cat,lzugw,,,lzugw,,8
soep-core,soep-core-2014-ll,9,,,Welcher der folgenden Gründe war bei Ihnen der Hauptgrund nach Deutschland zu ziehen?,,Which of the following reasons was the main reason for you to come to Germany?,,cat,lzuggr,,,lzuggr,,9
soep-core,soep-core-2014-ll,9,lzuggrso,,[Sonstige Gründe] und zwar:,,[Other reasons]:,,chr,,,,lzuggrso,,9
soep-core,soep-core-2014-ll,10,,,"Hatten Sie bei Ihrem Zuzug nach Deutschland Unterstützung von Verwandten oder Bekannten, die bereits in Deutschland lebten? ",Mehrfachnennungen möglich!,"At your arrival, did you have any support of relatives or acquaintances who already lived in Germany?",Multiple answers possible!,txt,,,,,,10
soep-core,soep-core-2014-ll,10,lzugunt1,,"Ja, von Verwandten ",,"Yes, by relatives",,bin,,,,lzugunt1,,10
soep-core,soep-core-2014-ll,10,lzugunt2,,"Ja, von Bekannten ",,"Yes, by acquaintances",,bin,,,,lzugunt2,,10
soep-core,soep-core-2014-ll,10,lzugunt3,,Nein,,No,,bin,,,,lzugunt3,,10
soep-core,soep-core-2014-ll,11,,,Bei der nächsten Frage geht es um Ihre Kenntnisse in der deutschen Sprache.,,The next question is about your knowledge of the German language.,,txt,,,,,,11
soep-core,soep-core-2014-ll,11,lspzug1,,[Sprechen] Wie gut konnten Sie vor Ihrem Zuzug nach Deutschland die deutsche Sprache ...,,[Speak] How well could you speak German before you moved to Germany?,,cat,lspzug x,,,lspzug1,,11
soep-core,soep-core-2014-ll,11,lspzug2,,[Schreiben] Wie gut konnten Sie vor Ihrem Zuzug nach Deutschland die deutsche Sprache ...,,How well could you write German before you moved to Germany?,,cat,lspzug x,,,lspzug2,,11
soep-core,soep-core-2014-ll,11,lspzug3,,[Lesen] Wie gut konnten Sie vor Ihrem Zuzug nach Deutschland die deutsche Sprache ...,,How well could you read German before you moved to Germany?,,cat,lspzug x,,,lspzug3,,11
soep-core,soep-core-2014-ll,11,lmusp2,,[Sprechen] Wie gut können Sie jetzt die deutsche Sprache ...,,[Speak] How well is your German now??,,cat,lspzug x,,,lmusp2,,11
soep-core,soep-core-2014-ll,11,lmusp3,,[Schreiben] Wie gut können Sie jetzt die deutsche Sprache ...,,[write] How well is your german now??,,cat,lspzug x,,,lmusp3,,11
soep-core,soep-core-2014-ll,11,lmusp6,,[Lesen] Wie gut können Sie jetzt die deutsche Sprache ...,,[read] How well is your German now??,,cat,lspzug x,,,lmusp6,,11
soep-core,soep-core-2014-ll,12,,,Haben Sie Deutsch-Sprachkurse besucht?,Mehrfachnennungen möglich!,Did you attend German language courses?,Multiple answers possible!,txt,,,,,,12
soep-core,soep-core-2014-ll,12,lspkurs1,,"Ja, im Herkunftsland ",,"Yes, in the country of origin",,bin,,,,lspkurs1,,12
soep-core,soep-core-2014-ll,12,lspkurs2,,"Ja, in Deutschland ",,"Yes, in Germany",,bin,,,,lspkurs2,,12
soep-core,soep-core-2014-ll,12,lspkurs3,,Nein,,No,,bin,,,,lspkurs3,,12
soep-core,soep-core-2014-ll,13,,,"Wenn Sie einmal vergleichen:
In welcher beruflichen Stellung waren Sie bei Ihrer letzten Stelle vor Ihrem Umzug nach Deutschland tätig? Und in welcher beruflichen Stellung waren Sie bei Ihrer ersten Stelle in Deutschland tätig? ",,If you compare once: in which professional position were you working at your last job before your moved to Germany? And which professional position at your first job in Germany?,,txt,,,,,,13
soep-core,soep-core-2014-ll,13,l1erw1,,Letzte Stelle vor dem Umzug nach Deutschland,,Last post before moving to Germany,,cat,l1erw x,,,l1erw1,,13
soep-core,soep-core-2014-ll,13,l1erw2,,Erste Stelle in Deutschland,,First place in Germany,,cat,l1erw x,,,l1erw2,,13
soep-core,soep-core-2014-ll,14,,,Haben Sie heute die deutsche Staatsangehörigkeit?,,Do you have the german citizenship today?,,cat,lsta3,,2 @ 19,lsta3,,14
soep-core,soep-core-2014-ll,15,,,Haben Sie neben der deutschen eine zweite Staatsangehörigkeit?,,Do you have a second citizenship in addition to your German?,,cat,lsta4,14;lsta3=1,,lsta4,,15
soep-core,soep-core-2014-ll,15,lsta4x,,[Ja] und zwar:,Bitte eintragen,Yes:,Please enter,chr,,15;lsta4=1,,lsta4x,,15
soep-core,soep-core-2014-ll,16,,,Haben Sie die deutsche Staatsangehörigkeit seit Geburt oder erst später erworben?,,Have you had German citizenship since birth or did you acquire it at a later date?,,cat,lsta5,,1 @ 20,lsta5,,16
soep-core,soep-core-2014-ll,17,,,Welche Staatsangehörigkeit hatten Sie vorher?,Bitte eintragen,What citizenship did you have before?,Please enter,chr,,16;lsta5=2,,lsta5x,,17
soep-core,soep-core-2014-ll,18,,,"Und in welchem Jahr haben Sie die deutsche Staatsangehörigkeit erworben?

Im Jahr",,And in what year did you acquire German citizenship?,,int,,,>0 @ 20,lsta6,,18
soep-core,soep-core-2014-ll,19,,,Welche Staatsangehörigkeit haben Sie?,,What is your citizenship?,,chr,,,,lnat,,19
soep-core,soep-core-2014-ll,20,,,"Wo haben Sie vor der deutschen Wiedervereinigung, also vor 1989, gewohnt?",,"Where did you live before German reunification, i.e. before 1989?",,cat,lwied,,,lwied,,20
soep-core,soep-core-2014-ll,21,,,"Nun noch etwas ganz anderes:
Seit welchem Jahr leben Sie persönlich schon in dieser Wohnung?",,"To change the subject, how long have you lived in your current home?",,txt,,,,,,21
soep-core,soep-core-2014-ll,21,lwohnj,,Seit ...,(Jahr eintragen),Since...,(Enter year),int,,,,lwohnj,"Researcher Notes:
Maximum: 2011
",21
soep-core,soep-core-2014-ll,22,,,"Haben Sie außer dieser Wohnung, also die Wohnung in der der Befragungshaushalt lebt, noch eine andere Wohnung, in der Sie selbst auch wohnen oder Ihren Urlaub verbringen?",Mehrfachnennungen möglich!,"Except this apartment, so the apartment in which the survey budget lives, do you have another apartment, where you even live or spend your vacation in?",Multiple answers possible!,txt,,,,,,22
soep-core,soep-core-2014-ll,22,l2wohna,,"Ja, in Deutschland ",,In Germany,,bin,,,,l2wohna,,22
soep-core,soep-core-2014-ll,22,l2wohnb,,"Ja, im Ausland",,"Yes, abroad ",,bin,,,,l2wohnb,"Filter:
ASK ONLY IF Q6901 : L2WOHN1=1
",22
soep-core,soep-core-2014-ll,22,l2wohnc,,Nein,,No,,bin,,,,l2wohnc,,22
soep-core,soep-core-2014-ll,22,l2wohn3,,Welche Wohnung benutzen Sie überwiegend?,,Where do you reside most of the time?,,cat,l2wohn3,(22:l2ohna=1) | (22:l2wohnb=1),,l2wohn3,"Filter:
ASK ONLY IF Q6901 : L2WOHN1=1
",22
soep-core,soep-core-2014-ll,23,,,"Wo haben Sie den größten Teil Ihrer Kindheit bis zum 15. Lebensjahr verbracht?
War das ...",,Where did you spend the majority of your childhood up to the age of 15? Was it ...,,cat,lkh01,,,lkh01,,23
soep-core,soep-core-2014-ll,24,,,Leben Sie heute noch in dieser Stadt oder dieser Gegend?,,Do you still live in the same city or area today?,,cat,lkh02,,,lkh02,,24
soep-core,soep-core-2014-ll,25,,,Wie viele von Ihren ersten 15 Lebensjahren haben Sie bei der folgenden Personen gelebt?,Bitte auf ganze Jahre runden! (Hinweis: Adoptiveltern gelten wie leibliche Eltern),How many years of your childhood (up to the age of 15) did you live with the following persons?,Please round off to the nearest full year! (Note: adoptive parents count as biological parents),txt,,,,,"Researcher Notes:
Antworten: numerische Werte
**Weitere Angabe in CAPI: Summe der Jahre (bitte prüfen!) > jedoch keine Variable
**1 = LKH03
**2 = LKH04
**3 = LKH05
**4 = LKH06
**5 = LKH07
**6 = LKH08
**7 = LKH09
**8 = LKH10
",25
soep-core,soep-core-2014-ll,25,lkh03,,Bei Ihren beiden (leiblichen) Eltern … Jahre,"(Hinweis:
Adoptiveltern gelten wie leibliche Eltern)",With both of your (biological) parents … years,(Note: adoptive parents apply as biological parents),int,,,,lkh03,,25
soep-core,soep-core-2014-ll,25,lkh04,,Bei Ihrer Mutter allein (ohne Partner) … Jahre,,With your mother without a (new) companion … years,,int,,,,lkh04,,25
soep-core,soep-core-2014-ll,25,lkh05,,Bei Ihrer Mutter mit (neuem) Partner … Jahre,,With your mother and her (new) companion … years,,int,,,,lkh05,,25
soep-core,soep-core-2014-ll,25,lkh06,,Bei Ihrem Vater allein (ohne Partnerin) … Jahre,,With your father without a (new) companion … years,,int,,,,lkh06,,25
soep-core,soep-core-2014-ll,25,lkh07,,Bei Ihrem Vater mit (neuer) Partnerin … Jahre,,With your father and her (new) companion … years,,int,,,,lkh07,,25
soep-core,soep-core-2014-ll,25,lkh08,,Bei anderen Verwandten … Jahre,,With other relatives … years,,int,,,,lkh08,,25
soep-core,soep-core-2014-ll,25,lkh09,,Bei Pflegeeltern … Jahre,,With foster parents … years,,int,,,,lkh09,,25
soep-core,soep-core-2014-ll,25,lkh10,,Im Heim … Jahre,,In an orphanage … years,,int,,,,lkh10,,25
soep-core,soep-core-2014-ll,25,9,,Summe der Jahre (bitte prüfen!),,Sum total of all years (please check!),,txt,,,,,,25
soep-core,soep-core-2014-ll,26,,,Leben Ihr Vater und Ihre Mutter hier im Haushalt?,"[Nur der Vater / Nur die Mutter] Die folgenden Fragen 22 – 29 bitte nur für den Elternteil beantworten, der nicht hier im Haushalt lebt!;
[Nein, beide nicht] Die folgenden Fragen 22 – 29 bitte getrennt für Vater und Mutter beantworten!",Does your mother and father live in this household?,"[The father / mother only] Answer the following questions 22 - 29 only for the parent not living in the household. [No, both not] Please answer the following questions separately 22 - 29 for father and mother!",cat,lvm,,1 @ 36,lvm,"Researcher Notes:
Instruktion:
**if Q2100: LVM = 2,3 : Die folgenden Fragen 22-29 bitte nur für den Elternteil beantworten, der nicht im Haushalt lebt!
**if Q2100: LVM = 4: Die folgenden Fragen 22-29 bitte getrennt für Vater und Mutter beantworten!

Routing:
*IF [Q21000,1] *GOTO 30000 
*IF [Q21000,2] **GOTO BLOCK 2200 
*IF [Q21000,3] **GOTO BLOCK 2200 
*IF [Q21000,4] **GOTO BLOCK 2200
",26
soep-core,soep-core-2014-ll,27,,,"Lebt Ihr Vater / Ihre Mutter noch? Wenn ja, wo? Wenn verstorben, wann?",,"Does your father / mother still live? If so, where does he / she live? If not, when did he / she die?",,txt,,,,,,27
soep-core,soep-core-2014-ll,27,lv01,,Vater sofern nicht im Haushalt lebend,,"Father, if not living in the household",,cat,lv01,26;lvm=3 | 4,,lv01,Vater (lebendig),27
soep-core,soep-core-2014-ll,27,lv02,,"[Vater] Ist verstorben, und zwar im Jahr:",,[father] Is deceased: died in the year,,int,,26;lvm=3 | 4,,lv02,Vater Jahr Verstorben,27
soep-core,soep-core-2014-ll,27,lm01,,Mutter sofern nicht im Haushalt lebend,,"Mother, if not living in the household",,cat,lm01,26;lvm=2 | 4,,lm01,Mutter (lebendig),27
soep-core,soep-core-2014-ll,27,lm02,,"[Mutter] Ist verstorben, und zwar im Jahr:",,[mother] Is deceased: died in the year,,int,,26;lvm=2 | 4,,lm02,Mutter Jahr Verstorben,27
soep-core,soep-core-2014-ll,28,,,In welchem Jahr wurde Ihr Vater / Ihre Mutter geboren?,,When was your father / mother born (year)?,,txt,,,,,,28
soep-core,soep-core-2014-ll,28,lv03,,Vater sofern nicht im Haushalt lebend,,"Father, if not living in the household",,int,,26;lvm=3 | 4,,lv03,Geburtsjahr Vater,28
soep-core,soep-core-2014-ll,28,lm03,,Mutter sofern nicht im Haushalt lebend,,"Mother, if not living in the household",,int,,26;lvm=2 | 4,,lm03,Geburtsjahr Mutter,28
soep-core,soep-core-2014-ll,29,,,Ist Ihr Vater / Ihre Mutter in Deutschland geboren?,,Was your father / mother born in Germany?,,txt,,,,,,29
soep-core,soep-core-2014-ll,29,2,,Vater sofern nicht im Haushalt lebend,,"Father, if not living in the household",,txt,,26;lvm=3 | 4,,,Geburtsland Vater Deutschland,29
soep-core,soep-core-2014-ll,29,lv03a,,[Vater] Ja,,Yes,,bin,,26;lvm=3 | 4,,lv03a,,29
soep-core,soep-core-2014-ll,29,lv03b,,[Vater] Nein: Bitte Geburtsland angeben,,[father] please state country of birth,,chr,,26;lvm=3 | 4,,lv03b,Geburtsland Vater,29
soep-core,soep-core-2014-ll,29,5,,Mutter sofern nicht im Haushalt lebend,,"Mother, if not living in the household",,txt,,26;lvm=2 | 4,,,Geburtsland Mutter Deutschland,29
soep-core,soep-core-2014-ll,29,lm03a,,[Mutter] Ja,,Yes,,bin,,26;lvm=2 | 4,,lm03a,,29
soep-core,soep-core-2014-ll,29,lm03b,,[Mutter] Nein: Bitte Geburtsland angeben,,[mother] please state country of birth,,chr,,26;lvm=2 | 4,,lm03b,Geburtsland Mutter,29
soep-core,soep-core-2014-ll,30,,,Hat (bzw. hatte) Ihr Vater / Ihre Mutter die deutsche Staatsbürgerschaft?,,Does or did your father / mother have German citizenship?,,txt,,,,,,30
soep-core,soep-core-2014-ll,30,lv04,,Vater sofern nicht im Haushalt lebend,,"Father, if not living in the household",,cat,lv04,26;lvm=3 | 4,,lv04,Staatsbürgerschaft Vater,30
soep-core,soep-core-2014-ll,30,lm04,,Mutter sofern nicht im Haushalt lebend,,"Mother, if not living in the household",,cat,lm04,26;lvm=2 | 4,,lm04,Staatsbürgerschaft Mutter,30
soep-core,soep-core-2014-ll,31,,,Welchen Schulabschluss hat Ihr Vater / Ihre Mutter erworben?,,What type of school-leaving certificate did your father / mother attain?,,txt,,,,,,31
soep-core,soep-core-2014-ll,31,lv05,,Vater sofern nicht im Haushalt lebend,,"Father, if not living in the household",,cat,lv05,26;lvm=3 | 4,,lv05,Schulabschluss Vater,31
soep-core,soep-core-2014-ll,31,lm05,,Mutter sofern nicht im Haushalt lebend,,"Mother, if not living in the household",,cat,lm05,26;lvm=2 | 4,,lm05,Schulabschluss Mutter,31
soep-core,soep-core-2014-ll,32,,,Hat Ihr Vater / Ihre Mutter eine berufliche Ausbildung oder ein Studium abgeschlossen?,,Did your father / mother complete vocational training or a university degree?,,txt,,,,,,32
soep-core,soep-core-2014-ll,32,lv06,,Vater sofern nicht im Haushalt lebend,,"Father, if not living in the household",,cat,lv06,26;lvm=3 | 4,,lv06,Ausbildungsabschluss Vater,32
soep-core,soep-core-2014-ll,32,lm06,,Mutter sofern nicht im Haushalt lebend,,"Mother, if not living in the household",,cat,lm06,26;lvm=2 | 4,,lm06,Ausbildungsabschluss Mutter,32
soep-core,soep-core-2014-ll,33,,,"Falls zutreffend:
Welche berufliche Tätigkeit übte Ihr Vater / Ihre Mutter aus, als Sie selbst 15 Jahre alt waren?",Bitte genaue Berufsbezeichnung angeben.,If applicable: What was your father’s / mother’s occupation when you were 15 years old?,Please specify exact job title.,txt,,,,,,33
soep-core,soep-core-2014-ll,33,lv07,,Vater,,Father,,chr,,26;lvm=3 | 4,,lv07,Berufstätigkeit Vater,33
soep-core,soep-core-2014-ll,33,lm07,,Mutter,,Mother,,chr,,26;lvm=2 | 4,,lm07,Berufstätigkeit Mutter,33
soep-core,soep-core-2014-ll,34,,,"In welcher beruflichen Stellung war Ihr Vater / Ihre Mutter damals tätig, als Sie 15 Jahre alt waren?",,Which of the following categories describes your father’s / mother’s occupational status when you were 15 years old?,,txt,,,,,,34
soep-core,soep-core-2014-ll,34,1,,Vater sofern nicht im Haushalt lebend,,"Father, if not living in the household",,txt,,26;lvm=3 | 4,,,,34
soep-core,soep-core-2014-ll,34,lv08,,[Vater] Arbeiter (auch in der Landwirtschaft),,[Father] Blue-collar worker (Arbeiter) (also in agriculture),,cat,lv08,26;lvm=3 | 4,,lv08,Berufliche Stellung Vater: Arbeiter,34
soep-core,soep-core-2014-ll,34,lv09,,[Vater] Angestellte,,[Father] White-collar worker (Angestellte),,cat,lv09,26;lvm=3 | 4,,lv09,Berufliche Stellung Vater: Angestellte,34
soep-core,soep-core-2014-ll,34,lv10,,[Vater] Beamte / Staatsverwaltung (einschl. Richter und Berufssoldaten),,[Father] Civil servant or public administration employee (including judges and professional soldiers),,cat,lv10,26;lvm=3 | 4,,lv10,Berufliche Stellung Vater: Beamte / Staatsverwaltung,34
soep-core,soep-core-2014-ll,34,lv11,,[Vater] Selbstständige (einschl. mithelfender Familienangehöriger),,[Father] Self-employed (including family members working for the self-employed),,cat,lv11,26;lvm=3 | 4,,lv11,Berufliche Stellung Vater: Selbständige,34
soep-core,soep-core-2014-ll,34,lv12,,Ihr Vater ...,,Your Father …,,cat,lv12,26;lvm=3 | 4,,lv12,berufl. Stellung Vater: Nicht Erwerbstätig / Verstorben,34
soep-core,soep-core-2014-ll,34,7,,Mutter sofern nicht im Haushalt lebend,,"Mother, if not living in the household",,txt,,26;lvm=2 | 4,,,,34
soep-core,soep-core-2014-ll,34,lm08,,[Mutter] Arbeiter (auch in der Landwirtschaft),,[Mother] Blue-collar worker (Arbeiter) (also in agriculture),,cat,lm08,26;lvm=2 | 4,,lm08,Berufliche Stellung Mutter: Arbeiter,34
soep-core,soep-core-2014-ll,34,lm09,,[Mutter] Angestellte,,[Mother] White-collar worker (Angestellte),,cat,lm09,26;lvm=2 | 4,,lm09,Berufliche Stellung Mutter: Angestellte,34
soep-core,soep-core-2014-ll,34,lm10,,[Mutter] Beamte / Staatsverwaltung (einschl. Richter und Berufssoldaten),,[Mother] Civil servant or public administration employee (including judges and professional soldiers),,cat,lm10,26;lvm=2 | 4,,lm10,Berufliche Stellung Mutter: Beamte / Staatsverwaltung,34
soep-core,soep-core-2014-ll,34,lm11,,[Mutter] Selbstständige (einschl. mithelfender Familienangehöriger),,[Mother] Self-employed (including family members working for the self-employed),,cat,lm11,26;lvm=2 | 4,,lm11,Berufliche Stellung Mutter: Selbständige,34
soep-core,soep-core-2014-ll,34,lm12,,Ihre Mutter ...,,Your Mother …,,cat,lm12,26;lvm=2 | 4,,lm12,berufl. Stellung Mutter: Nicht Erwerbstätig / Verstorben,34
soep-core,soep-core-2014-ll,35,,,Gehören bzw. gehörten Ihr Vater / Ihre Mutter einer Kirche oder Religionsgemeinschaft an?,,Does / did your father / mother belong to a church or religious group?,,txt,,,,,,35
soep-core,soep-core-2014-ll,35,lv13,,Vater sofern nicht im Haushalt lebend,,"Father, if not living in the living in the household",,cat,lv13,26;lvm=3 | 4,,lv13,Religion Vater,35
soep-core,soep-core-2014-ll,35,lm13,,Mutter sofern nicht im Haushalt lebend,,"Mother, if not living in the household",,cat,lm13,26;lvm=2 | 4,,lm13,Religion Mutter,35
soep-core,soep-core-2014-ll,36,,,"Wenn Sie sich einmal zurückerinnern:
Wie stark haben sich Ihre Eltern um Ihre Leistungen in der Schule gekümmert?",,"If you think back to when you were in school, how interested and involved were your parents in your grades and progress at school?",,cat,lleist,,,lleist,,36
soep-core,soep-core-2014-ll,37,,,"Können Sie sich an Ihr letztes Schulzeugnis erinnern?
Welche Note hatten Sie in Ihrem letzten Zeugnis in den folgenden drei Fächern?",,"Can you remember your last report card from school?
What were your grades in the following three subjects?",,txt,,,,,,37
soep-core,soep-core-2014-ll,37,lsch1,,Deutsch,,German,,cat,lsch x,,,lsch1,,37
soep-core,soep-core-2014-ll,37,lsch2,,Mathematik,,Math,,cat,lsch x,,,lsch2,,37
soep-core,soep-core-2014-ll,37,lsch3,,Erste Fremdsprache,,First foreign language,,cat,lsch x,,,lsch3,,37
soep-core,soep-core-2014-ll,38,,,"Als Sie etwas 15 Jahre alt waren:
Wie oft kam es damals vor, dass Sie mit Ihren Eltern Streit hatten?",Bitte ein Kreuz pro Zeile!,How often did you argue or fight with your parents when you were 15 years old?,Please make one X per row!,txt,,,,,"Researcher Notes:
Statement 1 = LSTRV
**Statement 2 = LSTRM
",38
soep-core,soep-core-2014-ll,38,lstrv,,Mit meinem Vater,,With my father,,cat,lstr x,,,lstrv,,38
soep-core,soep-core-2014-ll,38,lstrm,,Mit meiner Mutter,,With my mother,,cat,lstr x,,,lstrm,,38
soep-core,soep-core-2014-ll,39,,,"Haben Sie in Ihrer Jugend aktiv Musik gemacht, gemeint ist Gesang oder Spielen eines Musikinstruments?",,"Were you actively involved in musical activities growing up? For example, did you sing or play a musical instrument?",,cat,lmusi,,,lmusi,,39
soep-core,soep-core-2014-ll,40,,,Haben Sie in Ihrer Jugend außerhalb der Schule Sport getrieben?,,Did you play sports outside of school gym classes growing up?,,cat,lsp1,,2 @ 43,lsp1,"Routing:
*IF [Q34000,2] **GOTO BLOCK 3700
",40
soep-core,soep-core-2014-ll,41,,,"Was war für Sie die wichtigste Sportart, die Sie ausgeübt haben?",,Which sports you played was most important to you?,,txt,,40;lsp1 = 1,,,Sportart,41
soep-core,soep-core-2014-ll,41,lsp2,,Wichtigste Sportart:,,Most important sports:,,chr,,,,lsp2,,41
soep-core,soep-core-2014-ll,42,,,Haben Sie in dieser Sportart auch an Wettkämpfen teilgenommen?,,Did you play this sport competitively?,,cat,lsp3,,,lsp3,,42
soep-core,soep-core-2014-ll,43,,,"Wir bitten Sie nun um Angaben zu Ihrem eigenen Lebenslauf ab dem Alter von 15 Jahren.

Bitte füllen Sie das Schema wie folgt aus:","1) Tragen Sie in die 
großen Kästchen das Jahr ein, in dem Sie 15 Jahre alt wurden, das Jahr, 
in dem sie 20 wurden, 25 wurden usw. bis zu Ihrem heutigen Lebensalter.

2)
 Kreuzen Sie dann bitte in den Kästchen darunter an, wie Ihr Leben seit 
dem 15. Lebensjahr verlaufen ist, von wann bis wann Sie in der Schule 
waren, in der Berufsausbildung waren, berufstätig waren usw.
Wichtig 
ist, dass für alle Jahre Ihres Lebens bis heute bzw. bis zu Ihrem 65. 
Lebensjahr etwas angekreuzt ist. Wenn in einem Jahr mehreres zutraf, 
können Sie mehreres ankreuzen.",We would like to ask you now for some information about your personal history starting at age of 15. Please fill out the table below as follows:,"Please state what has happened in your life since you were 15—from when to when you were in school,
in vocational training, employed, etc. It is important that you give some answer for every year of your life
up to the present or up to the age of 65. If more than one answer applies in a particular year, please give
more than one answer.",txt,,,,,"Researcher Notes:
Es handelt sich um numerische Werte.
**
**Statement 1 = LJ01
**Statement 2 = LJ02
**Statement 3 = LJ03
**Statement 4 = LJ04
**Statement 5 = LJ05
**Statement 6 = LJ06
**Statement 7 = LJ07
**Statement 8 = LJ08
**Statement 9 = LJ09
",43
soep-core,soep-core-2014-ll,43,lj01,,[15] Jahr,,Year at the age of 15,,int,,,,lj01,,43
