study,questionnaire,answer_list,value,label_de,label
soep-core,soep-core-2014-ll,lm01,4,"[Lebt woanders, und zwar:] In einem anderen Land, nicht in Deutschland","Lives elsewhere in another country, not in Germany"
soep-core,soep-core-2014-ll,lm04,1,Ja,Yes
soep-core,soep-core-2014-ll,lm04,2,Nein,No
soep-core,soep-core-2014-ll,lm05,1,Keinen Schulabschluss,None
soep-core,soep-core-2014-ll,lm05,2,Volks- / Hauptschulabschluss (DDR: 8. Klasse POS),Lower track (Volksschule / Hauptschule / 8th grade GDR).
soep-core,soep-core-2014-ll,lm05,3,"Mittlere Reife, Realschulabschluss (DDR: 10. Klasse POS)",Intermediate track (Mittlere Reife / Realschule / 10th grade GDR).
soep-core,soep-core-2014-ll,lm05,4,Abitur / Hochschulreife (DDR: EOS),Upper track (Abitur / Hochschulreife / EOS)
soep-core,soep-core-2014-ll,lm05,5,Anderen Schulabschluss,Other type of school
soep-core,soep-core-2014-ll,lm05,6,Weiß nicht,Don't know
soep-core,soep-core-2014-ll,lm06,1,"Ja, berufliche Ausbildung","Yes, vocational training"
soep-core,soep-core-2014-ll,lm06,2,"Ja, Hochschulstudium","Yes, university degree"
soep-core,soep-core-2014-ll,lm06,3,"Nein, keine abgeschlossene Ausbildung","No, he/she did not complete training or a university degree"
soep-core,soep-core-2014-ll,lm06,4,Weiß nicht,Don't know
soep-core,soep-core-2014-ll,lm08,1,Ungelernter Arbeiter,Unskilled worker
soep-core,soep-core-2014-ll,lm08,2,Angelernter Arbeiter,Semi-skilled worker
soep-core,soep-core-2014-ll,lm08,3,Gelernte und Facharbeiter,Trained worker or skilled worker
soep-core,soep-core-2014-ll,lm08,4,"Vorarbeiter, Kolonnenführer",Foreman / forewoman
soep-core,soep-core-2014-ll,lm08,5,"Meister, Polier",Master craftsperson
soep-core,soep-core-2014-ll,lm09,1,Industrie- und Werkmeister im Angestelltenverhältnis,Industry or factory foreman / forewoman in a salaried position
soep-core,soep-core-2014-ll,lm09,2,Angestellte mit einfacher Tätigkeit - ohne Ausbildungsabschluss,Salaried employee engaged in unskilled activities without completed training/education
soep-core,soep-core-2014-ll,lm09,3,Angestellte mit einfacher Tätigkeit - mit Ausbildungsabschluss,Salaried employee engaged in unskilled activities with completed training/education
soep-core,soep-core-2014-ll,lm09,4,"Angestellte mit qualifizierter Tätigkeit ( z.B. Sachbearbeiter, Buchhalter, technischer Zeichner)","Salaried employee engaged in skilled activities  (e.g., executive officer, bookkeeper, technical draftsman)"
soep-core,soep-core-2014-ll,lm09,5,"Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfunktion (z.B. wissenschaftlicher Mitarbeiter, Ingenieur, Abteilungsleiter)","Salaried employee engaged in highly skilled activities or managerial function (e.g., scientist, engineer, department head)"
soep-core,soep-core-2014-ll,lm09,6,"Angestellte mit umfassenden Führungsaufgaben (z.B. Direktor, Geschäftsführer, Vorstand größerer Betriebe und Verbände)","Salaried employee with extensive managerial duties (e.g., managing director, business manager, head of a large firm or concern)."
soep-core,soep-core-2014-ll,lm10,1,Einfacher Dienst,Lower level
soep-core,soep-core-2014-ll,lm10,2,Mittlerer Dienst,Middle level
soep-core,soep-core-2014-ll,lm10,3,Gehobener Dienst,Upper level
soep-core,soep-core-2014-ll,lm10,4,Höherer Dienst,Executive level
soep-core,soep-core-2014-ll,lm11,1,Selbständige Landwirte: ohne Beschäftigte,Self-employed farmer without employees
soep-core,soep-core-2014-ll,lm11,2,Selbständige Landwirte: mit Beschäftigte,Self-employed farmer with employees
soep-core,soep-core-2014-ll,lm11,3,"Freie Berufe, selbständige Akademiker: ohne Beschäftigte","Freelance professional, self-employed academic (selbständiger Akademiker) without employees"
soep-core,soep-core-2014-ll,lm11,4,"Freie Berufe, selbständige Akademiker: mit Beschäftigten","Freelance professional, self-employed academic (selbständiger Akademiker) with employees"
soep-core,soep-core-2014-ll,lm11,5,Sonstige Selbständige: ohne Beschäftigte,Other self-employed without employees
soep-core,soep-core-2014-ll,lm11,6,Sonstige Selbständige: mit Beschäftigte,Other self-employed with employees
soep-core,soep-core-2014-ll,lm11,7,Mithelfende Familienangehörige,Family member working for self-employed relative
soep-core,soep-core-2014-ll,lm12,1,war nicht erwerbstätig,Was not economically active
soep-core,soep-core-2014-ll,lm12,2,war verstorben,Was deceased
soep-core,soep-core-2014-ll,lm13,1,"Ja, der katholischen Kirche","Yes, member of the Catholic church"
soep-core,soep-core-2014-ll,lm13,2,"Ja, der evangelischen Kirche","Yes, member of the Protestant church"
soep-core,soep-core-2014-ll,lm13,3,"Ja, einer anderen christlichen Religionsgemeinschaft","Yes, member of another Christian religious group"
soep-core,soep-core-2014-ll,lm13,4,"Ja, einer islamischen Religionsgemeinschaft","Yes, member of an Islamic religious group"
soep-core,soep-core-2014-ll,lm13,5,"Ja, einer anderen Religionsgemeinschaft","Yes, member of another religious group"
soep-core,soep-core-2014-ll,lm13,6,"Nein, konfessionslos","No, no religious affiliation"
soep-core,soep-core-2014-ll,lmusi,1,Ja,Yes
soep-core,soep-core-2014-ll,lmusi,2,Nein,No
soep-core,soep-core-2014-ll,loed,1,Ja,Yes
soep-core,soep-core-2014-ll,loed,2,Nein,No
soep-core,soep-core-2014-ll,lp1a,1,Ja,Yes
soep-core,soep-core-2014-ll,lp1a,2,Nein,No
soep-core,soep-core-2014-ll,lp1b,1,Ja,Yes
soep-core,soep-core-2014-ll,lp1b,2,Nein,No
soep-core,soep-core-2014-ll,lp1c,1,Ja,Yes
soep-core,soep-core-2014-ll,lp1c,2,Nein,No
soep-core,soep-core-2014-ll,lp1d,1,Ja,Yes
soep-core,soep-core-2014-ll,lp1d,2,Nein,No
soep-core,soep-core-2014-ll,lpend2b,1,Trennung,Broken up
soep-core,soep-core-2014-ll,lpend2b,2,Tod,Deceased
soep-core,soep-core-2014-ll,lpend2c,1,Trennung,Broken up
soep-core,soep-core-2014-ll,lpend2c,2,Tod,Deceased
soep-core,soep-core-2014-ll,lpend2d,1,Trennung,Broken up
soep-core,soep-core-2014-ll,lpend2d,2,Tod,Deceased
soep-core,soep-core-2014-ll,lehe2a,1,Ja,Yes
soep-core,soep-core-2014-ll,lehe2a,2,[Nein] Scheidung,[No] Divorce
soep-core,soep-core-2014-ll,lehe2b,1,Ja,Yes
soep-core,soep-core-2014-ll,lehe2b,2,[Nein] Scheidung,[No] Divorce
soep-core,soep-core-2014-ll,lehe2b,3,[Nein] Tod,Deceased
soep-core,soep-core-2014-ll,lehe2c,1,Ja,Yes
soep-core,soep-core-2014-ll,lehe2c,2,[Nein] Scheidung,[No] Divorce
soep-core,soep-core-2014-ll,lehe2c,3,[Nein] Tod,Deceased
soep-core,soep-core-2014-ll,lehe2d,1,Ja,Yes
soep-core,soep-core-2014-ll,lehe2d,2,[Nein] Scheidung,[No] Divorce
soep-core,soep-core-2014-ll,lehe2d,3,[Nein] Tod,Deceased
soep-core,soep-core-2014-ll,lsab10,1,Alle,All
soep-core,soep-core-2014-ll,lsab10,2,Die meisten,Most
soep-core,soep-core-2014-ll,lsab10,3,Etwa die Hälfte,Approximately half
soep-core,soep-core-2014-ll,lsab10,4,Etwa ein Viertel,Approximately one-fourth
soep-core,soep-core-2014-ll,lsab10,5,Weniger als ein Viertel,Fewer than one-fourth
soep-core,soep-core-2014-ll,lsab10,6,Niemand,None
soep-core,soep-core-2014-ll,lsab11,1,"Ja, vielleicht","Yes, maybe"
soep-core,soep-core-2014-ll,lsab11,2,"Ja, sicher","Yes, definitely"
soep-core,soep-core-2014-ll,lsab11,3,Nein,Nein
soep-core,soep-core-2014-ll,lsab12,1,Volks- / Hauptschulabschluss,Lower track (Volksschule / Hauptschule)
soep-core,soep-core-2014-ll,lsab12,2,"Mittlere Reife, Realschulabschluss",Intermediate track (Realschule / Mittlere Reife).
soep-core,soep-core-2014-ll,lsab12,3,Fachhochschulreife (Abschluss einer Fachoberschule),Vocational school (Fachoberschule)
soep-core,soep-core-2014-ll,lsab12,4,Abitur (Hochschulreife),Upper track (Abitur / Hochschulreife)
soep-core,soep-core-2014-ll,lsab3,1,in einem Bundesland der Bundesrepublik Deutschland?,in one of the Bundesländer (federal states) of the Federal Republic of Germany?
soep-core,soep-core-2014-ll,lsab3,2,in der DDR?,in the former East Germany?
soep-core,soep-core-2014-ll,lsab3,3,in einem anderen Land?,in another country?
soep-core,soep-core-2014-ll,lsab5,1,Schule ohne Abschluss verlassen,Left school without graduating
soep-core,soep-core-2014-ll,lsab5,2,Pflichtschule mit Abschluss beendet,Graduated from mandatory schooling with school-leaving certificate
soep-core,soep-core-2014-ll,lsab5,3,Weiterführende Schule mit Abschluss beendet,Graduated from higher-level secondary school with school-leaving certificate
soep-core,soep-core-2014-ll,lsab7,1,Schule ohne Abschluss verlassen,Left school without graduating
soep-core,soep-core-2014-ll,lsab7,2,Volks- / Hauptschulabschluss (DDR: 8. Klasse),Lower track (Volksschule / Hauptschule / 8th grade GDR).
soep-core,soep-core-2014-ll,lsab7,3,Realschulabschluss / Mittlere Reife (DDR: 10. Klasse),Intermediate track (Realschule / Mittlere Reife / 10th grade GDR).
soep-core,soep-core-2014-ll,lsab7,4,Fachhochschulreife (Abschluss einer Fachoberschule),Vocational school (Fachoberschule).
soep-core,soep-core-2014-ll,lsab7,5,Abitur / Hochschulreife,Upper track (Abitur / Hochschulreife)
soep-core,soep-core-2014-ll,lsab7,6,Sonstiger Schulabschluss,Other school-leaving certificate
soep-core,soep-core-2014-ll,lsch x,1,Sehr Gut,Excellent
soep-core,soep-core-2014-ll,lsch x,2,Gut,Good
soep-core,soep-core-2014-ll,lsch x,3,Befriedigend,Satisfactory
soep-core,soep-core-2014-ll,lsch x,4,Ausreichend,Sufficient
soep-core,soep-core-2014-ll,lsch x,5,Mangelhaft,Unsatisfactory
soep-core,soep-core-2014-ll,lsch x,6,Ungenügend,Poor
soep-core,soep-core-2014-ll,lsch x,7,Hatte dieses Fach nicht,Did not take this subject
soep-core,soep-core-2014-ll,lsp1,1,Ja,Yes
soep-core,soep-core-2014-ll,lsp1,2,Nein,No
soep-core,soep-core-2014-ll,lsp3,1,Ja,Yes
soep-core,soep-core-2014-ll,lsp3,2,Nein,No
soep-core,soep-core-2014-ll,lspzug x,1,Sehr Gut,Excellent
soep-core,soep-core-2014-ll,lspzug x,2,Gut,Good
soep-core,soep-core-2014-ll,lspzug x,3,Es geht,Fair
soep-core,soep-core-2014-ll,lspzug x,4,Eher schlecht,Rather bad
soep-core,soep-core-2014-ll,lspzug x,5,Gar nicht,Not at all
soep-core,soep-core-2014-ll,lsst x,1,keine Mitarbeiter,Number of employees: none
soep-core,soep-core-2014-ll,lsst x,2,1-9 Mitarbeiter,Number of employees: 1-9
soep-core,soep-core-2014-ll,lsst x,3,10 und mehr Mitarbeiter,Number of employees: 10 or more
soep-core,soep-core-2014-ll,lsst4,1,Mithelfende Familienangehörige,Family member working for self-employed relative
soep-core,soep-core-2014-ll,lstat,1,Niederlassungserlaubnis oder Daueraufenthaltsrecht für Bürger der EU oder des Europäischen Wirtschaftsraums,Right of permanent residence for EU citiziens oder citiziens of the european economic area
soep-core,soep-core-2014-ll,lstat,2,EU Blaue Karte,EU blue card
soep-core,soep-core-2014-ll,lstat,3,Befristete Aufenthaltserlaubnis,temporary residence permit
soep-core,soep-core-2014-ll,lstat,4,Duldung,Toleration
soep-core,soep-core-2014-ll,lstat,5,Touristenvisum,Tourist visa
soep-core,soep-core-2014-ll,lstat,6,Nichts davon,None of the above
soep-core,soep-core-2014-ll,lsta3,1,Ja,Yes
soep-core,soep-core-2014-ll,lsta3,2,Nein,No
soep-core,soep-core-2014-ll,lsta4,1,Ja,Yes
soep-core,soep-core-2014-ll,lsta4,2,Nein,No
soep-core,soep-core-2014-ll,lsta5,1,Seit Geburt,Since birth
soep-core,soep-core-2014-ll,lsta5,2,Erst später erworben,Aquired later
soep-core,soep-core-2014-ll,lstd,1,Voll berufstätig (mindestens 35 Wochenstunden),Full-time (at least 35 hours per week)
soep-core,soep-core-2014-ll,lstd,2,Teilzeitbeschäftigt (20 bis 34 Wochenstunden),Part-time (20 to 34 hours per week)
soep-core,soep-core-2014-ll,lstd,3,Geringfügig oder unregelmäßig erwerbstätig,Marginally or irregularly
soep-core,soep-core-2014-ll,lstr x,1,Sehr häufig,Verry often
soep-core,soep-core-2014-ll,lstr x,2,Häufig,Often
soep-core,soep-core-2014-ll,lstr x,3,Manchmal,Sometimes
soep-core,soep-core-2014-ll,lstr x,4,Selten,Seldom
soep-core,soep-core-2014-ll,lstr x,5,Nie,Never
soep-core,soep-core-2014-ll,lstr x,6,Person war nicht vorhanden,Person was not there
soep-core,soep-core-2014-ll,lv01,1,Lebt hier am Ort,Lives in this city / town
soep-core,soep-core-2014-ll,lv01,2,"[Lebt woanders, und zwar:] In den alten Bundesländern",Lives elsewhere in the former West Germany
soep-core,soep-core-2014-ll,lv01,3,"[Lebt woanders, und zwar:] In den neuen Bundesländern",Lives elsewhere in the former East Germany
soep-core,soep-core-2014-ll,lv01,4,"[Lebt woanders, und zwar:] In einem anderen Land, nicht in Deutschland","Lives elsewhere in another country, not in Germany"
soep-core,soep-core-2014-ll,lv04,1,Ja,Yes
soep-core,soep-core-2014-ll,lv04,2,Nein,No
soep-core,soep-core-2014-ll,lv05,1,Keinen Schulabschluss,None
soep-core,soep-core-2014-ll,lv05,2,Volks- / Hauptschulabschluss (DDR: 8. Klasse POS),Lower track (Volksschule / Hauptschule / 8th grade GDR).
soep-core,soep-core-2014-ll,lv05,3,"Mittlere Reife, Realschulabschluss (DDR: 10. Klasse POS)",Intermediate track (Mittlere Reife / Realschule / 10th grade GDR).
soep-core,soep-core-2014-ll,lv05,4,Abitur / Hochschulreife (DDR: EOS),Upper track (Abitur / Hochschulreife / EOS)
soep-core,soep-core-2014-ll,lv05,5,Anderen Schulabschluss,Other type of school
soep-core,soep-core-2014-ll,lv05,6,Weiß nicht,Don't know
soep-core,soep-core-2014-ll,lv06,1,"Ja, berufliche Ausbildung","Yes, vocational training"
soep-core,soep-core-2014-ll,lv06,2,"Ja, Hochschulstudium","Yes, university degree"
soep-core,soep-core-2014-ll,lv06,3,"Nein, keine abgeschlossene Ausbildung","No, he/she did not complete training or a university degree"
soep-core,soep-core-2014-ll,lv06,4,Weiß nicht,Don't know
soep-core,soep-core-2014-ll,lv08,1,Ungelernter Arbeiter,Unskilled worker
soep-core,soep-core-2014-ll,lv08,2,Angelernter Arbeiter,Semi-skilled worker
soep-core,soep-core-2014-ll,lv08,3,Gelernte und Facharbeiter,Trained worker or skilled worker
soep-core,soep-core-2014-ll,lv08,4,"Vorarbeiter, Kolonnenführer",Foreman / forewoman
soep-core,soep-core-2014-ll,lv08,5,"Meister, Polier",Master craftsperson
soep-core,soep-core-2014-ll,lv09,1,Industrie- und Werkmeister im Angestelltenverhältnis,Industry or factory foreman / forewoman in a salaried position
soep-core,soep-core-2014-ll,lv09,2,Angestellte mit einfacher Tätigkeit - ohne Ausbildungsabschluss,Salaried employee engaged in unskilled activities without completed training/education
soep-core,soep-core-2014-ll,lv09,3,Angestellte mit einfacher Tätigkeit - mit Ausbildungsabschluss,Salaried employee engaged in unskilled activities with completed training/education
soep-core,soep-core-2014-ll,lv09,4,"Angestellte mit qualifizierter Tätigkeit ( z.B. Sachbearbeiter, Buchhalter, technischer Zeichner)","Salaried employee engaged in skilled activities  (e.g., executive officer, bookkeeper, technical draftsman)"
soep-core,soep-core-2014-ll,lv09,5,"Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfunktion (z.B. wissenschaftlicher Mitarbeiter, Ingenieur, Abteilungsleiter)","Salaried employee engaged in highly skilled activities or managerial function (e.g., scientist, engineer, department head)"
soep-core,soep-core-2014-ll,lv09,6,"Angestellte mit umfassenden Führungsaufgaben (z.B. Direktor, Geschäftsführer, Vorstand größerer Betriebe und Verbände)","Salaried employee with extensive managerial duties (e.g., managing director, business manager, head of a large firm or concern)."
soep-core,soep-core-2014-ll,lv10,1,Einfacher Dienst,Lower level
soep-core,soep-core-2014-ll,lv10,2,Mittlerer Dienst,Middle level
soep-core,soep-core-2014-ll,lv10,3,Gehobener Dienst,Upper level
soep-core,soep-core-2014-ll,lv10,4,Höherer Dienst,Executive level
soep-core,soep-core-2014-ll,lv11,1,Selbständige Landwirte: ohne Beschäftigte,Self-employed farmer without employees
soep-core,soep-core-2014-ll,lv11,2,Selbständige Landwirte: mit Beschäftigte,Self-employed farmer with employees
soep-core,soep-core-2014-ll,lv11,3,"Freie Berufe, selbständige Akademiker: ohne Beschäftigte","Freelance professional, self-employed academic (selbständiger Akademiker) without employees"
soep-core,soep-core-2014-ll,lv11,4,"Freie Berufe, selbständige Akademiker: mit Beschäftigten","Freelance professional, self-employed academic (selbständiger Akademiker) with employees"
