study,dataset,variable,label,concept,questionnaire,question,item
soep-core,belela,beb3202,"Mutter berufl. Ausb., Studium abgeschl.",lm06,soep-core-2014-ll,32,lm06
soep-core,belela,beb3401,Vater: Art Arbeiter,lv08,soep-core-2014-ll,34,lv08
soep-core,belela,beb3402,Mutter: Art Arbeiterin,lm08,soep-core-2014-ll,34,lm08
soep-core,belela,beb3403,Vater: Art Angestellter,lv09,soep-core-2014-ll,34,lv09
soep-core,belela,beb3404,Mutter: Art Angestellte,lm09,soep-core-2014-ll,34,lm09
soep-core,belela,beb3405,Vater: Art Beamter,lv10,soep-core-2014-ll,34,lv10
soep-core,belela,beb3406,Mutter: Art Beamte,lm10,soep-core-2014-ll,34,lm10
soep-core,belela,beb3407,Vater: Art Selbstaendiger,lv11,soep-core-2014-ll,34,lv11
soep-core,belela,beb3408,Mutter: Art Selbstaendige,lm11,soep-core-2014-ll,34,lm11
soep-core,belela,beb3409,Vater: nicht erwerbstaetig,lv12,soep-core-2014-ll,34,lv12
soep-core,belela,beb3410,Mutter: nicht erwerbstaetig,lm12,soep-core-2014-ll,34,lm12
soep-core,belela,beb3501,Vater: Religion/ Konfession,lv13,soep-core-2014-ll,35,lv13
soep-core,belela,beb3502,Mutter: Religion/ Konfession,lm13,soep-core-2014-ll,35,lm13
soep-core,belela,beb36,Eltern kuemmerten sich um Leistg,lleist,soep-core-2014-ll,36,
soep-core,belela,beb3701,Note Deutsch,lsch1,soep-core-2014-ll,37,lsch1
soep-core,belela,beb3702,Note Mathe,lsch2,soep-core-2014-ll,37,lsch2
soep-core,belela,beb3703,Note 1. Fremdspr.,lsch3,soep-core-2014-ll,37,lsch3
soep-core,belela,beb3801,Streit mit Vater,lstrv,soep-core-2014-ll,38,lstrv
soep-core,belela,beb3802,Streit mit Mutter,lstrm,soep-core-2014-ll,38,lstrm
soep-core,belela,beb39,Aktives Musizieren in Jugend,lmusi,soep-core-2014-ll,39,
soep-core,belela,beb40,Sportarten ausueben in Jugend,lsp1,soep-core-2014-ll,40,
soep-core,belela,beb41,"Wichtigste Sportart in Jugend, Codes",lspcode,soep-core-2014-ll,41,lsp2
soep-core,belela,beb42,Wettkaempfe 1. Sportart in Jugend,lsp3,soep-core-2014-ll,42,
soep-core,belela,beb4301,Zeitpunkt 15 Jahre alt (Jahr),lj01,soep-core-2014-ll,43,lj01
soep-core,belela,beb4302,Zeitpunkt 20 Jahre alt (Jahr),lj02,soep-core-2014-ll,43,lj02
soep-core,belela,beb4303,Zeitpunkt 25 Jahre alt (Jahr),lj03,soep-core-2014-ll,43,lj03
soep-core,belela,beb4304,Zeitpunkt 30 Jahre alt (Jahr),lj04,soep-core-2014-ll,43,lj04
soep-core,belela,beb4305,Zeitpunkt 35 Jahre alt (Jahr),lj05,soep-core-2014-ll,43,lj05
soep-core,belela,beb4306,Zeitpunkt 40 Jahre alt (Jahr),lj06,soep-core-2014-ll,43,lj06
soep-core,belela,beb4307,Zeitpunkt 45 Jahre alt (Jahr),lj07,soep-core-2014-ll,43,lj07
soep-core,belela,beb4308,Zeitpunkt 50 Jahre alt (Jahr),lj08,soep-core-2014-ll,43,lj08
soep-core,belela,beb4309,Zeitpunkt 55 Jahre alt (Jahr),lj09,soep-core-2014-ll,43,lj09
soep-core,belela,beb4310,Zeitpunkt 60 Jahre alt (Jahr),lj10,soep-core-2014-ll,43,lj10
soep-core,belela,beb4311,Zeitpunkt 65 Jahre alt (Jahr),lj11,soep-core-2014-ll,43,lj11
soep-core,belela,beb43_kal01,"Jahre  Schule, Studium, Abendschule (KAL)",lkal1,soep-core-2014-ll,43,lkal1
soep-core,belela,beb43_kal02,"Jahre  Lehre, Berufsausb., Fortb., Umschulung (KAL))",lkal2,soep-core-2014-ll,43,lkal2
soep-core,belela,beb43_kal03,"Jahre  Wehr-, Zivildienst, Krieg, Gefangenschaft (KAL)",lkal3,soep-core-2014-ll,43,lkal3
soep-core,belela,beb43_kal04,Jahre  voll berufstaetig (KAL),lkal4,soep-core-2014-ll,43,lkal4
soep-core,belela,beb43_kal05,"Jahre  teilzeitbesch., geringf. erw.taetig (KAL)",lkal5,soep-core-2014-ll,43,lkal5
soep-core,belela,beb43_kal06,Jahre  arbeitslos (KAL),lkal6,soep-core-2014-ll,43,lkal6
soep-core,belela,beb43_kal07,"Jahre  Hausfrau, -mann (KAL)",lkal7,soep-core-2014-ll,43,lkal7
soep-core,belela,beb43_kal08,Jahre  Ruhestand (KAL),lkal8,soep-core-2014-ll,43,lkal8
soep-core,belela,beb43_kal09,Jahre  sonstiges (KAL),lkal9,soep-core-2014-ll,43,lkal9
soep-core,belela,beb4401,Jahr letzter Schulbesuch,lsab1,soep-core-2014-ll,44,lsab1
soep-core,belela,beb4402,Gehe noch zur Schule,lsab2,soep-core-2014-ll,44,lsab2
soep-core,belela,beb45,Land letzter Schulbesuch,lsab3,soep-core-2014-ll,45,
soep-core,belela,beb46,Dauer Schulbesuch (in Jahren),lsab4,soep-core-2014-ll,46,lsab4
soep-core,belela,beb47,Schulabschluss,lsab5,soep-core-2014-ll,47,
soep-core,belela,beb48,Letzter Schulbesuch in Bundesland,lbund,soep-core-2014-ll,48,
soep-core,belela,beb49,Schulabschluss,lsab7,soep-core-2014-ll,49,
soep-core,belela,beb50,Anzahl: Auslaendische Mitschueler,lsab10,soep-core-2014-ll,50,
soep-core,belela,beb51,In Zukunft ein Schulabschluss angestrebt,lsab11,soep-core-2014-ll,51,
soep-core,belela,beb52,Welcher  Schulabschluss in Zukunft angestrebt,lsab12,soep-core-2014-ll,52,
soep-core,belela,beb53,Berufsausbildung oder Studium In Deutschland,lab01,soep-core-2014-ll,53,
soep-core,belela,beb540101,"Lehre, Facharbeiterabschluss",lab02,soep-core-2014-ll,54,lab02
soep-core,belela,beb540102,"Lehre, Facharbeiterabschluss: Jahr",lab02j,soep-core-2014-ll,54,lab02j
soep-core,belela,beb540201,"Berufsfachschule., Handelsschule, Gesundheitswesen",lab03,soep-core-2014-ll,54,lab03
soep-core,belela,beb540202,"Berufsfachschule., Handelsschule, Gesundheitswesen: Jahr",lab03j,soep-core-2014-ll,54,lab03j
soep-core,belela,beb540301,Fachschule,lab04,soep-core-2014-ll,54,lab04
soep-core,belela,beb540302,Fachschule: Jahr,lab04j,soep-core-2014-ll,54,lab04j
soep-core,belela,beb540401,Beamtenausbildung,lab05,soep-core-2014-ll,54,lab05
soep-core,belela,beb540402,Beamtenausbildung: jahr,lab05j,soep-core-2014-ll,54,lab05j
soep-core,belela,beb540501,"Fachhochschule, Berufsakademie",lab06,soep-core-2014-ll,54,lab06
soep-core,belela,beb540502,"Fachhochschule, Berufsakademie: Jahr",lab06j,soep-core-2014-ll,54,lab06j
soep-core,belela,beb540601,"Universitaet, Hochschule",lab07,soep-core-2014-ll,54,lab07
soep-core,belela,beb540602,"Universitaet, Hochschule: Jahr",lab07j,soep-core-2014-ll,54,lab07j
soep-core,belela,beb540701,Promotion,lab40,soep-core-2014-ll,54,lab40
soep-core,belela,beb540702,Promotion: Jahr,lab40j,soep-core-2014-ll,54,lab40j
soep-core,belela,beb540801,sonstiger Ausbildungsabschluss,lab08,soep-core-2014-ll,54,lab08
soep-core,belela,beb540802,sonstiger Ausbildungsabschluss: Jahr,lab08j,soep-core-2014-ll,54,lab08j
soep-core,belela,beb5409,Ausbildungs- oder Studienabschluss: Gesamt k.A.,lab08ka,soep-core-2014-ll,54,
soep-core,belela,beb55,Ausbildung ausserhalb Deutschlands,lab10,soep-core-2014-ll,55,
soep-core,belela,beb5601,Art der Ausbildung: im Betrieb angelernt,lab11,soep-core-2014-ll,56,lab11
soep-core,belela,beb5602,Art der Ausbildung: laengere Ausbildung,lab12,soep-core-2014-ll,56,lab12
soep-core,belela,beb5603,Art der Ausbildung: berufsbildende Schule,lab13,soep-core-2014-ll,56,lab13
soep-core,belela,beb5604,Art der Ausbildung: Hochschule,lab14,soep-core-2014-ll,56,lab14
soep-core,belela,beb5605,Art der Ausbildung: sonstiges,lab15,soep-core-2014-ll,56,lab15
soep-core,belela,beb5606,Gesamt k.A.,lab15ka,soep-core-2014-ll,56,
soep-core,belela,beb57,Jahr des Ausbildungsabschlusses,lab16,soep-core-2014-ll,57,lab16
soep-core,belela,beb58,Zeugnis Ausbildung,lab17,soep-core-2014-ll,58,
soep-core,belela,beb5901,Anerkennung in D. beantragt,laner,soep-core-2014-ll,59,
soep-core,belela,beb5902,Resultat Anerkennungsverfahren in D.,lanerab,soep-core-2014-ll,59,lanerab
soep-core,belela,beb5903,Grund fuer Nichtbeantragen d. Anerkennung,lanerno,soep-core-2014-ll,59,lanerno
soep-core,belela,beb5904,Monat Bescheid erhalten,lanerm,soep-core-2014-ll,59,lanerm
soep-core,belela,beb5905,Jahr Bescheid erhalten,lanerj,soep-core-2014-ll,59,lanerj
soep-core,belela,beb6001,In Zukunft beruflichen Abschluss angestrebt,lab19,soep-core-2014-ll,60,
soep-core,belela,beb6002,Abschluss einer Lehre,lab20,soep-core-2014-ll,60,lab20
soep-core,belela,beb6003,Berufsfachschule,lab21,soep-core-2014-ll,60,lab21
soep-core,belela,beb6004,"Fachschule, Meister-, Technikerschule",lab22,soep-core-2014-ll,60,lab22
soep-core,belela,beb6005,Beamtenausbildung,lab23,soep-core-2014-ll,60,lab23
soep-core,belela,beb6006,Anerkannte Berufsakademie,lab24,soep-core-2014-ll,60,lab24
soep-core,belela,beb6007,Fachhochschule,lab25,soep-core-2014-ll,60,lab25
soep-core,belela,beb6008,Universitaet,lab26,soep-core-2014-ll,60,lab26
soep-core,belela,beb6009,Gesamt k.A.,lab26ka,soep-core-2014-ll,60,lab26
soep-core,belela,beb6101,Berufsbeginn: Alter,l1erw,soep-core-2014-ll,61,l1erw
soep-core,belela,beb6102,nie berufstaetig gewesen,l1no,soep-core-2014-ll,61,l1no
soep-core,belela,beb62,Heute noch selbe Taetigkeit,l1erwt,soep-core-2014-ll,62,
soep-core,belela,beb63,Heute noch selbe berufl. Stell.,l1erwst,soep-core-2014-ll,63,
soep-core,belela,beb64,Heute noch selber Arbeitgeber,l1erwag,soep-core-2014-ll,64,
soep-core,belela,beb6508,Berufliche Stellung (1.Job),l1stell,soep-core-2014-ll,65,
soep-core,belela,beb6501,Art Arbeiter,l1arb,soep-core-2014-ll,65,l1arb
soep-core,belela,beb6502,selbst. Landwirte,l1sst1,soep-core-2014-ll,65,l1sst1
soep-core,belela,beb6503,"freier Beruf, selbst. Akademiker",l1sst2,soep-core-2014-ll,65,l1sst2
soep-core,belela,beb6504,sonst. Selbstaendige,l1sst3,soep-core-2014-ll,65,l1sst3
soep-core,belela,beb6505,mithelfende Familienangehoerige,l1sst4,soep-core-2014-ll,65,l1sst4
soep-core,belela,beb6506,Art Angestellte,l1ang,soep-core-2014-ll,65,l1ang
soep-core,belela,beb6507,Art Beamte,l1amt,soep-core-2014-ll,65,l1amt
soep-core,belela,beb67,erforderliche Ausbildung fuer Taetigkeit,l1aus,soep-core-2014-ll,67,
soep-core,belela,beb68,"oeffentlicher  Dienst, Staatsverwaltung",l1oed,soep-core-2014-ll,68,
soep-core,belela,beb7001,Berufswechsel,lwexl1,soep-core-2014-ll,70,
soep-core,belela,beb7002,Jahr des Berufswechsels,lwexl2,soep-core-2014-ll,70,lwexl2
soep-core,belela,beb71,derzeit erwerbstaetig,lerw,soep-core-2014-ll,71,
soep-core,belela,beb72,Jahr letzte Erwerbstaetigkeit,lend,soep-core-2014-ll,72,lend
soep-core,belela,beb73,Erwerbsstatus,lstd,soep-core-2014-ll,73,
soep-core,belela,beb74,Letzte Taetigkeit: oeffentlicher Dienst,loed,soep-core-2014-ll,74,
soep-core,belela,beb7601,Berufliche Stellung (letzter Job),lstell,soep-core-2014-ll,74,
soep-core,belela,beb7602,zuletzt Art Arbeiter,larb,soep-core-2014-ll,76,larb
soep-core,belela,beb7603,zuletzt selbst. Landwirte,lsst1,soep-core-2014-ll,76,lsst1
soep-core,belela,beb7604,"zuletzt freier Beruf, selbst. Akademiker",lsst2,soep-core-2014-ll,76,lsst2
soep-core,belela,beb7605,zuletzt sonst. Selbstaendige,lsst3,soep-core-2014-ll,76,lsst3
soep-core,belela,beb7606,zuletzt mithelfende Familienangehoerige,lsst4,soep-core-2014-ll,76,lsst4
soep-core,belela,beb7607,"zuletzt Azubi, Praktikant",lazubi,soep-core-2014-ll,76,lazubi
soep-core,belela,beb7608,zuletzt Art Angestellte,lang,soep-core-2014-ll,76,lang
soep-core,belela,beb7609,zuletzt Art Beamte,lamt,soep-core-2014-ll,76,lamt
soep-core,belela,beb7701,freiwilliges soziales Jahr,lfsj,soep-core-2014-ll,77,lfsj
soep-core,belela,beb7702,Geleisteter Bundesfreiwilligendienst,lfrei1,soep-core-2014-ll,77,lfrei1
soep-core,belela,beb7703,Geleisteter Bundesfreiwilligendienst Monate,lfrei1mo,soep-core-2014-ll,77,lfrei1mo
soep-core,belela,beb7704,Geleisteter freiwilliger Wehrdienst,lfrei2,soep-core-2014-ll,77,lfrei2
soep-core,belela,beb7705,Geleisteter freiwilliger Wehrdienst Monate,lfrei2mo,soep-core-2014-ll,77,lfrei2mo
soep-core,belela,beb7706,Keinen der Dienste geleistet,lfreino,soep-core-2014-ll,77,lfreino
soep-core,belela,beb7801,Form des Dienstes,lwehr2,soep-core-2014-ll,78,lwehr2
soep-core,belela,beb7802,kein Dienst geleistet: Grund,lwehr3,soep-core-2014-ll,78,lwehr3
soep-core,belela,beb7901,Anzahl Geschwister,lbsanz,soep-core-2014-ll,79,lbsanz
soep-core,belela,beb7902,Keine Geschwister,lbsno,soep-core-2014-ll,79,lbsno
soep-core,belela,beb79g101,Geburtsjahr Geschwister 1,lbsj1,soep-core-2014-ll,79,lbsj1
soep-core,belela,beb79g102,Geburtsmonat Geschwister 1,lbsmo1,soep-core-2014-ll,79,lbsmo1
soep-core,belela,beb79g103,Geschlecht Geschwister 1,lbssex1,soep-core-2014-ll,79,lbssex1
soep-core,belela,beb79g104,Art d. Geschwisters 1,lbsart1,soep-core-2014-ll,79,lbsart1
soep-core,belela,beb79g105,Ges. Kindheit im HH m.Geschwister 1,lbs15j1,soep-core-2014-ll,79,lbs15j1
soep-core,belela,beb79g106,Wieviel Jahre im HH m.Geschwister 1,lbs15n1,soep-core-2014-ll,79,lbs15n1
soep-core,belela,beb79g201,Geburtsjahr Geschwister 2,lbsj2,soep-core-2014-ll,79,lbsj2
soep-core,belela,beb79g202,Geburtsmonat Geschwister 2,lbsmo2,soep-core-2014-ll,79,lbsmo2
soep-core,belela,beb79g203,Geschlecht Geschwister 2,lbssex2,soep-core-2014-ll,79,lbssex2
soep-core,belela,beb79g204,Art d. Geschwisters 2,lbsart2,soep-core-2014-ll,79,lbsart2
soep-core,belela,beb79g205,Ges. Kindheit im HH m.Geschwister 2,lbs15j2,soep-core-2014-ll,79,lbs15j2
soep-core,belela,beb79g206,Wieviel Jahre im HH m.Geschwister 2,lbs15n2,soep-core-2014-ll,79,lbs15n2
soep-core,belela,beb79g301,Geburtsjahr Geschwister 3,lbsj3,soep-core-2014-ll,79,lbsj3
soep-core,belela,beb79g302,Geburtsmonat Geschwister 3,lbsmo3,soep-core-2014-ll,79,lbsmo3
soep-core,belela,beb79g303,Geschlecht Geschwister 3,lbssex3,soep-core-2014-ll,79,lbssex3
soep-core,belela,beb79g304,Art d. Geschwisters 3,lbsart3,soep-core-2014-ll,79,lbsart3
soep-core,belela,beb79g305,Ges. Kindheit im HH m.Geschwister 3,lbs15j3,soep-core-2014-ll,79,lbs15j3
soep-core,belela,beb79g306,Wieviel Jahre im HH m.Geschwister 3,lbs15n3,soep-core-2014-ll,79,lbs15n3
soep-core,belela,beb79g401,Geburtsjahr Geschwister 4,lbsj4,soep-core-2014-ll,79,lbsj4
soep-core,belela,beb79g402,Geburtsmonat Geschwister 4,lbsmo4,soep-core-2014-ll,79,lbsmo4
soep-core,belela,beb79g403,Geschlecht Geschwister 4,lbssex4,soep-core-2014-ll,79,lbssex4
soep-core,belela,beb79g404,Art d. Geschwisters 4,lbsart4,soep-core-2014-ll,79,lbsart4
soep-core,belela,beb79g405,Ges. Kindheit im HH m.Geschwister 4,lbs15j4,soep-core-2014-ll,79,lbs15j4
soep-core,belela,beb79g406,Wieviel Jahre im HH m.Geschwister 4,lbs15n4,soep-core-2014-ll,79,lbs15n4
soep-core,belela,beb79g501,Geburtsjahr Geschwister 5,lbsj5,soep-core-2014-ll,79,lbsj5
soep-core,belela,beb79g502,Geburtsmonat Geschwister 5,lbsmo5,soep-core-2014-ll,79,lbsmo5
soep-core,belela,beb79g503,Geschlecht Geschwister 5,lbssex5,soep-core-2014-ll,79,lbssex5
soep-core,belela,beb79g504,Art d. Geschwisters 5,lbsart5,soep-core-2014-ll,79,lbsart5
soep-core,belela,beb79g505,Ges. Kindheit im HH m.Geschwister 5,lbs15j5,soep-core-2014-ll,79,lbs15j5
soep-core,belela,beb79g506,Wieviel Jahre im HH m.Geschwister 5,lbs15n5,soep-core-2014-ll,79,lbs15n5
soep-core,belela,beb79g601,Geburtsjahr Geschwister 6,lbsj6,soep-core-2014-ll,79,lbsj6
soep-core,belela,beb79g602,Geburtsmonat Geschwister 6,lbsmo6,soep-core-2014-ll,79,lbsmo6
soep-core,belela,beb79g603,Geschlecht Geschwister 6,lbssex6,soep-core-2014-ll,79,lbssex6
soep-core,belela,beb79g604,Art d. Geschwisters 6,lbsart6,soep-core-2014-ll,79,lbsart6
soep-core,belela,beb79g605,Ges. Kindheit im HH m.Geschwister 6,lbs15j6,soep-core-2014-ll,79,lbs15j6
soep-core,belela,beb79g606,Wieviel Jahre im HH m.Geschwister 6,lbs15n6,soep-core-2014-ll,79,lbs15n6
soep-core,belela,beb79g701,Geburtsjahr Geschwister 7,lbsj7,soep-core-2014-ll,79,lbsj7
soep-core,belela,beb79g702,Geburtsmonat Geschwister 7,lbsmo7,soep-core-2014-ll,79,lbsmo7
soep-core,belela,beb79g703,Geschlecht Geschwister 7,lbssex7,soep-core-2014-ll,79,lbssex7
soep-core,belela,beb79g704,Art d. Geschwisters 7,lbsart7,soep-core-2014-ll,79,lbsart7
soep-core,belela,beb79g705,Ges. Kindheit im HH m.Geschwister 7,lbs15j7,soep-core-2014-ll,79,lbs15j7
soep-core,belela,beb79g706,Wieviel Jahre im HH m.Geschwister 7,lbs15n7,soep-core-2014-ll,79,lbs15n7
soep-core,belela,beb79g801,Geburtsjahr Geschwister 8,lbsj8,soep-core-2014-ll,79,lbsj8
soep-core,belela,beb79g802,Geburtsmonat Geschwister 8,lbsmo8,soep-core-2014-ll,79,lbsmo8
soep-core,belela,beb79g803,Geschlecht Geschwister 8,lbssex8,soep-core-2014-ll,79,lbssex8
soep-core,belela,beb79g804,Art d. Geschwisters 8,lbsart8,soep-core-2014-ll,79,lbsart8
soep-core,belela,beb79g805,Ges. Kindheit im HH m.Geschwister 8,lbs15j8,soep-core-2014-ll,79,lbs15j8
soep-core,belela,beb79g806,Wieviel Jahre im HH m.Geschwister 8,lbs15n8,soep-core-2014-ll,79,lbs15n8
soep-core,belela,beb79g901,Geburtsjahr Geschwister 9,lbsj9,soep-core-2014-ll,79,lbsj9
soep-core,belela,beb79g902,Geburtsmonat Geschwister 9,lbsmo9,soep-core-2014-ll,79,lbsmo9
soep-core,belela,beb79g903,Geschlecht Geschwister 9,lbssex9,soep-core-2014-ll,79,lbssex9
soep-core,belela,beb79g904,Art d. Geschwisters 9,lbsart9,soep-core-2014-ll,79,lbsart9
soep-core,belela,beb79g905,Ges. Kindheit im HH m.Geschwister 9,lbs15j9,soep-core-2014-ll,79,lbs15j9
soep-core,belela,beb79g906,Wieviel Jahre im HH m.Geschwister 9,lbs15n9,soep-core-2014-ll,79,lbs15n9
soep-core,belela,beb79g1001,Geburtsjahr Geschwister 10,lbsj10,soep-core-2014-ll,79,lbsj10
soep-core,belela,beb79g1002,Geburtsmonat Geschwister 10,lbsmo10,soep-core-2014-ll,79,lbsmo10
soep-core,belela,beb79g1003,Geschlecht Geschwister 10,lbssex10,soep-core-2014-ll,79,lbssex10
soep-core,belela,beb79g1004,Art d. Geschwisters 10,lbsart10,soep-core-2014-ll,79,lbsart10
soep-core,belela,beb79g1005,Ges. Kindheit im HH m.Geschwister 10,lbs15j10,soep-core-2014-ll,79,lbs15j10
soep-core,belela,beb79g1006,Wieviel Jahre im HH m.Geschwister 10,lbs15n10,soep-core-2014-ll,79,lbs15n10
