study,questionnaire,answer_list,value,label_de,label
soep-core,soep-core-2014-ju,296+,3,In der Schule,At school
soep-core,soep-core-2014-ju,296+,4,"In anderen Organisationen (z.B. Volkshochschule, Betrieb)",At another organization
soep-core,soep-core-2014-ju,296+,5,"Gemeinsam mit anderen, aber nicht in einer Organisation","Together with others, not organized"
soep-core,soep-core-2014-ju,296+,6,Für mich allein,Alone
soep-core,soep-core-2014-ju,299+,1,"Ja, vielleicht","Yes, maybe"
soep-core,soep-core-2014-ju,299+,2,"Ja, sicher","Yes, definitely"
soep-core,soep-core-2014-ju,299+,3,Nein,No
soep-core,soep-core-2014-ju,303+,1,"Ja, für kurze Zeit (bis zu einem Jahr)","Yes, up to one year"
soep-core,soep-core-2014-ju,303+,2,"Ja, längere Zeit","Yes, over one year"
soep-core,soep-core-2014-ju,303+,3,Nein,No
soep-core,soep-core-2014-ju,304+,1,"Ja, derzeit","Yes, currently"
soep-core,soep-core-2014-ju,304+,2,"Ja, früher","Yes, used to"
soep-core,soep-core-2014-ju,304+,3,Nein,No
soep-core,soep-core-2014-ju,306+,1,Hauptschulempfehlung,Recommended for general secondary school
soep-core,soep-core-2014-ju,306+,2,Realschulempfehlung,Recommended for intermediate school
soep-core,soep-core-2014-ju,306+,3,Gymnasialempfehlung,Recommended for gymnasium
soep-core,soep-core-2014-ju,306+,4,An unserer Schule gab es keine Empfehlung,At my school no recommendations were given
soep-core,soep-core-2014-ju,311+,1,Alle,All
soep-core,soep-core-2014-ju,311+,2,Die meisten,Most
soep-core,soep-core-2014-ju,311+,3,Etwa die Hälfte,Approximately half
soep-core,soep-core-2014-ju,311+,4,Etwa ein Viertel,Approximately one-fourth
soep-core,soep-core-2014-ju,311+,5,Weniger als ein Viertel,Fewer than one-fourth
soep-core,soep-core-2014-ju,311+,6,Niemand,None
soep-core,soep-core-2014-ju,312+,1,"Begonnen, läuft derzeit","Begun, currently in progress"
soep-core,soep-core-2014-ju,312+,2,Schon beendet,Already completed
soep-core,soep-core-2014-ju,314+,1,"Ja, mit einiger Sicherheit","Yes, to some degree"
soep-core,soep-core-2014-ju,314+,2,"Ja, mit großer Sicherheit","Yes, with certainty"
soep-core,soep-core-2014-ju,314+,3,"Nein, ist noch offen","No, still not clear"
soep-core,soep-core-2014-ju,315+,1,Sehr gut informiert,Very well informed
soep-core,soep-core-2014-ju,315+,2,Eher gut informiert,Well informed
soep-core,soep-core-2014-ju,315+,3,Eher schlecht informiert,Not very well informed
soep-core,soep-core-2014-ju,315+,4,Sehr schlecht informiert,Poorly informed
soep-core,soep-core-2014-ju,320+,1,"Ja, immer noch","Yes, I still do"
soep-core,soep-core-2014-ju,320+,2,"Ja, wieder","Yes, I have moved back"
soep-core,soep-core-2014-ju,320+,3,Nein,No
soep-core,soep-core-2014-ju,321+,1,"Ja, beide","Yes, both"
soep-core,soep-core-2014-ju,321+,2,Nur der Vater,Only my father
soep-core,soep-core-2014-ju,321+,3,Nur die Mutter,Only my mother
soep-core,soep-core-2014-ju,321+,4,"Nein, beide nicht","No, neither"
soep-core,soep-core-2014-ju,335+,1,"Ja, gelegentlich","Yes, occasionally"
soep-core,soep-core-2014-ju,335+,2,"Ja, regelmäßig","Yes, regulary"
soep-core,soep-core-2014-ju,335+,3,Nein,No
soep-core,soep-core-2014-ju,336+,1,Nur alleine oder unter Anleitung eines Lehrers,Alone or with a teacher
soep-core,soep-core-2014-ju,336+,2,In einem Orchester oder Chor,In an orchestra or a choir
soep-core,soep-core-2014-ju,336+,3,In einer Musikgruppe / Band,In a band
soep-core,soep-core-2014-ju,336+,4,In sonstiger Zusammensetzung,Other type of group
soep-core,soep-core-2014-ju,338+,1,"Ja, Vater und Mutter","Yes, father and mother"
soep-core,soep-core-2014-ju,338+,2,"Ja, aber nur die Mutter","Yes, but only my mother"
soep-core,soep-core-2014-ju,338+,3,"Ja, aber nur der Vater","Yes, but only my father"
soep-core,soep-core-2014-ju,338+,4,Nein,No
soep-core,soep-core-2014-ju,339+,1,"Ja, mit Vater und Mutter","Yes, father and mother"
soep-core,soep-core-2014-ju,339+,2,"Ja, aber nur mit Mutter","Yes, but only my mother"
soep-core,soep-core-2014-ju,339+,3,"Ja, aber nur mit Vater","Yes, but only my father"
soep-core,soep-core-2014-ju,339+,4,Nein,No
soep-core,soep-core-2014-ju,343+,1,eine Großstadt,in a large city
soep-core,soep-core-2014-ju,343+,2,eine mittlere Stadt,in a medium-sized city
soep-core,soep-core-2014-ju,343+,3,eine Kleinstadt,in a small town
soep-core,soep-core-2014-ju,343+,4,auf dem Lande,in a rural area
soep-core,soep-core-2014-ju,345+,1,Keinen Schulabschluss,No school leaving certificate
soep-core,soep-core-2014-ju,345+,2,Volks- / Hauptschulabschluss (DDR: 8. Klasse POS),Lower track (Volksschule / Hauptschule / 8th grade GDR)
soep-core,soep-core-2014-ju,345+,3,"Mittlere Reife, Realschulabschluss (DDR: 10. Klasse POS)",Intermediate track (Mittlere Reife / Realschule / 10th grade GDR)
soep-core,soep-core-2014-ju,345+,4,Abitur / Hochschulreife (DDR: EOS),Upper track (Abitur / Hochschulreife / EOS)
soep-core,soep-core-2014-ju,345+,5,Anderen Schulabschluss,Other type of school
soep-core,soep-core-2014-ju,345+,6,Weiß nicht,Don't know
soep-core,soep-core-2014-ju,350+,1,Man braucht eigene Kinder,Children are necessary for happiness
soep-core,soep-core-2014-ju,350+,2,Man kann ohne Kind genauso glücklich leben,Can be just as happy without children
soep-core,soep-core-2014-ju,350+,3,Man kann ohne Kind glücklicher leben,Can be even happier without children
soep-core,soep-core-2014-ju,350+,4,Unentschieden / weiß nicht,"Undecided, do not know"
soep-core,soep-core-2014-ju,353+,1,als Auszubildender oder Praktikant,As a trainee or intern
soep-core,soep-core-2014-ju,353+,2,"als Erwerbstätiger (""hauptberuflich"")",As a regular full-time employee
soep-core,soep-core-2014-ju,353+,3,"oder durch ""Jobben"" (nebenberuflich)",As a part-time employee
soep-core,soep-core-2014-ju,355+,1,Hauptschulabschluss,Lower secondary school-leaving certificate (Hauptschulabschluss)
soep-core,soep-core-2014-ju,355+,2,Realschulabschluss / Mittlere Reife,"Intermediate secondary school-leaving certificate (Mittlere Reife, Realschulabschluss)"
soep-core,soep-core-2014-ju,355+,3,Fachhochschulreife (Abschluss einer Fachoberschule),"Specialized upper secondary school-leaving certificate (Fachhochschulreife), qualification for studies at a specialized college of higher education, (Fachhochschule)"
soep-core,soep-core-2014-ju,355+,4,Abitur (Hochschulreife),Upper secondary school-leaving certificate (Abitur)
soep-core,soep-core-2014-ju,356+,1,Englisch,English
soep-core,soep-core-2014-ju,356+,2,Französisch,French
soep-core,soep-core-2014-ju,356+,3,Spanisch,Spanish
soep-core,soep-core-2014-ju,356+,4,Russisch,Russian
soep-core,soep-core-2014-ju,356+,5,Latein,Latin
soep-core,soep-core-2014-ju,356+,6,Griechisch,Greek
soep-core,soep-core-2014-ju,356+,7,Sonstige,Other
soep-core,soep-core-2014-ju,357+,1,Englisch,English
soep-core,soep-core-2014-ju,357+,2,Französisch,French
soep-core,soep-core-2014-ju,357+,3,Spanisch,Spanish
soep-core,soep-core-2014-ju,357+,4,Russisch,Russian
soep-core,soep-core-2014-ju,357+,5,Latein,Latin
soep-core,soep-core-2014-ju,357+,6,Griechisch,Greek
soep-core,soep-core-2014-ju,357+,7,Sonstige,Other
soep-core,soep-core-2014-ju,357+,8,Keine zweite Fremdsprache,No second language
soep-core,soep-core-2014-ju,362+,1,Sehr gut,Very well
soep-core,soep-core-2014-ju,362+,2,Gut,"Well
Good"
soep-core,soep-core-2014-ju,362+,3,Es geht,Okay
soep-core,soep-core-2014-ju,362+,4,Eher schlecht,Badly
soep-core,soep-core-2014-ju,362+,5,Gar nicht,Not at all
soep-core,soep-core-2014-ju,371+,1,Sehr stark,An extreme amount
soep-core,soep-core-2014-ju,371+,2,Ziemlich stark,quiet strong
soep-core,soep-core-2014-ju,371+,3,Mäßig,moderate
soep-core,soep-core-2014-ju,371+,4,Ziemlich schwach,quiet weak
soep-core,soep-core-2014-ju,371+,5,Sehr schwach,very weak
soep-core,soep-core-2014-ju,378+,1,Grundkurs,Basic Course
soep-core,soep-core-2014-ju,378+,2,Leistungskurs,Advanced Course
soep-core,soep-core-2014-ju,378+,3,Sonstige Kursart,Other Course
soep-core,soep-core-2014-ju,380+,1,Klassik,Classical
soep-core,soep-core-2014-ju,380+,2,Pop / Rock / Techno / Funk / Rap / Hip-Hop,"Pop, Rock, Techno, Funk, Rap, Hip-Hop"
soep-core,soep-core-2014-ju,380+,3,Sonstige Volks- oder Unterhaltungsmusik,"Folk music, other form of popular music"
soep-core,soep-core-2014-ju,381+,1,"Ja, Hauptschule","Yes, General secondary school "
soep-core,soep-core-2014-ju,381+,2,"Ja, Realschule","Yes, Intermediate secondary school"
soep-core,soep-core-2014-ju,381+,3,"Ja, Gymnasium","Yes, upper secondary school"
soep-core,soep-core-2014-ju,381+,4,"Ja, Gesamtschule / andere","Yes, General secondary school / other"
soep-core,soep-core-2014-ju,381+,5,"Ja, berufliche Schule","Yes, Vocational school"
soep-core,soep-core-2014-ju,381+,6,Nein,No
soep-core,soep-core-2014-ju,382+,1,Schule ohne Abschluss verlassen,Left school without certificate
soep-core,soep-core-2014-ju,382+,2,Hauptschulabschluss,Lower secondary school-leaving certificate (Hauptschulabschluss)
soep-core,soep-core-2014-ju,382+,3,Realschulabschluss / Mittlere Reife,"Intermediate secondary school-leaving certificate (Mittlere Reife, Realschulabschluss)"
soep-core,soep-core-2014-ju,382+,4,Fachhochschulreife (Abschluss einer Fachoberschule),"Specialized upper secondary school-leaving certificate (Fachhochschulreife), qualification for studies at a specialized college of higher education, (Fachhochschule)"
soep-core,soep-core-2014-ju,382+,5,Abitur (Hochschulreife),Upper secondary school-leaving certificate (Abitur)
soep-core,soep-core-2014-ju,382+,6,Sonstiger Schulabschluss,Other school leaving certificate
soep-core,soep-core-2014-ju,383+,0,ganz und gar unzufrieden 0,Completely dissatisfied 0
soep-core,soep-core-2014-ju,383+,1,1,1
soep-core,soep-core-2014-ju,383+,2,2,2
soep-core,soep-core-2014-ju,383+,3,3,3
soep-core,soep-core-2014-ju,383+,4,4,4
soep-core,soep-core-2014-ju,383+,5,5,5
soep-core,soep-core-2014-ju,383+,6,6,6
soep-core,soep-core-2014-ju,383+,7,7,7
soep-core,soep-core-2014-ju,383+,8,8,8
soep-core,soep-core-2014-ju,383+,9,9,9
soep-core,soep-core-2014-ju,383+,10,ganz und gar zufrieden 10,Completely satisfied 10
soep-core,soep-core-2014-ju,384+,1,Sehr stark,very much
soep-core,soep-core-2014-ju,384+,2,Ziemlich stark,Fairly
soep-core,soep-core-2014-ju,384+,3,Eher weniger,Not very much
soep-core,soep-core-2014-ju,384+,4,Überhaupt nicht,Not at all
soep-core,soep-core-2014-ju,385+,0,0,0
soep-core,soep-core-2014-ju,385+,1,10,10
soep-core,soep-core-2014-ju,385+,2,20,20
soep-core,soep-core-2014-ju,385+,3,30,30
soep-core,soep-core-2014-ju,385+,4,40,40
soep-core,soep-core-2014-ju,385+,5,50,50
soep-core,soep-core-2014-ju,385+,6,60,60
soep-core,soep-core-2014-ju,385+,7,70,70
soep-core,soep-core-2014-ju,385+,8,80,80
soep-core,soep-core-2014-ju,385+,9,90,90
soep-core,soep-core-2014-ju,385+,10,"100,00%","100,00%"
soep-core,soep-core-2014-ju,386+,1,Lebt hier am Ort,Lives in this city / town
soep-core,soep-core-2014-ju,386+,2,"Lebt woanders, und zwar: in den alten Bundesländern",Lives elsewhere: old West German states
soep-core,soep-core-2014-ju,386+,3,"Lebt woanders, und zwar: in den neuen Bundesländern",Lives elsewhere: newly-formed German states
soep-core,soep-core-2014-ju,386+,4,"Lebt woanders, und zwar: in einem anderen Land, nicht in Deutschland",Lives elsewhere: in a foreign country
soep-core,soep-core-2014-ju,387+,1,Ungelernter Arbeiter,Unskilled worker
soep-core,soep-core-2014-ju,387+,2,Angelernter Arbeiter,Semi-skilled worker
soep-core,soep-core-2014-ju,387+,3,Gelernte und Facharbeiter,Trained worker or skilled worker
soep-core,soep-core-2014-ju,387+,4,"Vorarbeiter, Kolonnenführer",Foreman / forewoman
soep-core,soep-core-2014-ju,387+,5,"Meister, Polier",Master craftsperson
soep-core,soep-core-2014-ju,388+,1,Industrie- und Werkmeister im Angestelltenverhältnis,Industry or factory foreman / forewoman in a salaried position
soep-core,soep-core-2014-ju,388+,2,Angestellte mit einfacher Tätigkeit - ohne Ausbildungsabschluss,Salaried employee engaged in unskilled activities without completed training/education
soep-core,soep-core-2014-ju,388+,3,Angestellte mit einfacher Tätigkeit - mit Ausbildungsabschluss,Salaried employee engaged in unskilled activities with completed training/education
soep-core,soep-core-2014-ju,388+,4,"Angestellte mit qualifizierter Tätigkeit ( z.B. Sachbearbeiter, Buchhalter, technischer Zeichner)","Salaried employee engaged in skilled activities  (e.g., executive officer, bookkeeper, technical draftsman)"
soep-core,soep-core-2014-ju,388+,5,"Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfunktion (z.B. wissenschaftlicher Mitarbeiter, Ingenieur, Abteilungsleiter)","Salaried employee engaged in highly skilled activities or managerial function (e.g., scientist, engineer, department head)"
soep-core,soep-core-2014-ju,388+,6,"Angestellte mit umfassenden Führungsaufgaben (z.B. Direktor, Geschäftsführer, Vorstand größerer Betriebe und Verbände)","Salaried employee with extensive managerial duties (e.g., managing director, business manager, head of a large firm or concern)."
soep-core,soep-core-2014-ju,389+,1,[Selbständige Landwirte] ohne Beschäftigte,[Self-employed farmer] without employees
soep-core,soep-core-2014-ju,389+,2,[Selbständige Landwirte] mit Beschäftigten,[Self-employed farmer] with employees
soep-core,soep-core-2014-ju,389+,3,"[Freie Berufe, selbständige Akademiker] ohne Beschäftigte","[Freelance professional, self-employed academic]  without employees"
soep-core,soep-core-2014-ju,389+,4,"[Freie Berufe, selbständige Akademiker] mit Beschäftigten","[Freelance professional, self-employed academic] with employees"
soep-core,soep-core-2014-ju,389+,5,[Sonstige Selbständige] ohne Beschäftigte,[Other self-employed] without employees
soep-core,soep-core-2014-ju,389+,6,[Sonstige Selbständige] mit Beschäftigten,[Other self-employed] with employees
soep-core,soep-core-2014-ju,389+,7,Mithelfende Familienangehörige,Family member working for self-employed relative
soep-core,soep-core-2014-ju,390+,1,der katholischen Kirche,"Yes, member of the Catholic church"
soep-core,soep-core-2014-ju,390+,2,der evangelischen Kirche,"Yes, member of the Protestant church"
soep-core,soep-core-2014-ju,390+,3,einer anderen christlichen Religionsgemeinschaft,"Yes, member of another Christian religious group"
soep-core,soep-core-2014-ju,390+,4,einer andern Religionsgemeinschaft,"Yes, member of another religious group"
soep-core,soep-core-2014-ju,390+,5,"Nein,Konfessionslos","No, no religious affiliation"
soep-core,soep-core-2014-ju,391+,1,Man braucht eine Partnerin / einen Partner,One needs a partner
soep-core,soep-core-2014-ju,391+,2,Man kann alleine genauso glücklich leben,Can be just as happy without a partner
soep-core,soep-core-2014-ju,391+,3,Man kann alleine glücklicher leben,Can be even happier without a partner
soep-core,soep-core-2014-ju,391+,4,Unentschieden / weiß nicht,"Undecided, do not know"
soep-core,soep-core-2014-ju,392+,0,0 Gar nicht risikobereit,0 risk-avers
soep-core,soep-core-2014-ju,392+,1,1,1
soep-core,soep-core-2014-ju,392+,2,2,2
soep-core,soep-core-2014-ju,392+,3,3,3
soep-core,soep-core-2014-ju,392+,4,4,4
soep-core,soep-core-2014-ju,392+,5,5,5
soep-core,soep-core-2014-ju,392+,6,6,6
soep-core,soep-core-2014-ju,392+,7,7,7
soep-core,soep-core-2014-ju,392+,8,8,8
soep-core,soep-core-2014-ju,392+,9,9,9
soep-core,soep-core-2014-ju,392+,10,10 Sehr risikobereit,10 risk-prone
soep-core,soep-core-2014-ju,393+,1,1 Stimme überhaupt nicht zu,1 Do not agree at all
soep-core,soep-core-2014-ju,393+,2,2,2
soep-core,soep-core-2014-ju,393+,3,3,3
soep-core,soep-core-2014-ju,393+,4,4,4
soep-core,soep-core-2014-ju,393+,5,5,5
soep-core,soep-core-2014-ju,393+,6,6,6
soep-core,soep-core-2014-ju,393+,7,7 Stimme voll zu,7 I totally agree
soep-core,soep-core-2014-ju,395+,1,mündliches Interview,Oral Interview
soep-core,soep-core-2014-ju,395+,2,"[Befragter hat den Fragebogen selbst ausgefüllt, und zwar] in Anwesenheit des Interviewers",Respondent completed the questionnaire him/herself in the presence of the interviewer
soep-core,soep-core-2014-ju,395+,3,"[Befragter hat den Fragebogen selbst ausgefüllt, und zwar] in Abwesenheit des Interviewers",Respondent completed the questionnaire him/herself in the absence of the interviewer
soep-core,soep-core-2014-ju,395+,4,"Teils mündlich, teils schriftlich ausgefüllt","Partly as an oral interview, partly him/herself"
soep-core,soep-core-2014-ju,396+,1,"Ja, Vater / Mutter","Yes, Father / Mother"
soep-core,soep-core-2014-ju,396+,2,"Ja, andere Person (ggf. Interviewer)","Yes, other person"
soep-core,soep-core-2014-ju,396+,3,Nein,No
soep-core,soep-core-2014-ju,398+,1,Bruder,Brother
soep-core,soep-core-2014-ju,398+,2,Schwester,Sister
soep-core,soep-core-2014-ju,399+,1,leiblich (ohne Zwillingsgeschwister),U!
soep-core,soep-core-2014-ju,399+,2,Zwilling (eineiig),U!
soep-core,soep-core-2014-ju,399+,3,Zwilling (zweieiig),U!
soep-core,soep-core-2014-ju,399+,4,Halbgeschwister,U!
soep-core,soep-core-2014-ju,399+,5,Stiefgeschwister,U!
soep-core,soep-core-2014-ju,399+,6,Adoptivgeschwister,U!
soep-core,soep-core-2014-ju,402+,1,Gesamtschule.,General secondary school („Gesamtschule“)
soep-core,soep-core-2014-ju,402+,2,gymnasiale Oberstufe,Upper secondary school („gymnasiale Oberstufe“)
soep-core,soep-core-2014-ju,402+,3,nichts davon,None of the above
soep-core,soep-core-2014-ju,403+,1,"Aussiedler, d.h. deutschstämmige Person aus osteuropäischen Staaten",Person of German descent from Eastern Europe
soep-core,soep-core-2014-ju,403+,2,"Deutscher, der im Ausland geboren und aufgewachsen ist",German who had lived abroad for a long period of time
soep-core,soep-core-2014-ju,403+,3,Bürger eines EU-Mitgliedstaates,Citizen of an EU country
soep-core,soep-core-2014-ju,403+,4,Asylbewerber oder Flüchtling,Asylum-seeker or refugee
soep-core,soep-core-2014-ju,403+,6,"Familiennachzug, z.B. als Kind eines Aufenthaltsberechtigten","Family immigration, e.g., a child of a legal resident"
soep-core,soep-core-2014-ju,403+,8,Mit einem Touristenvisum,With a tourist visa
soep-core,soep-core-2014-ju,403+,9,Nichts davon,None of these
soep-core,soep-core-2014-ju,404+,1,Niederlassungserlaubnis oder Daueraufenthaltsrecht für Bürger der EU oder des Europäischen Wirtschaftsraums,Permanent residency
soep-core,soep-core-2014-ju,404+,2,Befristete Aufenthaltserlaubnis,Temporary residency
soep-core,soep-core-2014-ju,404+,3,Duldung,Temporary suspension of deportation
soep-core,soep-core-2014-ju,404+,4,Touristenvisum,Tourist visa
soep-core,soep-core-2014-ju,404+,5,Nichts davon,None of the above
soep-core,soep-core-2014-ju,405+,1,SPD,SPD
soep-core,soep-core-2014-ju,405+,2,CDU,CDU
soep-core,soep-core-2014-ju,405+,3,CSU,CSU
soep-core,soep-core-2014-ju,405+,4,FDP,FDP
soep-core,soep-core-2014-ju,405+,5,Bündnis 90 / Die Grünen,Bündnis 90 / Die Grünen
soep-core,soep-core-2014-ju,405+,6,Die Linke,Die Linke
soep-core,soep-core-2014-ju,405+,7,DVU / Republikaner /NPD,DVU / Republikaner /NPD
soep-core,soep-core-2014-ju,405+,8,Andere,Other
soep-core,soep-core-2014-ju,405+,26,Piratenpartei,Piratenpartei
soep-core,soep-core-2014-ju,405+,27,AfD,AfD
soep-core,soep-core-2014-ju,406+,0,0 – ganz und gar unzufrieden,0 - completely dissatisfied
soep-core,soep-core-2014-ju,406+,1,1,1
soep-core,soep-core-2014-ju,406+,2,2,2
soep-core,soep-core-2014-ju,406+,3,3,3
soep-core,soep-core-2014-ju,406+,4,4,4
soep-core,soep-core-2014-ju,406+,5,5,5
soep-core,soep-core-2014-ju,406+,6,6,6
soep-core,soep-core-2014-ju,406+,7,7,7
soep-core,soep-core-2014-ju,406+,8,8,8
soep-core,soep-core-2014-ju,406+,9,9,9
soep-core,soep-core-2014-ju,406+,10,10 - ganz und gar zufrieden,10 - completely satisfied
soep-core,soep-core-2014-ju,53+,1,1 Trifft überhaupt nicht zu,1  Absolutly does not apply
soep-core,soep-core-2014-ju,53+,2,2,2
soep-core,soep-core-2014-ju,53+,3,3,3
soep-core,soep-core-2014-ju,53+,4,4,4
soep-core,soep-core-2014-ju,53+,5,5,5
soep-core,soep-core-2014-ju,53+,6,6,6
soep-core,soep-core-2014-ju,53+,7,7 Trifft voll zu,7  Fully applies
soep-core,soep-core-2014-ju,79+,1,Einfacher Dienst,Lower level
soep-core,soep-core-2014-ju,79+,2,Mittlerer Dienst,Middle level
soep-core,soep-core-2014-ju,79+,3,Gehobener Dienst,Upper level
soep-core,soep-core-2014-ju,79+,4,Höherer Dienst,Executive level
soep-core,soep-core-2014-ju,97+,1,"Ja, berufliche Ausbildung","Yes, vocational training"
soep-core,soep-core-2014-ju,97+,2,"Ja, Hochschulstudium","Yes, university degree"
soep-core,soep-core-2014-ju,97+,3,"Nein, keine abgeschlossene Ausbildung","No, he did not complete training or a university degree"
soep-core,soep-core-2014-ju,97+,4,Weiß nicht,Don't know
