study,dataset,variable,label,concept,questionnaire,question,item
soep-core,J14_A-KH,jber19,Anderen Menschen helfen,jber19,soep-core-2014-ju,55,jber19
soep-core,J14_A-KH,jges,Gegenwärtiger Gesundheitszustand,jges,soep-core-2014-ju,56,
soep-core,J14_A-KH,jgr,Größe,jgr,soep-core-2014-ju,57,jgr
soep-core,J14_A-KH,jkilo,Gewicht,jkilo,soep-core-2014-ju,58,jkilo
soep-core,J14_A-KH,jzuk01,Ausb./Stud.Platz bekommen Wunschberuf,jzuk01,soep-core-2014-ju,59,jzuk01
soep-core,J14_A-KH,jzuk02,Ausb./Studium abschl.,jzuk02,soep-core-2014-ju,59,jzuk02
soep-core,J14_A-KH,jzuk03,Arbeitsplatz finden,jzuk03,soep-core-2014-ju,59,jzuk03
soep-core,J14_A-KH,jzuk04,Erfolgreich sein,jzuk04,soep-core-2014-ju,59,jzuk04
soep-core,J14_A-KH,jzuk05,Arbeitslos werden,jzuk05,soep-core-2014-ju,59,jzuk05
soep-core,J14_A-KH,jzuk06,Aus famil. Gründen zurückstecken,jzuk06,soep-core-2014-ju,59,jzuk06
soep-core,J14_A-KH,jzuk07,Selbständig machen,jzuk07,soep-core-2014-ju,59,jzuk07
soep-core,J14_A-KH,jzuk08,Im Ausland arbeiten,jzuk08,soep-core-2014-ju,59,jzuk08
soep-core,J14_A-KH,jzuk09,Heiraten,jzuk09,soep-core-2014-ju,59,jzuk09
soep-core,J14_A-KH,jzuk10,Unverh. zusammenleben,jzuk10,soep-core-2014-ju,59,jzuk10
soep-core,J14_A-KH,jzuk11,1 Kind haben,jzuk11,soep-core-2014-ju,59,jzuk11
soep-core,J14_A-KH,jzuk12,mehrere Kinder haben,jzuk12,soep-core-2014-ju,59,jzuk12
soep-core,J14_A-KH,jgeb,Geburtsjahr,jgeb,soep-core-2014-ju,60,jgeb
soep-core,J14_A-KH,jgebmo,Geburtsmonat,jgebmo,soep-core-2014-ju,60,jgebmo
soep-core,J14_A-KH,jgebort1,Geb.Ort,jgebort1,soep-core-2014-ju,61,jgebort1
soep-core,J14_A-KH,jgebort2,Geb.Ort Zusatzangabe,jgebort2,soep-core-2014-ju,61,jgebort2
soep-core,J14_A-KH,jsta1,In Deutschland geb.,jsta1,soep-core-2014-ju,62,
soep-core,J14_A-KH,jsta2,Geburtsland,jsta2,soep-core-2014-ju,63,
soep-core,J14_A-KH,jsta2nr,Code Geburtsland,jsta2,soep-core-2014-ju,63,
soep-core,J14_A-KH,jzug01,Wann in Bundesrep. gezogen,jzug01,soep-core-2014-ju,64,jzug01
soep-core,J14_A-KH,jzug02,Zuwanderergruppe,jzug02,soep-core-2014-ju,65,
soep-core,J14_A-KH,jspzug1,Vor Zuzug Deutsch sprechen,jspzug1,soep-core-2014-ju,66,jspzug1
soep-core,J14_A-KH,jspzug2,Vor Zuzug Deutsch schreiben,jspzug2,soep-core-2014-ju,66,jspzug2
soep-core,J14_A-KH,jspzug3,Vor Zuzug Deutsch lesen,jspzug3,soep-core-2014-ju,66,jspzug3
soep-core,J14_A-KH,jmusp2,Jetzt Deutsch sprechen,jmusp2,soep-core-2014-ju,66,jmusp2
soep-core,J14_A-KH,jmusp3,Jetzt Deutsch schreiben,jmusp3,soep-core-2014-ju,66,jmusp3
soep-core,J14_A-KH,jmusp6,Jetzt Deutsch lesen,jmusp6,soep-core-2014-ju,66,jmusp6
soep-core,J14_A-KH,jsta3,Deutsche Staatsangehörigkeit,jsta3,soep-core-2014-ju,67,
soep-core,J14_A-KH,jsta4,2. Staatsangehörigkeit,jsta4,soep-core-2014-ju,68,
soep-core,J14_A-KH,jsta4x,2. Staatsangehörigkeit/Land,jsta4x,soep-core-2014-ju,68,jsta4x
soep-core,J14_A-KH,jsta4nr,Code 2. Staatsangehörigkeit,jsta4x,soep-core-2014-ju,68,jsta4x
soep-core,J14_A-KH,jsta5,Staatsang. seit Geburt,jsta5,soep-core-2014-ju,69,
soep-core,J14_A-KH,jsta5x,Staatsbürgerschaft vorher,jsta5x,soep-core-2014-ju,70,
soep-core,J14_A-KH,jsta5nr,Code Staatsbürgerschaft vorher,jsta5x,soep-core-2014-ju,70,
soep-core,J14_A-KH,jsta6,Seit wann deut. Staatsangeh.,jsta6,soep-core-2014-ju,71,jsta6
soep-core,J14_A-KH,jnat,Staatsangehörigkeit,jnat,soep-core-2014-ju,72,
soep-core,J14_A-KH,jnatnr,Code Staatsangehörigkeit,jnat,soep-core-2014-ju,72,
soep-core,J14_A-KH,jstat,Aufenthaltsstatus,jstat,soep-core-2014-ju,73,
soep-core,J14_A-KH,jkh01,Aufenthalt bis 15. LJ,jkh01,soep-core-2014-ju,74,
soep-core,J14_A-KH,jkh02,Heute noch dort,jkh02,soep-core-2014-ju,75,
soep-core,J14_A-KH,jbsanz,Anzahl Geschwister,jbsanz,soep-core-2014-ju,76,jbsanz
soep-core,J14_A-KH,jbsno,keine Geschwister,jbsno,soep-core-2014-ju,76,jbsno
soep-core,J14_A-KH,jbsj1,1. Geschw. Geb.Jahr,jbsj1,soep-core-2014-ju,76,jbsj1
soep-core,J14_A-KH,jbsmo1,1. Geschw. Geb.Monat,jbsmo1,soep-core-2014-ju,76,jbsmo1
soep-core,J14_A-KH,jbssex1,1. Geschw. Geschlecht,jbssex1,soep-core-2014-ju,76,jbssex1
soep-core,J14_A-KH,jbsart1,1. Geschw. Art,jbsart1,soep-core-2014-ju,76,jbsart1
soep-core,J14_A-KH,jbs15j1,1. Geschw. bis 15J zusammen,jbs15j1,soep-core-2014-ju,76,jbs15j1
soep-core,J14_A-KH,jbs15n1,1. Geschw. Jahre zusammen,jbs15n1,soep-core-2014-ju,76,jbs15n1
soep-core,J14_A-KH,jbsj2,2. Geschw. Geb.Jahr,jbsj1,soep-core-2014-ju,76,jbsj1
soep-core,J14_A-KH,jbsmo2,2. Geschw. Geb.Monat,jbsmo1,soep-core-2014-ju,76,jbsmo1
soep-core,J14_A-KH,jbssex2,2. Geschw. Geschlecht,jbssex1,soep-core-2014-ju,76,jbssex1
soep-core,J14_A-KH,jbsart2,2. Geschw. Art,jbsart1,soep-core-2014-ju,76,jbsart1
soep-core,J14_A-KH,jbs15j2,2. Geschw. bis 15J zusammen,jbs15j1,soep-core-2014-ju,76,jbs15j1
soep-core,J14_A-KH,jbs15n2,2. Geschw. Jahre zusammen,jbs15n1,soep-core-2014-ju,76,jbs15n1
soep-core,J14_A-KH,jbsj3,3. Geschw. Geb.Jahr,jbsj1,soep-core-2014-ju,76,jbsj1
soep-core,J14_A-KH,jbsmo3,3. Geschw. Geb.Monat,jbsmo1,soep-core-2014-ju,76,jbsmo1
soep-core,J14_A-KH,jbssex3,3. Geschw. Geschlecht,jbssex1,soep-core-2014-ju,76,jbssex1
soep-core,J14_A-KH,jbsart3,3. Geschw. Art,jbsart1,soep-core-2014-ju,76,jbsart1
soep-core,J14_A-KH,jbs15j3,3. Geschw. bis 15J zusammen,jbs15j1,soep-core-2014-ju,76,jbs15j1
soep-core,J14_A-KH,jbs15n3,3. Geschw. Jahre zusammen,jbs15n1,soep-core-2014-ju,76,jbs15n1
soep-core,J14_A-KH,jbsj4,4. Geschw. Geb.Jahr,jbsj1,soep-core-2014-ju,76,jbsj1
soep-core,J14_A-KH,jbsmo4,4. Geschw. Geb.Monat,jbsmo1,soep-core-2014-ju,76,jbsmo1
soep-core,J14_A-KH,jbssex4,4. Geschw. Geschlecht,jbssex1,soep-core-2014-ju,76,jbssex1
soep-core,J14_A-KH,jbsart4,4. Geschw. Art,jbsart1,soep-core-2014-ju,76,jbsart1
soep-core,J14_A-KH,jbs15j4,4. Geschw. bis 15J zusammen,jbs15j1,soep-core-2014-ju,76,jbs15j1
soep-core,J14_A-KH,jbs15n4,4. Geschw. Jahre zusammen,jbs15n1,soep-core-2014-ju,76,jbs15n1
soep-core,J14_A-KH,jbsj5,5. Geschw. Geb.Jahr,jbsj1,soep-core-2014-ju,76,jbsj1
soep-core,J14_A-KH,jbsmo5,5. Geschw. Geb.Monat,jbsmo1,soep-core-2014-ju,76,jbsmo1
soep-core,J14_A-KH,jbssex5,5. Geschw. Geschlecht,jbssex1,soep-core-2014-ju,76,jbssex1
soep-core,J14_A-KH,jbsart5,5. Geschw. Art,jbsart1,soep-core-2014-ju,76,jbsart1
soep-core,J14_A-KH,jbs15j5,5. Geschw. bis 15J zusammen,jbs15j1,soep-core-2014-ju,76,jbs15j1
soep-core,J14_A-KH,jbs15n5,5. Geschw. Jahre zusammen,jbs15n1,soep-core-2014-ju,76,jbs15n1
soep-core,J14_A-KH,jbsj6,6. Geschw. Geb.Jahr,jbsj1,soep-core-2014-ju,76,jbsj1
soep-core,J14_A-KH,jbsmo6,6. Geschw. Geb.Monat,jbsmo1,soep-core-2014-ju,76,jbsmo1
soep-core,J14_A-KH,jbssex6,6. Geschw. Geschlecht,jbssex1,soep-core-2014-ju,76,jbssex1
soep-core,J14_A-KH,jbsart6,6. Geschw. Art,jbsart1,soep-core-2014-ju,76,jbsart1
soep-core,J14_A-KH,jbs15j6,6. Geschw. bis 15J zusammen,jbs15j1,soep-core-2014-ju,76,jbs15j1
soep-core,J14_A-KH,jbs15n6,6. Geschw. Jahre zusammen,jbs15n1,soep-core-2014-ju,76,jbs15n1
