study,dataset,variable,label,concept,questionnaire,question,item
soep-core,bemuki2,bem21104,Kind begreift eher schnell/braucht mehr Zeit,bvergl4,soep-core-2014-e2,11,bvergl4
soep-core,bemuki2,bem21201,Kind spricht in ganzen Saetzen,bspr3,soep-core-2014-e2,12,bspr3
soep-core,bemuki2,bem21202,"Kind folgt Anweisungen, die es 5Min zuvor gehoert hat",bspr6,soep-core-2014-e2,12,bspr6
soep-core,bemuki2,bem21203,Kind nennt seinen Vor- und Nachnamen,bspr7,soep-core-2014-e2,12,bspr7
soep-core,bemuki2,bem21204,Kind hoert Geschichte 15 Min.o.laenger aufm.zu,bspr4,soep-core-2014-e2,12,bspr4
soep-core,bemuki2,bem21205,Kind ueberbringt einfache Nachrichten,bspr5,soep-core-2014-e2,12,bspr5
soep-core,bemuki2,bem21206,Kind isst selbstaendig mit dem Loeffel,ball1,soep-core-2014-e2,12,ball1
soep-core,bemuki2,bem21207,Kind putzt sich selbst die Nase,ball2,soep-core-2014-e2,12,ball2
soep-core,bemuki2,bem21208,Kind benutzt die Toilette,ball3,soep-core-2014-e2,12,ball3
soep-core,bemuki2,bem21209,Kind zieht sich Hosen/Unterhosen selbst an,ball4,soep-core-2014-e2,12,ball4
soep-core,bemuki2,bem21210,Kind putzt sich selbst die Zaehne,ball5,soep-core-2014-e2,12,ball5
soep-core,bemuki2,bem21211,Kind laeuft Treppen vorwaerts hinunter,bbew1,soep-core-2014-e2,12,bbew1
soep-core,bemuki2,bem21212,Kind klettert auf Klettergeruste und hohe Spielgeraete,bbew3,soep-core-2014-e2,12,bbew3
soep-core,bemuki2,bem21213,Kind schneidet mit Schere Papier durch,bbew4,soep-core-2014-e2,12,bbew4
soep-core,bemuki2,bem21214,Kind malt auf Papier erkennbare Formen,bbew5,soep-core-2014-e2,12,bbew5
soep-core,bemuki2,bem21215,Kind haelt Stifte richtig (o.Faust) um zu malen,bbew7,soep-core-2014-e2,12,bbew7
soep-core,bemuki2,bem21216,Kind nimmt teil an Spielen m.and.Kindern,bsoz2,soep-core-2014-e2,12,bsoz2
soep-core,bemuki2,bem21217,Kind beschaeftigt sich mit Rollenspielen,bsoz3,soep-core-2014-e2,12,bsoz3
soep-core,bemuki2,bem21218,Kind zeigt Vorliebe fuer Spielgefaehrten/Freunde,bsoz4,soep-core-2014-e2,12,bsoz4
soep-core,bemuki2,bem21219,Kind benennt eigene Gefuehle,bsoz5,soep-core-2014-e2,12,bsoz5
soep-core,bemuki2,bem21220,Kind wechselt sich mit anderen beim Spielen ab,bsoz7,soep-core-2014-e2,12,bsoz7
soep-core,bemuki2,bem21301,Umgangssprache des Kindes,bdtsch1,soep-core-2014-e2,13,
soep-core,bemuki2,bemdatt,Tag des Interviews,datt,soep-core-2014-e2,A,datt
soep-core,bemuki2,bemdatm,Monat des Interviews,datm,soep-core-2014-e2,A,datm
soep-core,bemuki2,bemdatst,Interview beendet Uhrzeit (Stunde),datst,soep-core-2014-e2,A,datst
soep-core,bemuki2,bemdatmi,Interview beendet Uhrzeit (Minuten),datmi,soep-core-2014-e2,A,datmi
soep-core,bemuki2,intid,Interviewer ID,,,,
soep-core,bemuki2,beeltpersnr,unveraenderliche Personennummer des Elternteils,,,,
soep-core,bemuki2,bemform,Befragungsform,,,,
