study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,filter,goto,concept,description,number
soep-core,soep-core-2014-e4,2,kgebm,,Monat,,Month,,int,,,,kgebm,,
soep-core,soep-core-2014-e4,3,,,Sind Sie die Mutter oder der Vater des Kindes?,,Are you the child’s mother or father?,,txt,,,,,,
soep-core,soep-core-2014-e4,3,dleib,,"Ja, und zwar:",,Yes:,,cat,q3,,,dleib,,
soep-core,soep-core-2014-e4,4,,,Wann wurde das Kind eingeschult?,,When did the child start school?,,txt,,,,,,
soep-core,soep-core-2014-e4,4,dschm,,Monat,,Month,,int,,,,dschm,,
soep-core,soep-core-2014-e4,4,dschj,,Jahr,,Year,,int,,,,dschj,,
soep-core,soep-core-2014-e4,4,dschno,,"Trifft nicht zu, Kind geht (noch) nicht zur Schule ",,Does not apply. Has not started school yet.,,bin,,,,dschno,,
soep-core,soep-core-2014-e4,4,dschgr,,"[Trifft nicht zu, Kind geht (noch) nicht zu Schule] Bitte Grund angeben:",,Please state the reason,,chr,,,,dschgr,,
soep-core,soep-core-2014-e4,5,,,Inwieweit entsprechen die folgenden Schulabschlüsse Ihrer persönlichen Idealvorstellung für die schulische Ausbildung des Kindes?,"Antworten Sie bitte anhand einer Skala von 1 bis 7.
Der Wert 1 bedeutet, dass der Abschluss „überhaupt nicht“, der Wert 7 „voll und ganz"" Ihren persönlichen Vorstellungen entspricht.
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.",To what extent do the following secondary school-leaving certificates correspond to the ideal education you would like for your child?,"Please answer on a scale from 1 to 7, where 1 means “not at all” and 7 means “completely”",txt,,,,,,
soep-core,soep-core-2014-e4,5,dsch1,,Hauptschulabschluss,,Lower secondary school-leaving certificate (Hauptschulabschluss),,cat,q5,,,dsch1,,
soep-core,soep-core-2014-e4,5,dsch2,,Realschulabschluss,,"Intermediate secondary school-leaving certificate (Mittlere Reife, Realschulabschluss)",,cat,q5,,,dsch2,,
soep-core,soep-core-2014-e4,5,dsch3,,Abitur,,Upper secondary school-leaving certificate (Abitur),,cat,q5,,,dsch3,,
soep-core,soep-core-2014-e4,6,,,"Und für wie wahrscheinlich halten Sie es, dass das Kind die Schule mit einem der folgenden Abschlüsse verlassen wird?","Antworten Sie bitte wieder anhand einer Skala von 1 bis 7.
Der Wert 1 bedeutet dieses Mal „ausgeschlossen“ und der Wert 7 bedeutet „ganz sicher"".",How likely do you think it is that your child will obtain one of the following school-leaving certificates?,"Please answer again on a scale from 1 to 7, where 1 means “not at all”, and 7 means “completely”",txt,,,,,,
soep-core,soep-core-2014-e4,6,dsch4,,Hauptschulabschluss,,Lower secondary school-leaving certificate (Hauptschulabschluss),,cat,q6,,,dsch4,,
soep-core,soep-core-2014-e4,6,dsch5,,Realschulabschluss,,"Intermediate secondary school-leaving certificate (Mittlere Reife, Realschulabschluss)",,cat,q6,,,dsch5,,
soep-core,soep-core-2014-e4,6,dsch6,,Abitur,,Upper secondary school-leaving certificate (Abitur),,cat,q6,,,dsch6,,
soep-core,soep-core-2014-e4,7,,,"Im Folgenden werden einige Eigenschaften und Fähigkeiten genannt, die man durch Erziehung fördern kann. Für wie wichtig halten Sie persönlich die folgenden Erziehungsziele? ",Bitte ein Kreuz pro Zeile!,"In the following, we list some traits and abilities that can be fostered through education. How important do you consider the following educational goals? It's important that",Please make one X per row.,txt,,,,,,
soep-core,soep-core-2014-e4,7,1,,Dass das Kind …,,The child …,,txt,,,,,,
soep-core,soep-core-2014-e4,7,derz01,,ein guter Schüler wird,,is a good student,,cat,q7,,,derz01,,
soep-core,soep-core-2014-e4,7,derz02,,sich gut mit anderen Kindern versteht,,gets along with other children,,cat,q7,,,derz02,,
soep-core,soep-core-2014-e4,7,derz03,,"sich dafür interessiert, wie und warum bestimmte Dinge passieren ",,is interested in how and why certain things happen,,cat,q7,,,derz03,,
soep-core,soep-core-2014-e4,7,derz04,,sich wie ein normales Mädchen bzw. wie ein normaler Junge verhält,,behaves like a normal girl or a normal boy,,cat,q7,,,derz04,,
soep-core,soep-core-2014-e4,7,derz05,,ehrlich ist,,is honest,,cat,q7,,,derz05,,
soep-core,soep-core-2014-e4,7,derz06,,gute Umgangsformen hat,,has good manners,,cat,q7,,,derz06,,
soep-core,soep-core-2014-e4,7,derz07,,Selbstbeherrschung besitzt,,has self-control,,cat,q7,,,derz07,,
soep-core,soep-core-2014-e4,7,derz08,,verantwortungsbewusst ist,,is responsible,,cat,q7,,,derz08,,
soep-core,soep-core-2014-e4,7,derz09,,auf andere Rücksicht nimmt,,shows consideration for others,,cat,q7,,,derz09,,
soep-core,soep-core-2014-e4,7,derz10,,seinen Eltern gehorcht,,obeys his/her parents,,cat,q7,,,derz10,,
soep-core,soep-core-2014-e4,7,derz11,,ein gutes Urteilsvermögen besitzt,,uses good judgment,,cat,q7,,,derz11,,
soep-core,soep-core-2014-e4,7,derz12,,ordentlich und sauber ist,,is clean and tidy,,cat,q7,,,derz12,,
soep-core,soep-core-2014-e4,7,derz13,,"sich bemüht, seine Ziele zu erreichen ",,makes an effort to achieve his/her goals,,cat,q7,,,derz13,,
soep-core,soep-core-2014-e4,7,derz14,,sich gut in Gruppen einfügen kann,,is able to fit in with a group,,cat,q7,,,derz14,,
soep-core,soep-core-2014-e4,7,derz15,,"lernt, sich im Leben auch gegen Widerstände durchzusetzen ",,learns to overcome obstacles in life,,cat,q7,,,derz15,,
soep-core,soep-core-2014-e4,7,derz16,,"zufrieden mit dem ist, was es hat und kann ",,is satisfied with the things he/she has and is able to do,,cat,q7,,,derz16,,
soep-core,soep-core-2014-e4,7,derz17,,"lernt, Risiken im Leben zu meiden ",,learns to avoid risks,,cat,q7,,,derz17,,
soep-core,soep-core-2014-e4,7,derz18,,"von anderen gemocht wird, liebenswert ist ",,"is liked by others, is likeable",,cat,q7,,,derz18,,
soep-core,soep-core-2014-e4,8,,,Wie häufig kommen folgende Dinge vor?,"Die folgenden Aussagen beziehen sich wieder auf Ihr Kind, oder das Kind Ihrer Partnerin/Ihres Partners hier im Haushalt. Bitte ein Kreuz pro Zeile! ",How frequently do the following things occur?,The following statements refer to your child or your partner’s child living here in the household. Please make one X per row.,txt,,,,,,
soep-core,soep-core-2014-e4,8,derz21,,"Ich zeige meinem Kind mit Worten und Gesten, dass ich es gerne habe ",,I use words and gestures to show my child that I love him/her.,,cat,q8,,,derz21,,
soep-core,soep-core-2014-e4,8,derz22,,Ich kritisiere mein Kind,,I criticize my child.,,cat,q8,,,derz22,,
soep-core,soep-core-2014-e4,8,derz23,,"Wenn mein Kind unterwegs war, frage ich nach, was es getan und erlebt hat.",,"I talk to my child about things he/she has done, seen, or experienced when he/she was out.",,cat,q8,,,derz23,,
soep-core,soep-core-2014-e4,8,derz24,,"Wenn mein Kind etwas gegen meinen Willen tut, bestrafe ich es ",,I punish my child when he/she is disobedient.,,cat,q8,,,derz24,,
soep-core,soep-core-2014-e4,8,derz25,,"Ich drohe meinem Kind eine Strafe an, bestrafe es aber dann doch nicht ",,"I threaten my child with punishment, but don't actually follow through with it.",,cat,q8,,,derz25,,
soep-core,soep-core-2014-e4,8,derz26,,"Wenn mein Kind außer Haus ist, weiß ich genau, wo es sich aufhält ",,"When my child is outside the home, I know exactly where he/she is.",,cat,q8,,,derz26,,
soep-core,soep-core-2014-e4,8,derz27,,Ich bin eher streng zu meinem Kind,,I tend to be strict with my child.,,cat,q8,,,derz27,,
soep-core,soep-core-2014-e4,8,derz28,,"Ich tröste mein Kind, wenn es traurig ist ",,I comfort my child when he/she feels sad.,,cat,q8,,,derz28,,
soep-core,soep-core-2014-e4,8,derz29,,"Ich schreie mein Kind an, wenn es etwas falsch gemacht hat ",,I shout at my child when he/she did something wrong.,,cat,q8,,,derz29,,
soep-core,soep-core-2014-e4,8,derz30,,"Ich halte mein Kind für undankbar, weil es mir nicht gehorcht ",,I feel that my child is ungrateful because he/she disobeys.,,cat,q8,,,derz30,,
soep-core,soep-core-2014-e4,8,derz31,,"Ich rede eine Zeit lang nicht mit meinem Kind, wenn es etwas angestellt hat... ",,I stop talking to my child for a while when he/she did something wrong.,,cat,q8,,,derz31,,
soep-core,soep-core-2014-e4,8,derz32,,"Ich gebe meinem Kind zu verstehen, dass es sich meinen Anordnungen und Entscheidungen nicht widersetzen soll ",,I make it clear to my child that he/she should not oppose orders and decisions.,,cat,q8,,,derz32,,
soep-core,soep-core-2014-e4,8,derz33,,Ich lobe mein Kind,,I praise my child.,,cat,q8,,,derz33,,
soep-core,soep-core-2014-e4,8,derz34,,"Ich beschimpfe mein Kind, weil ich wütend auf es bin ",,I scold my child when I am angry at him/her.,,cat,q8,,,derz34,,
soep-core,soep-core-2014-e4,8,derz35,,Ich versuche den Freundeskreis meines Kindes aktiv zu beeinflussen,,I try to actively influence my child's circle of friends.,,cat,q8,,,derz35,,
soep-core,soep-core-2014-e4,8,derz36,,Ich schwäche eine Bestrafung ab oder hebe sie vorzeitig auf,,I reduce punishments or lift them ahead of time.,,cat,q8,,,derz36,,
soep-core,soep-core-2014-e4,8,derz37,,"Ich bin enttäuscht und traurig, wenn mein Kind sich schlecht benommen hat ",qb,I am disappointed and sad when my child misbehaves.,,cat,q8,,,derz37,,
soep-core,soep-core-2014-e4,8,derz38,,Es fällt mir schwer in meiner Erziehung konsequent zu sein,,It is hard for me to be consistent in my childrearing.,,cat,q8,,,derz38,,
soep-core,soep-core-2014-e4,9,,,Wie fühlen Sie sich in Ihrer Elternrolle und inwieweit stimmen Sie den folgenden Aussagen zu oder nicht zu?,"Die folgenden Aussagen beziehen sich wieder auf Ihr Kind, oder das Kind Ihrer Partnerin/Ihres Partners hier im Haushalt. Bitte ein Kreuz pro Zeile! ",How do you feel in your role as a parent and to what extent do you agree with the following statements?,The following statements refer to your child or your partner’s child linving here in this household. Please make one X per row.,txt,,,,,,
soep-core,soep-core-2014-e4,9,delt01,,"Ich bin bereit, meine eigenen Wünsche denen meines Kindes zu opfern ",,I am willing to put my child's desires ahead of my own.,,cat,q9,,,delt01,,
soep-core,soep-core-2014-e4,9,delt02,,"Wenn mein Kind nicht gehorcht und etwas Verbotenes tut, will es mich ärgern ",,"When my child refuses to obey or does something she/he is not supposed to, it's because he/she is trying to annoy me.",,cat,q9,,,delt02,,
soep-core,soep-core-2014-e4,9,delt03,,"Ich habe das Gefühl, dass Betreuung und Erziehung meines Kindes mich völlig in Beschlag nehmen, mein ganzes Leben bestimmen ",,I feel that childcare and childrearing takes up all of my time and dominates my life.,,cat,q9,,,delt03,,
soep-core,soep-core-2014-e4,9,delt04,,"Ich wünschte, ich würde durch meine Elternpflichten nicht so gefangen genommen.",,I wish my parental responsibilities didn't tie me up so much.,,cat,q9,,,delt04,,
soep-core,soep-core-2014-e4,9,delt05,,"Wenn es Probleme in der Erziehung gibt, liegt das an meinem Kind ",,"When there are problems with childrearing, my child is to blame.",,cat,q9,,,delt05,,
soep-core,soep-core-2014-e4,9,delt06,,"Wenn ich mit meinem Kind zusammen bin, gibt es nichts anderes, was ich lieber täte ",,"When I am with my child, there’s nothing I would rather be doing.",,cat,q9,,,delt06,,
soep-core,soep-core-2014-e4,9,delt07,,Für das Wohl meines Kindes würde ich alles aushalten.,,I would put up with anything in my child's best interests.,,cat,q9,,,delt07,,
soep-core,soep-core-2014-e4,9,delt08,,"Ich denke, wenn mein Kind sich falsch verhält, macht es das mit Absicht ",,I think when my child misbehaves he/she is doing it intentionally.,,cat,q9,,,delt08,,
soep-core,soep-core-2014-e4,9,delt09,,"Ich lasse oft alles stehen und liegen, um mein Kind zu unterstützen ",,I often drop everything to help my child.,,cat,q9,,,delt09,,
soep-core,soep-core-2014-e4,9,delt10,,"Ich freue mich darauf, mit meinem Kind zusammen zu sein ",,I look forward to being with my child.,,cat,q9,,,delt10,,
soep-core,soep-core-2014-e4,10,,,Sind Sie selbst die Hauptbetreuungsperson des Kindes?,,Are you your child’s main caregiver?,,cat,q10,,2@A,dhbet,,
soep-core,soep-core-2014-e4,11,,,"Wenn Sie einmal an eine normale Woche denken: Gibt es außer Ihnen andere Personen oder Einrichtungen, die die Betreuung des Kindes zeitweise übernehmen? Wenn ja, welche Personen oder Einrichtungen sind das und wie viele Stunden pro Woche übernehmen sie die Betreuung? ",,"If you think about a normal week: are there any other people besides you who take care of your child? If so, who is it and how many hours per week do they help?",,txt,,10;dhbet=1,,,,
soep-core,soep-core-2014-e4,11,4,,Folgende Personen:,,The following persons:,,txt,,,,,,
soep-core,soep-core-2014-e4,11,dsit01,,(Ehe) Partner/in,,Spouse / Partner,,bin,,,,dsit01,,
soep-core,soep-core-2014-e4,11,dsit02,,"Vater / Mutter des Kindes, der / die außerhalb des Haushalts lebt.",,The child’s father/mother (living outside the household),,bin,,,,dsit02,,
soep-core,soep-core-2014-e4,11,dsit03,,Großeltern des Kindes,,The child’s grandparents,,bin,,,,dsit03,,
soep-core,soep-core-2014-e4,11,dsit04,,Ältere Geschwister des Kindes,,The child’s older brother/sister,,bin,,,,dsit04,,
soep-core,soep-core-2014-e4,11,dsit05,,Andere Verwandte,,Other relatives,,bin,,,,dsit05,,
soep-core,soep-core-2014-e4,11,dsit06,,"Kinderfrau, Au-pair ",,"childcare provider, Au-pair",,bin,,,,dsit06,,
soep-core,soep-core-2014-e4,11,dsit07,,"Andere (z.B. „Babysitter“, Eltern von Freunden des Kindes, Freunde oder Nachbarn) ",,"Other (babysitter, parents of the child's friends, friends or neighbors)",,bin,,,,dsit07,,
soep-core,soep-core-2014-e4,11,2,,Folgende Einrichtungen / Organisationen:,,Following institutions / organizations,,txt,,,,,,
soep-core,soep-core-2014-e4,11,dsit08,,"Schule (Unterricht, AGs, frei betreute Zeit) ",,"School (classes, after school groups)",,bin,,,,dsit08,,
soep-core,soep-core-2014-e4,11,dsit09,,Hort (Schulhort oder andere hortähnliche Einrichtungen),,After-school center,,bin,,,,dsit09,,
soep-core,soep-core-2014-e4,11,dsit10,,"Soziale Einrichtungen, Zentren, Freizeitorganisationen ",,Social service organization,,bin,,,,dsit10,,
soep-core,soep-core-2014-e4,11,dsitno,,"Nein, niemand ",,"No, nobody",,bin,,,,dsitno,,
soep-core,soep-core-2014-e4,11,dstd01,,[(Ehe) Partner/in] Stunden ,,Hours [spouse/partner],,int,,11:dsit01=1,,dstd01,,
soep-core,soep-core-2014-e4,11,dstd02,,"[Vater / Mutter des Kindes, der / die außerhalb des Haushalts lebt] Stunden ",,Hours [child's father/mother living outside the household],,int,,11:dsit02=1,,dstd02,,
soep-core,soep-core-2014-e4,11,dstd03,,[Großeltern des Kindes] Stunden ,,Hours [child's grandparents],,int,,11:dsit03=1,,dstd03,,
soep-core,soep-core-2014-e4,11,dstd04,,[Ältere Geschwister des Kindes] Stunden ,,Hours [child's older siblings],,int,,11:dsit04=1,,dstd04,,
soep-core,soep-core-2014-e4,11,dstd05,,[Andere Verwandte] Stunden ,,Hours [other relatives],,int,,11:dsit05=1,,dstd05,,
soep-core,soep-core-2014-e4,11,dstd06,,"[Kinderfrau, Au-pair] Stunden ",,Hours [childcare provider/au pair],,int,,11:dsit06=1,,dstd06,,
soep-core,soep-core-2014-e4,11,dstd07,,"[Andere (z.B. „Babysitter"", Eltern von Freunden des Kindes, Freunde oder Nachbarn)] Stunden ",,"Hours [other, e.g., babysitter, parents of a friend of the child, friends or neighbors]",,int,,11:dsit07=1,,dstd07,,
soep-core,soep-core-2014-e4,11,dstd08,,"[Schule (Unterricht, AGs, frei betreute Zeit)] Stunden ",,"Hours [school (classes, after-school activities]",,int,,11:dsit08=1,,dstd08,,
soep-core,soep-core-2014-e4,11,dstd09,,[Hort (Schulhort oder andere hortähnliche Einrichtungen)] Stunden ,,Hours [after-school daycare center],,int,,11:dsit09=1,,dstd09,,
soep-core,soep-core-2014-e4,11,dstd10,,"[Soziale Einrichtungen, Zentren, Freizeitorganisationen] Stunden ",,"Hours [social service organization, centers, recreational organizations]",,int,,11:dsit10=1,,dstd10,,
soep-core,soep-core-2014-e4,A,,,Welches Datum haben wir heute und um wie viel Uhr haben Sie den Fragebogen beendet?,,What’s the date today?,,txt,,,,,,
soep-core,soep-core-2014-e4,A,datt,,Tag,,Day,,int,,,,datt,,
soep-core,soep-core-2014-e4,A,datm,,Monat,,Month,,int,,,,datm,,
soep-core,soep-core-2014-e4,A,datst,,Stunde,,Hours,,int,,,,datst,,
soep-core,soep-core-2014-e4,A,datmi,,Minute,,Minute,,int,,,,datmi,,
soep-core,soep-core-2014-e4,B,,,Wie wurde die Befragung durchgeführt?,,How was the interview conducted?,,cat,qb,,,form,,
soep-core,soep-core-2014-e4,C,,,Interviewdauer,,Duration of the interview:,Please ask.,txt,,,,,,
soep-core,soep-core-2014-e4,C,dauer1,,Das mündliche (Teil-)Interview dauert … Minuten,,The oral (complete or partial) interview lasted … minutes,,int,,,,dauer1,,
soep-core,soep-core-2014-e4,C,dauer2,,Befragter brauchte zum Selbstausfüllen … Minuten,(bitte erfragen),The respondent needed … minutes to complete the questionnaire,,int,,,,dauer2,,
soep-core,soep-core-2014-e4,D,,,Sonstige Hinweise,,Other notes:,,chr,,,,text,,
soep-core,soep-core-2014-e4,Interviewer,,,,,,,txt,,,,,,
soep-core,soep-core-2014-e4,Interviewer,listnr,,Listen-Nr.,,List ID,,int,,,,listnr,,
soep-core,soep-core-2014-e4,Interviewer,lfdnr,,Lfd. Nr.,,Lfd ID,,int,,,,lfdnr,,
soep-core,soep-core-2014-e4,Interviewer,3,,Ich bestätige die korrekte Durchführung des Interviews:,,I confirm the proper execution of the interview.,,txt,,,,,,
soep-core,soep-core-2014-e4,Interviewer,intnr,,Abrechnungs-Nummer,,Account number,,int,,,,intnr,,
soep-core,soep-core-2014-e4,Interviewer,66,,Unterschrift des Interviewers,,Interviewer signature,,txt,,,,,,
