"study","name","title","author","year","abstract","cite","type","studies","url","doi"
"soep-core",15993,"Take It Easy! How Flexible Work Arrangements Bust the Commuting Life Satisfaction Nexus","Marco Kühne",2025,"Commuting to work can negatively affect people's well-being. This paper analyzes the effect of commuting distance on subjective well-being for employees under different work time regimes. The analysis is based on data from the German Socio-Economic Panel (GSOEP) for 2003–2021. The causal effect of commuting distance is identified by quasi-experimental changes for employees who experience firm relocation. Accounting for idiosyncratic unobserved effects, the results suggest that the loss in life satisfaction is about two and a half times higher for employees in non-flexible work arrangements than for those in a flexible work regime.","Marco Kühne. 2025: Take It Easy! How Flexible Work Arrangements Bust the Commuting Life Satisfaction Nexus. Bulletin of Economic Research (online first) ","02 SSCI Journal","SOEP-Core",,"10.1111/boer.70020"
"soep-core",15992,"The Minimum Wage in Germany: Institutional Setting and a Systematic Review of Key Findings","Matthias Dütsch, Clemens Ohlert, Arne Baumann",2025,"The introduction of a statutory minimum wage in Germany in 2015 aimed at improving the welfare of low-wage workers but was also accompanied by concerns about distortions in Europe’s largest economy. This paper provides a comprehensive survey of results from the evaluation of the German minimum wage by compiling recent descriptive evidence and a systematic literature review on causal effects through 2022. On 1 October 2022, the minimum wage was raised legislatively by 15 percent to 12 euros per hour, which affected approximately 5.8 million employees and 23 percent of companies. The war in Ukraine and the coronavirus pandemic hit minimum wage workers and minimum wage firms harder than the rest of the economy. The minimum wage thus far had the strongest causal effects directly after its introduction. Hourly wages increased, while working hours decreased, resulting in mixed effects on monthly wages. Overall employment fell slightly, with a decline in marginal employment in particular. Companies’ wage costs increased, and as productivity did not change, profits declined.","Matthias Dütsch, Clemens Ohlert, Arne Baumann. 2025: The Minimum Wage in Germany: Institutional Setting and a Systematic Review of Key Findings. Jahrbücher für Nationalökonomie und Statistik 245 (1-2), 113–151","03 Refereed Journal","SOEP-Core",,"10.1515/jbnst-2023-0038"
"soep-core",15991,"Changes in mode use after residential relocation: Attitudes and the built environment","Katja Schimohr, Eva Heinen, Petter Næss, Joachim Scheiner",2025,"After changes in the spatial environment induced by residential relocations, mode choice is prone to reconsideration. This study analyzes a panel dataset of 661 movers in Germany who were questioned before and after a move. We aim to determine the relationships between changes in the built environment, in travel attitudes, and in mode choice, accounting for possibly bi-directional relationships. Structural equation models are estimated for four different modes (car, bike, walking, and public transport). We observe that changes in the built environment impact mode choice: After relocating to more urban locations, active mode use increases while car and – unexpectedly – public transport use decrease. Travel attitudes do not directly influence residential location choice, only indirectly via search preferences. There is limited evidence for residential determination as attitudes towards most travel modes remain stable. We only observe changes in walking attitudes in response to changes in the built environment.","Katja Schimohr, Eva Heinen, Petter Næss, Joachim Scheiner. 2025: Changes in mode use after residential relocation: Attitudes and the built environment. Transportation Research Part D: Transport and Environment 139 104556","02 SSCI Journal","SOEP-Core; IAB-SOEP Migration Sample; IAB-BAMF-SOEP",,"10.1016/j.trd.2024.104556"
"soep-core",15990,"Trajectories of health-related quality of life across age cohorts: A longitudinal analysis of the German population over 16 years","C. Kasinger, L. Kriechel, S. Hahm, A. Reinwarth, B. Strauss, M. Beutel, E. Brähler, L. Altweck",2025,"Background Understanding the trajectories of health-related quality of life (HRQoL) across different age cohorts and sociodemographic factors is crucial for promoting healthy aging. This study aims to examine the course of physical and mental HRQoL over a 16-year period in a nationwide sample of the German population. Methods Data from the German Socio-Economic Panel spanning from 2002 to 2018 (N = 4111; female = 52.0%; age range = 18–81 years; agemean in 2002 = 45.65 years) was analyzed using latent growth curve modeling. Measures of mental and physical HRQoL were assessed using the SF-12 questionnaire. Sociodemographic variables including age, gender, region, income, education were examined as predictors of HRQoL trajectories. Findings The analysis revealed distinct trajectories for mental and physical HRQoL. Mental HRQoL showed a non-linear trend, peaking between the ages of 62–72, while physical HRQoL exhibited a linear decline with increasing age. Women consistently reported lower starting values for both mental and physical HRQoL across age cohorts. East Germans reported lower starting values for both dimensions of HRQoL compared to West Germans, although the gap in mental HRQoL narrowed over time. Higher income and education were associated with better HRQoL outcomes, particularly for physical HRQoL. Interpretation This study highlights the importance of considering age, gender, region, income, and education in understanding the trajectories of HRQoL. Target interventions for individuals with certain risk factors can contribute to enhance overall well-being in the population.","C. Kasinger, L. Kriechel, S. Hahm, A. Reinwarth, B. Strauss, M. Beutel, E. Brähler, L. Altweck. 2025: Trajectories of health-related quality of life across age cohorts: A longitudinal analysis of the German population over 16 years. Social Science & Medicine 366 117718","02 SSCI Journal","SOEP-Core",,"10.1016/j.socscimed.2025.117718"
"soep-core",15989,"Should I buy or should I go? The effect of the big five personality traits and satisfaction with life on E-bike ownership in Germany","Stefan Poier, Anna Maria Nikodemska-Wołowik, Michał Suchanek",2025,"A prerequisite for sustainable mobility is the move away from fossil fuels. In addition to the transportation sector and public transport, the electrification of individual transport also contributes to the mobility transition. In the present study, we conducted exploratory structural equation modelling using data (n = 14,008) from a large-scale nationwide household panel in Germany to investigate the influence of the big five personality traits and satisfaction with life on the purchase of e-bikes. All big five domains except conscientiousness showed significant, albeit feeble, direct effects on satisfaction with life and indirect effects on e-bike purchases. Conscientiousness, extraversion, agreeableness, and neuroticism, as well as satisfaction with life, had direct effects on e-bike purchases. In contrast, conscientiousness and extraversion were the only big five domains that showed total effects on the outcome. However, the positive effect of satisfaction with life on e-bike ownership was modest. In contrast, owning a photovoltaic system was the strongest predictor of e-bike purchase. At the same time, individuals born in East Germany were not only more dissatisfied with their lives and less likely to buy an e-bike.","Stefan Poier, Anna Maria Nikodemska-Wołowik, Michał Suchanek. 2025: Should I buy or should I go? The effect of the big five personality traits and satisfaction with life on E-bike ownership in Germany. Transport Policy 162 188–199","02 SSCI Journal","SOEP-Core",,"10.1016/j.tranpol.2024.12.004"
"soep-core",15988,"Detach to Thrive: Psychological Detachment from Work and Employee Well-Being","Mehrzad B. Baktash, Lisa Pütz",2025,"Psychological detachment from work implies mentally disconnecting from work during off-job time. Using representative longitudinal data from the German Socio-Economic Panel, we identify psychological detachment from work as a key driver of employee well-being. This finding holds for a broad set of well-being indicators, including emotional responses, job satisfaction, life domain satisfactions, and global life satisfaction. Importantly, heterogeneity analyses reveal that detachment affects different subgroups of employees to a similar extent, indicating that the impact of detachment on employee well-being is universal. We further find that detachment mattered for employee well-being before as well as during the Covid-19 pandemic. Overall, organizations and policy makers could foster psychological detachment to increase employee well-being. Given that employees nowadays search for happiness at work, ensuring psychological detachment becomes also relevant in the war for talent.","Mehrzad B. Baktash, Lisa Pütz. 2025: Detach to Thrive: Psychological Detachment from Work and Employee Well-Being. Journal of Happiness Studies 26 (4), 54","02 SSCI Journal","SOEP-Core",,"10.1007/s10902-025-00883-7"
"soep-core",15987,"Employment quality and mental health in Germany: The mismatch of low employment quality with work and family values by gender","Deborah De Moortel, Rebeka Balogh, Miriam Engels, Julie Vanderleyden",2025,"Empirical evidence on whether low-quality employment is detrimental to workers’ mental health is mostly cross-sectional and empirical evidence on pathways linking employment quality (EQ) to mental health remains scarce. Consequently, this study examines subsequent mental health associations of low-quality employment. Associations between EQ and mental health are investigated through a typology of employment arrangements. This study also investigates whether the relation between EQ types and subsequent mental health is different for workers with varying intensities of work and family values (i.e., importance of success at work and of having children, respectively) across genders. Using a large representative German panel dataset and Latent Class Cluster Analysis, EQ types are built and linked to mental health two years later. We assess two- and three-way interactions between EQ types and values, and between EQ types, gender and values, respectively. We found six EQ types: SER-like, precarious unsustainable, precarious full-time, SER-light, portfolio and protected part-time employment. Controlled for socio-demographic characteristics, precarious unsustainable employment for men and precarious full-time employment for women were associated to lower mental health after two years, compared to SER-like employment. Although protected part-time employment related to worse mental health for those with moderate to strong work and family values, compared to those with mild values, the interactions show an unclear pattern of the moderating role of values for the relation between EQ and subsequent mental health, for both men and women. This study should be replicated in other countries to confirm similar associations.","Deborah De Moortel, Rebeka Balogh, Miriam Engels, Julie Vanderleyden. 2025: Employment quality and mental health in Germany: The mismatch of low employment quality with work and family values by gender. Social Science & Medicine 371 117906","02 SSCI Journal","SOEP-Core",,"10.1016/j.socscimed.2025.117906"
"soep-core",15986,"Angry together or agitated alone? The role of social capital in the geographies of discontent","Luise Koeppen, Dimitris Ballas, Arjen Edzes, Sierdjan Koster",2025,"Research on the spatial variation in ‘populist’ and ‘anti-establishment’ voting focuses on the role of ‘left behind places’, where these parties are particularly successful in regions that have been left behind economically or culturally. Applying this perspective to the German case, this paper examines the spatial distribution of ‘populist’ and ‘anti-establishment’ voting. Using micro-data from the German Socio-Economic Panel (GSOEP) and official regional statistics at NUTS 3 level, we construct a multilevel model to investigates the roles of socio-economic and demographic contextual and individual level determinants with the intention to vote for AfD, die Linke, and radical right or ‘anti-establishment’ parties in general in the 2017 federal election. Specifically, we explore how social capital – encompassing interpersonal relations and civic engagement – affects the likelihood of voting for these parties. Although social capital is commonly thought of as a shielding effect against ‘populist’ and ‘anti-establishment’ voting and strengthening political representation, its influence on anti-establishment voting remains vague. Based on original survey data from 2017, the results show that indicators of interpersonal relations and civic engagement in networks of civil society, specific forms of social capital, seem to play an important role in affecting voting behaviour, revealing that civically involved individuals are more likely to support established democratic parties, rather than voting for a ‘populist’ or ‘anti-establishment’ party.","Luise Koeppen, Dimitris Ballas, Arjen Edzes, Sierdjan Koster. 2025: Angry together or agitated alone? The role of social capital in the geographies of discontent. Regional Science Policy & Practice 17 (6), 100185","021 ESCI Journal","SOEP-Core",,"10.1016/j.rspp.2025.100185"
"soep-core",15985,"Private Life Preference and Life Satisfaction","Klaus Birkelbach, Heiner Meulemann, Christian Sondergeld, Veronika Witt",2025,"Life satisfaction should be analysed focussing on the institutionalized occupational and private life, on preferences, and on the life course and controlling for life success. To do so, four hypotheses are tested. (1) Private life preference affects private life satisfaction positively, and occupational life satisfaction negatively. (2) Private life preference is affected by private life satisfaction positively, and occupational life satisfaction negatively. (3) Both satisfactions and private life preference are stable over the life course. (4) In each domain, success affects satisfaction positively. The sample consists of – socially selected – German high school students at age 16 which have been re-interviewed at age 30, 43, 56, and 66. Among the 1013 permanent respondents, the hypotheses are investigated by structural equation models with random effects. Hypothesis (1) and (2) are confirmed for occupational life, yet not for private life. Hypothesis (3) is confirmed throughout. Hypothesis (4) is confirmed for occupational life, but only partly for private life. Paradoxically, the everyday prominence of private life excludes its determination by the preference for it.","Klaus Birkelbach, Heiner Meulemann, Christian Sondergeld, Veronika Witt. 2025: Private Life Preference and Life Satisfaction. Applied Research in Quality of Life 20 (3), 1139–1162","02 SSCI Journal","SOEP-Core",,"10.1007/s11482-025-10445-x"
"soep-core",15984,"From parenthood to planet care? The evolution of environmental and climate concerns during family formation","Gundula Zoch, Nicole Kapelle",2025,"We examine the effect of childbirth on parents’ environmental and climate concerns, focusing on potentially dynamic changes in concerns within a time span of 2 years before and up to 10 years after birth. Additionally, we explore the effect of heterogeneities by gender and educational attainment. Using long-running survey data from the German Socio-economic Panel Study (GSOEP, 1984–2020, N = 108,340) and estimating linear probability models with fixed-effects, we contribute substantially to previous research that has been limited by cross-sectional approaches with mixed or even contradictory results. Contrary to the popular notion that childbirth leads to higher levels of environmentalism based on legacy motives, our results suggest marginal and mostly negative effects of childbirth on environmental and climate concerns, particularly in the first years after birth. Over time, however, these negative effects diminish and turn slightly positive, indicating increased concerns. We found gender differences varying by concern domain and nuances of different effect directions by educational attainment, highlighting the complex nature of the nexus between family formation, gender, and environmentalism. Recent parents’ slightly reduced focus on environmental and climate challenges may reflect denial mechanisms during highly stressful times, as they prioritize immediate and novel challenges associated with parenthood, often leading to an increase in less environmentally favorable behaviors.","Gundula Zoch, Nicole Kapelle. 2025: From parenthood to planet care? The evolution of environmental and climate concerns during family formation. Population and Environment 47 (2), 23","02 SSCI Journal","SOEP-Core",,"10.1007/s11111-025-00490-x"
"soep-core",15983,"Order Out of Chaos: A Specification Curve Analysis of Age and Wellbeing","Kausik Chaudhuri, Alan Piper",2025,"The empirical literature on the relationship between age and well-being is characterised by an unusually persistent series of disagreements over data, method, and interpretation. Previous attempts to advance the discussion have involved different scholars’ specific prescriptions, which were often in near total contradiction to other scholars’ attempts to do the same. Instead, we use specification curve analysis to provide a structured and transparent resolution to these disputes. This also helps to illuminate the sensitivity of findings to key analytical decisions. With twenty-five years of panel data from the UK and Germany, we show that most of the specifications are consistent with a turning point for wellbeing in midlife, with a decline to that point and increase thereafter. The consistency of the finding renders some of the previous debate moot. Furthermore, this robust result is supportive of much theoretical discussion from different disciplines and areas of enquiry.","Kausik Chaudhuri, Alan Piper. 2025: Order Out of Chaos: A Specification Curve Analysis of Age and Wellbeing. SOEPpapers 1235. Berlin: DIW Berlin","32 SOEPpaper","SOEP v38, SOEP-Core","https://www.diw.de/de/diw_01.c.994276.de/publikationen/soeppapers/2025_1235/order_out_of_chaos__a_specification_curve_analysis_of_age_and_wellbeing.html",
"soep-core",15982,"Intra-couple gaps in retirees’ financial resources: their extent and predictors across Eastern and Western Germany","Nicole Kapelle, Andreas P. Weiland",2025,"Intra-couple disparities in economic resources are often downplayed, yet they substantially affect power dynamics, marital satisfaction, and financial well-being during the marriage and have lasting economic consequences in the event of separation. With the growing privatization of old-age security amidst population aging and welfare cuts, understanding economic intra-couple disparities among retired couples and their life-course drivers is increasingly important. Expanding on research that predominantly focused on either singular economic resources or life-course contexts, we use data from the German Socio-Economic Panel Study (2002–2017) to examine intra-couple gaps in both pension wealth and personal net wealth between older spouses in Eastern (n = 846) and Western (n = 2,331) Germany. We find pronounced regional disparities: pension wealth gaps of 12% in Eastern and 53% in Western Germany, contrasted with net wealth gaps of 21% and 8%, respectively. Regression analyses reveal that differences in spouses’ employment histories primarily account for pension wealth disparities within couples but do not explain net wealth inequalities. This suggests that couples may view net wealth, particularly housing wealth, as a shared asset. Our findings underscore the need for continued monitoring of intra-couple economic inequalities, especially as evolving marital norms and increasing individualization may reshape financial dynamics within marriages.","Nicole Kapelle, Andreas P. Weiland. 2025: Intra-couple gaps in retirees’ financial resources: their extent and predictors across Eastern and Western Germany. European Societies 27 (2), 288–319","02 SSCI Journal","SOEP-Core",,"10.1162/euso_a_00013"
"soep-core",15981,"Immigrant labor market dynamics in Germany by family status","Chia Liu, Hill Kulu",2025,"Background: The labor market activities of immigrants are diverse and highly gendered. Few studies have examined these disparities by legal entry pathway in a multi-state framework that accounts for multiple entries to and exits from the market. Objective: We analyze immigrants’ timing and level of participation in training and labor market activities by gender, parity, and legal entry pathway. Methods: Using data from the German Socio-Economic Panel (GSOEP), we employ competing-risks event history models, treating labor market attachment as a multi-state process. Results: Immigrants from Europe, ex-Yugoslavia, and the former Soviet Union exhibit higher levels of labor market attachment than immigrants from Turkey, Africa, and West Asia. However, we find that the presence of children is more negatively linked to women’s labor force participation for Europeans than non-Europeans. Turkish, West Asian, and African immigrant women are less likely to return to the labor market once they exit. Conclusions: The greater impact of motherhood on the labor market participation of European immigrant women than that of non-European immigrant women is due to their higher participation when childless. However, overall, non-European immigrant women show markedly lower attachment to the labor market regardless of motherhood status. Contribution: This research sheds light on how gender, origin, and entry pathway intersect with family processes, particularly among women, contributing to a deeper understanding of immigrant labor dynamics.","Chia Liu, Hill Kulu. 2025: Immigrant labor market dynamics in Germany by family status. Demographic Research 53 (33), 1063–1100","02 SSCI Journal","SOEP-Core",,"10.4054/DemRes.2025.53.33"
"soep-core",15980,"How nuclear power hurts the Greens: Evidence from German nuclear power plants","António Valentim, Heike Klüver, Cornelius Erfort",2025,"What are the electoral consequences of nuclear energy for Green parties? Despite the centrality of nuclear opposition to Green party platforms, and the social movements that helped them emerge, little research has examined the electoral impact of this stance. Building on work on energy transitions and local political economy, we propose that the economic benefits of nuclear power can mitigate local public opposition to such otherwise unpopular energy policies. We test this by analyzing the effect of nuclear power plants on electoral support for the German Greens, one of the most vocal opponents of nuclear energy. Using a novel dataset that combines the geolocation of nuclear plants with voting records since the 1980s, and employing difference-in-differences and instrumental variable designs, we find that the opening of nuclear plants correlates with a decrease in Green party vote share. These findings are relevant for understanding Green parties, energy transitions, and unpopular policies.","António Valentim, Heike Klüver, Cornelius Erfort. 2025: How nuclear power hurts the Greens: Evidence from German nuclear power plants. Electoral Studies 96 102959","02 SSCI Journal","SOEP-Core",,"10.1016/j.electstud.2025.102959"
