study,instrument,answer_list,value,label,label_de
soep-core,soep-core-2021-soeprki2-2,10079M4652,5,Definitely not get vaccinated,Auf keinen Fall impfen
soep-core,soep-core-2021-soeprki2-2,10079M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,10080M4652,1,Applies completely,Voll und ganz zutreffend
soep-core,soep-core-2021-soeprki2-2,10080M4652,2,Tends to apply,Eher zutreffend
soep-core,soep-core-2021-soeprki2-2,10080M4652,3,Partly applicable,Teils / teils zutreffend
soep-core,soep-core-2021-soeprki2-2,10080M4652,4,Tends not to apply,Eher nicht zutreffend
soep-core,soep-core-2021-soeprki2-2,10080M4652,5,Does not apply at all,Gar nicht zutreffend
soep-core,soep-core-2021-soeprki2-2,10080M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,10081M4652,1,Much better,Viel besser
soep-core,soep-core-2021-soeprki2-2,10081M4652,2,Slightly better,Etwas besser
soep-core,soep-core-2021-soeprki2-2,10081M4652,3,Around the same,Etwa gleich
soep-core,soep-core-2021-soeprki2-2,10081M4652,4,Slightly worse,Etwas schlechter
soep-core,soep-core-2021-soeprki2-2,10081M4652,5,Much worse,Viel schlechter
soep-core,soep-core-2021-soeprki2-2,10081M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,10082M4652,1,Yes,Ja
soep-core,soep-core-2021-soeprki2-2,10082M4652,2,No,Nein
soep-core,soep-core-2021-soeprki2-2,10082M4652,3,Does not apply,Trifft nicht zu
soep-core,soep-core-2021-soeprki2-2,10082M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,10083M4652,1,"No, I walk / cycle just as much","Nein, ich gehe / fahre genauso viel"
soep-core,soep-core-2021-soeprki2-2,10083M4652,2,"Yes, I walk / cycle less","Ja, ich gehe / fahre weniger"
soep-core,soep-core-2021-soeprki2-2,10083M4652,3,"Yes, I walk / cycle more","Ja, ich gehe / fahre mehr"
soep-core,soep-core-2021-soeprki2-2,10083M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,10084M4652,1,1 Very well,1 Sehr gut
soep-core,soep-core-2021-soeprki2-2,10084M4652,2,2,2
soep-core,soep-core-2021-soeprki2-2,10084M4652,3,3,3
soep-core,soep-core-2021-soeprki2-2,10084M4652,4,4,4
soep-core,soep-core-2021-soeprki2-2,10084M4652,5,5 Very badly,5 Sehr schlecht
soep-core,soep-core-2021-soeprki2-2,10084M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,10085M4652,1,Never,Nie
soep-core,soep-core-2021-soeprki2-2,10085M4652,2,Occasionally,Manchmal
soep-core,soep-core-2021-soeprki2-2,10085M4652,3,Often,Oft
soep-core,soep-core-2021-soeprki2-2,10085M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,10086M4652,1,Does not apply at all,Gar nicht zutreffend
soep-core,soep-core-2021-soeprki2-2,10086M4652,2,Tends not to apply,Eher nicht zutreffend
soep-core,soep-core-2021-soeprki2-2,10086M4652,3,Partly applicable,Teils / teils zutreffend
soep-core,soep-core-2021-soeprki2-2,10086M4652,4,Tends to apply,Eher zutreffend
soep-core,soep-core-2021-soeprki2-2,10086M4652,5,Applies completely,Voll und ganz zutreffend
soep-core,soep-core-2021-soeprki2-2,10086M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,10087M4652,1,In German,Auf Deutsch
soep-core,soep-core-2021-soeprki2-2,10087M4652,2,In English,Auf Englisch
soep-core,soep-core-2021-soeprki2-2,10087M4652,3,In my native language (if it is not German or English),In meiner Muttersprache (wenn diese nicht Deutsch oder Englisch ist)
soep-core,soep-core-2021-soeprki2-2,10087M4652,4,In another language,In einer anderen Sprache
soep-core,soep-core-2021-soeprki2-2,10087M4652,5,I don't look for information about it,Ich informiere mich nicht
soep-core,soep-core-2021-soeprki2-2,10087M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,10088M4652,1,Not at all,Überhaupt nicht
soep-core,soep-core-2021-soeprki2-2,10088M4652,2,Seldom,Selten
soep-core,soep-core-2021-soeprki2-2,10088M4652,3,Occasionally,Gelegentlich
soep-core,soep-core-2021-soeprki2-2,10088M4652,4,Often,Oft
soep-core,soep-core-2021-soeprki2-2,10088M4652,5,Very often,Sehr oft
soep-core,soep-core-2021-soeprki2-2,10088M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,10089M4652,1,Not stressed out at all,Gar nicht belastet
soep-core,soep-core-2021-soeprki2-2,10089M4652,2,Slightly stressed out,Wenig belastet
soep-core,soep-core-2021-soeprki2-2,10089M4652,3,Quite stressed out,Eher belastet
soep-core,soep-core-2021-soeprki2-2,10089M4652,4,Affected severely,Stark belastet
soep-core,soep-core-2021-soeprki2-2,10089M4652,5,Does not apply,Trifft nicht zu
soep-core,soep-core-2021-soeprki2-2,10089M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,10090M4652,1,Disagree completely,Stimme überhaupt nicht zu
soep-core,soep-core-2021-soeprki2-2,10090M4652,2,Tend to disagree,Stimmer eher nicht zu
soep-core,soep-core-2021-soeprki2-2,10090M4652,3,Agree,Stimme eher zu
soep-core,soep-core-2021-soeprki2-2,10090M4652,4,Agree completely,Stimme voll und ganz zu
soep-core,soep-core-2021-soeprki2-2,10090M4652,5,Don‘t know,Weiß nicht
soep-core,soep-core-2021-soeprki2-2,10090M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,10091M4652,1,[de] BionTech/Pfizer (Comirnaty),BionTech/Pfizer (Comirnaty)
soep-core,soep-core-2021-soeprki2-2,10091M4652,2,"[de] Moderna (Spikevax, Covid-19 Vaccine Moderna)","Moderna (Spikevax, Covid-19 Vaccine Moderna)"
soep-core,soep-core-2021-soeprki2-2,10091M4652,3,[de] AstraZeneca (Vaxzervria),AstraZeneca (Vaxzervria)
soep-core,soep-core-2021-soeprki2-2,10091M4652,4,[de] Johnson & Johnson (Janssen),Johnson & Johnson (Janssen)
soep-core,soep-core-2021-soeprki2-2,10091M4652,5,[de] Ein anderer Impfstoff,Ein anderer Impfstoff
soep-core,soep-core-2021-soeprki2-2,10091M4652,6,[de] Weiß ich nicht,Weiß ich nicht
soep-core,soep-core-2021-soeprki2-2,10091M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,10092M4652,1,[de] In einem Impfzentrum,In einem Impfzentrum
soep-core,soep-core-2021-soeprki2-2,10092M4652,2,[de] In einer Arztpraxis,In einer Arztpraxis
soep-core,soep-core-2021-soeprki2-2,10092M4652,3,"[de] In der Einrichtung, in der ich lebe, z. B. Altenpflegeheim, Gemeinschaftsunterkunft","In der Einrichtung, in der ich lebe, z. B. Altenpflegeheim, Gemeinschaftsunterkunft"
soep-core,soep-core-2021-soeprki2-2,10092M4652,4,"[de] Am Arbeitsplatz, z. B. durch den Betriebsarzt","Am Arbeitsplatz, z. B. durch den Betriebsarzt"
soep-core,soep-core-2021-soeprki2-2,10092M4652,5,[de] Zu Hause,Zu Hause
soep-core,soep-core-2021-soeprki2-2,10092M4652,6,"[de] Anderer Ort, z B. Supermarkt, Gemeindezentrum, Flughafen, Schule, Impfmobil","Anderer Ort, z B. Supermarkt, Gemeindezentrum, Flughafen, Schule, Impfmobil"
soep-core,soep-core-2021-soeprki2-2,10092M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,108M4652,1,Very good,Sehr gut
soep-core,soep-core-2021-soeprki2-2,108M4652,2,Good,Gut
soep-core,soep-core-2021-soeprki2-2,108M4652,3,Satisfactory,Zufriedenstellend
soep-core,soep-core-2021-soeprki2-2,108M4652,4,Poor,Weniger gut
soep-core,soep-core-2021-soeprki2-2,108M4652,5,Bad,Schlecht
soep-core,soep-core-2021-soeprki2-2,108M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,109M4652,1,A lot,Stark
soep-core,soep-core-2021-soeprki2-2,109M4652,2,A little,Ein wenig
soep-core,soep-core-2021-soeprki2-2,109M4652,3,Not at all,Gar nicht
soep-core,soep-core-2021-soeprki2-2,109M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,1234M4652,1,No,Nein
soep-core,soep-core-2021-soeprki2-2,1234M4652,2,Yes,Ja
soep-core,soep-core-2021-soeprki2-2,1234M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,185M4652,1,Yes,Ja
soep-core,soep-core-2021-soeprki2-2,185M4652,2,No,Nein
soep-core,soep-core-2021-soeprki2-2,185M4652,3,Don't know,Weiß nicht
soep-core,soep-core-2021-soeprki2-2,185M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,1M4652,1,Yes,Ja
soep-core,soep-core-2021-soeprki2-2,1M4652,2,No,Nein
soep-core,soep-core-2021-soeprki2-2,1M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,211M4652,1,Never,Nie
soep-core,soep-core-2021-soeprki2-2,211M4652,2,Rarely,Selten
soep-core,soep-core-2021-soeprki2-2,211M4652,3,Sometimes,Manchmal
soep-core,soep-core-2021-soeprki2-2,211M4652,4,Often,Oft
soep-core,soep-core-2021-soeprki2-2,211M4652,5,Always,Immer
soep-core,soep-core-2021-soeprki2-2,211M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,4647M4652,1,In Germany,In Deutschland
soep-core,soep-core-2021-soeprki2-2,4647M4652,2,Abroad,Im Ausland
soep-core,soep-core-2021-soeprki2-2,4647M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2-2,966M4652,1,Greatly,Immer
soep-core,soep-core-2021-soeprki2-2,966M4652,2,Often,Oft
soep-core,soep-core-2021-soeprki2-2,966M4652,3,Sometimes,Manchmal
soep-core,soep-core-2021-soeprki2-2,966M4652,4,Almost never,Fast nie
soep-core,soep-core-2021-soeprki2-2,966M4652,5,Never,Nie
soep-core,soep-core-2021-soeprki2-2,966M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,10077M4652,1,BioNTech/Pfizer (Comirnaty),BionTech/Pfizer (Comirnaty)
soep-core,soep-core-2021-soeprki2,10077M4652,2,"Moderna (Spikevax, COVID-19 Vaccine Moderna)","Moderna (Spikevax, Covid-19 Vaccine Moderna)"
soep-core,soep-core-2021-soeprki2,10077M4652,3,AstraZeneca (Vaxzevria),AstraZeneca (Vaxzevria)
soep-core,soep-core-2021-soeprki2,10077M4652,4,Johnson & Johnson (Janssen),Johnson & Johnson (Janssen)
soep-core,soep-core-2021-soeprki2,10077M4652,5,A different vaccine,Ein anderer Impfstoff
soep-core,soep-core-2021-soeprki2,10077M4652,6,I don’t know,Weiß ich nicht
soep-core,soep-core-2021-soeprki2,10077M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,10078M4652,1,In a vaccination centre,In einem Impfzentrum
soep-core,soep-core-2021-soeprki2,10078M4652,2,In a doctor's practice,In einer Arztpraxis
soep-core,soep-core-2021-soeprki2,10078M4652,3,"In the facility where I live, e.g. nursing home, shared accommodation","In der Einrichtung, in der ich lebe, z. B. Altenpflegeheim, Gemeinschaftsunterkunft"
soep-core,soep-core-2021-soeprki2,10078M4652,4,"In my workplace, e.g. from the company doctor","Am Arbeitsplatz, z. B. durch den Betriebsarzt"
soep-core,soep-core-2021-soeprki2,10078M4652,5,At home,Zu Hause
soep-core,soep-core-2021-soeprki2,10078M4652,6,"Other location, e.g. supermarket, community centre, airport, school, vaccination van","Anderer Ort, z. B. Supermarkt, Gemeindezentrum, Flughafen, Schule, Impfmobil"
soep-core,soep-core-2021-soeprki2,10078M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,10079M4652,1,Definitely get vaccinated,Auf jeden Fall impfen
soep-core,soep-core-2021-soeprki2,10079M4652,2,Probably get vaccinated,Eher impfen
soep-core,soep-core-2021-soeprki2,10079M4652,3,Undecided,Unentschlossen
soep-core,soep-core-2021-soeprki2,10079M4652,4,Probably not get vaccinated,Eher nicht impfen
soep-core,soep-core-2021-soeprki2,10079M4652,5,Definitely not get vaccinated,Auf keinen Fall impfen
soep-core,soep-core-2021-soeprki2,10079M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,10080M4652,1,Applies completely,Voll und ganz zutreffend
soep-core,soep-core-2021-soeprki2,10080M4652,2,Tends to apply,Eher zutreffend
soep-core,soep-core-2021-soeprki2,10080M4652,3,Partly applicable,Teils / teils zutreffend
soep-core,soep-core-2021-soeprki2,10080M4652,4,Tends not to apply,Eher nicht zutreffend
soep-core,soep-core-2021-soeprki2,10080M4652,5,Does not apply at all,Gar nicht zutreffend
soep-core,soep-core-2021-soeprki2,10080M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,10081M4652,1,Much better,Viel besser
soep-core,soep-core-2021-soeprki2,10081M4652,2,Slightly better,Etwas besser
soep-core,soep-core-2021-soeprki2,10081M4652,3,Around the same,Etwa gleich
soep-core,soep-core-2021-soeprki2,10081M4652,4,Slightly worse,Etwas schlechter
soep-core,soep-core-2021-soeprki2,10081M4652,5,Much worse,Viel schlechter
soep-core,soep-core-2021-soeprki2,10081M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,10082M4652,1,Yes,Ja
soep-core,soep-core-2021-soeprki2,10082M4652,2,No,Nein
soep-core,soep-core-2021-soeprki2,10082M4652,3,Does not apply,Trifft nicht zu
soep-core,soep-core-2021-soeprki2,10082M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,10083M4652,1,"No, I walk / cycle just as much","Nein, ich gehe / fahre genauso viel"
soep-core,soep-core-2021-soeprki2,10083M4652,2,"Yes, I walk / cycle less","Ja, ich gehe / fahre weniger"
soep-core,soep-core-2021-soeprki2,10083M4652,3,"Yes, I walk / cycle more","Ja, ich gehe / fahre mehr"
soep-core,soep-core-2021-soeprki2,10083M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,10084M4652,1,1 Very well,1 Sehr gut
soep-core,soep-core-2021-soeprki2,10084M4652,2,2,2
soep-core,soep-core-2021-soeprki2,10084M4652,3,3,3
soep-core,soep-core-2021-soeprki2,10084M4652,4,4,4
soep-core,soep-core-2021-soeprki2,10084M4652,5,5 Very badly,5 Sehr schlecht
soep-core,soep-core-2021-soeprki2,10084M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,10085M4652,1,Never,Nie
soep-core,soep-core-2021-soeprki2,10085M4652,2,Occasionally,Manchmal
soep-core,soep-core-2021-soeprki2,10085M4652,3,Often,Oft
soep-core,soep-core-2021-soeprki2,10085M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,10086M4652,1,Does not apply at all,Gar nicht zutreffend
soep-core,soep-core-2021-soeprki2,10086M4652,2,Tends not to apply,Eher nicht zutreffend
soep-core,soep-core-2021-soeprki2,10086M4652,3,Partly applicable,Teils / teils zutreffend
soep-core,soep-core-2021-soeprki2,10086M4652,4,Tends to apply,Eher zutreffend
soep-core,soep-core-2021-soeprki2,10086M4652,5,Applies completely,Voll und ganz zutreffend
soep-core,soep-core-2021-soeprki2,10086M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,10087M4652,1,In German,Auf Deutsch
soep-core,soep-core-2021-soeprki2,10087M4652,2,In English,Auf Englisch
soep-core,soep-core-2021-soeprki2,10087M4652,3,In my native language (if it is not German or English),In meiner Muttersprache (wenn diese nicht Deutsch oder Englisch ist)
soep-core,soep-core-2021-soeprki2,10087M4652,4,In another language,In einer anderen Sprache
soep-core,soep-core-2021-soeprki2,10087M4652,5,I don't look for information about it,Ich informiere mich nicht
soep-core,soep-core-2021-soeprki2,10087M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,10088M4652,1,Not at all,Überhaupt nicht
soep-core,soep-core-2021-soeprki2,10088M4652,2,Seldom,Selten
soep-core,soep-core-2021-soeprki2,10088M4652,3,Occasionally,Gelegentlich
soep-core,soep-core-2021-soeprki2,10088M4652,4,Often,Oft
soep-core,soep-core-2021-soeprki2,10088M4652,5,Very often,Sehr oft
soep-core,soep-core-2021-soeprki2,10088M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,10089M4652,1,Not stressed out at all,Gar nicht belastet
soep-core,soep-core-2021-soeprki2,10089M4652,2,Slightly stressed out,Wenig belastet
soep-core,soep-core-2021-soeprki2,10089M4652,3,Quite stressed out,Eher belastet
soep-core,soep-core-2021-soeprki2,10089M4652,4,Affected severely,Stark belastet
soep-core,soep-core-2021-soeprki2,10089M4652,5,Does not apply,Trifft nicht zu
soep-core,soep-core-2021-soeprki2,10089M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,10090M4652,1,Disagree completely,Stimme überhaupt nicht zu
soep-core,soep-core-2021-soeprki2,10090M4652,2,Tend to disagree,Stimmer eher nicht zu
soep-core,soep-core-2021-soeprki2,10090M4652,3,Agree,Stimme eher zu
soep-core,soep-core-2021-soeprki2,10090M4652,4,Agree completely,Stimme voll und ganz zu
soep-core,soep-core-2021-soeprki2,10090M4652,5,Don‘t know,Weiß nicht
soep-core,soep-core-2021-soeprki2,10090M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,108M4652,1,Very good,Sehr gut
soep-core,soep-core-2021-soeprki2,108M4652,2,Good,Gut
soep-core,soep-core-2021-soeprki2,108M4652,3,Satisfactory,Zufriedenstellend
soep-core,soep-core-2021-soeprki2,108M4652,4,Poor,Weniger gut
soep-core,soep-core-2021-soeprki2,108M4652,5,Bad,Schlecht
soep-core,soep-core-2021-soeprki2,108M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,109M4652,1,A lot,Stark
soep-core,soep-core-2021-soeprki2,109M4652,2,A little,Ein wenig
soep-core,soep-core-2021-soeprki2,109M4652,3,Not at all,Gar nicht
soep-core,soep-core-2021-soeprki2,109M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,185M4652,1,Yes,Ja
soep-core,soep-core-2021-soeprki2,185M4652,2,No,Nein
soep-core,soep-core-2021-soeprki2,185M4652,3,Don't know,Weiß nicht
soep-core,soep-core-2021-soeprki2,185M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,1M4652,1,Yes,Ja
soep-core,soep-core-2021-soeprki2,1M4652,2,No,Nein
soep-core,soep-core-2021-soeprki2,1M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,211M4652,1,Never,Nie
soep-core,soep-core-2021-soeprki2,211M4652,2,Rarely,Selten
soep-core,soep-core-2021-soeprki2,211M4652,3,Sometimes,Manchmal
soep-core,soep-core-2021-soeprki2,211M4652,4,Often,Oft
soep-core,soep-core-2021-soeprki2,211M4652,5,Always,Immer
soep-core,soep-core-2021-soeprki2,211M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,4647M4652,1,In Germany,In Deutschland
soep-core,soep-core-2021-soeprki2,4647M4652,2,Abroad,Im Ausland
soep-core,soep-core-2021-soeprki2,4647M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2021-soeprki2,966M4652,1,Greatly,Immer
soep-core,soep-core-2021-soeprki2,966M4652,2,Often,Oft
soep-core,soep-core-2021-soeprki2,966M4652,3,Sometimes,Manchmal
soep-core,soep-core-2021-soeprki2,966M4652,4,Almost never,Fast nie
soep-core,soep-core-2021-soeprki2,966M4652,5,Never,Nie
soep-core,soep-core-2021-soeprki2,966M4652,-1,Can not / Prefer not to answer,Kann / möchte ich nicht beantworten
soep-core,soep-core-2020-soeprki,1,1,"[de] Ja, einmal","Ja, einmal"
soep-core,soep-core-2020-soeprki,1,2,"[de] Ja, mehrmals","Ja, mehrmals"
soep-core,soep-core-2020-soeprki,1,3,"[de] Nein, noch nie","Nein, noch nie"
soep-core,soep-core-2020-soeprki,2,-1,[de] Weiß nicht,Weiß nicht
soep-core,soep-core-2020-soeprki,2,1,[de] Ja,Ja
soep-core,soep-core-2020-soeprki,2,2,[de] Nein,Nein
soep-core,soep-core-2020-soeprki,5,1,[de] Ja,Ja
soep-core,soep-core-2020-soeprki,5,2,[de] Nein,Nein
soep-core,soep-core-2020-corona-m36,10022M16,1,disagree completely,Stimme überhaupt nicht zu
soep-core,soep-core-2020-corona-m36,10022M16,2,disagree somewhat,Stimme eher nicht zu
soep-core,soep-core-2020-corona-m36,10022M16,3,"partly agree, partly disagree",Teils-teils
soep-core,soep-core-2020-corona-m36,10022M16,4,agree somewhat,Stimme eher zu
soep-core,soep-core-2020-corona-m36,10022M16,5,agree completely,Stimme voll zu
soep-core,soep-core-2020-corona-m36,10022M16,-1,No answer,Keine Angabe
soep-core,soep-core-2020-corona-m36,1002M16,1,Frequently,Häufig
soep-core,soep-core-2020-corona-m36,1002M16,2,Seldom,Selten
soep-core,soep-core-2020-corona-m36,1002M16,3,Never,Nie
soep-core,soep-core-2020-corona-m36,1002M16,-1,No answer,Keine Angabe
soep-core,soep-core-2020-corona-m36,108M16,1,Very good,Sehr gut
soep-core,soep-core-2020-corona-m36,108M16,2,Good,Gut
soep-core,soep-core-2020-corona-m36,108M16,3,Satisfactory,Zufriedenstellend
soep-core,soep-core-2020-corona-m36,108M16,4,Poor,Weniger gut
soep-core,soep-core-2020-corona-m36,108M16,5,Bad,Schlecht
soep-core,soep-core-2020-corona-m36,108M16,-1,No answer,Keine Angabe
soep-core,soep-core-2020-corona-m36,11000M16,1,"[de] Infiziert, also positiv getestet","Infiziert, also positiv getestet"
soep-core,soep-core-2020-corona-m36,11000M16,2,"[de] Nicht infiziert, also negativ getestet","Nicht infiziert, also negativ getestet"
soep-core,soep-core-2020-corona-m36,11000M16,3,[de] Das Ergebnis liegt noch nicht vor,Das Ergebnis liegt noch nicht vor
soep-core,soep-core-2020-corona-m36,11000M16,-1,No answer,Keine Angabe
soep-core,soep-core-2020-corona-m36,11001M16,1,"[de] Ja, verordnet ","Ja, verordnet "
soep-core,soep-core-2020-corona-m36,11001M16,2,"[de] Ja, freiwillig","Ja, freiwillig"
soep-core,soep-core-2020-corona-m36,11001M16,3,[de] Nein,Nein
soep-core,soep-core-2020-corona-m36,11001M16,-1,No answer,Keine Angabe
soep-core,soep-core-2020-corona-m36,11002M16,1,[de] Ja,Ja
soep-core,soep-core-2020-corona-m36,11002M16,2,[de] Nein,Nein
soep-core,soep-core-2020-corona-m36,11002M16,3,"[de] Trifft nicht zu, lebe alleine","Trifft nicht zu, lebe alleine"
soep-core,soep-core-2020-corona-m36,11002M16,-1,No answer,Keine Angabe
soep-core,soep-core-2020-corona-m36,11003M16,1,[de] Ja,Ja
soep-core,soep-core-2020-corona-m36,11003M16,2,[de] Nein,Nein
soep-core,soep-core-2020-corona-m36,11003M16,3,[de] Es gibt noch kein Ergebnis,Es gibt noch kein Ergebnis
soep-core,soep-core-2020-corona-m36,11003M16,-1,No answer,Keine Angabe
soep-core,soep-core-2020-corona-m36,11004M16,1,[de] Der Kurs ist vorübergehend unterbrochen,Der Kurs ist vorübergehend unterbrochen
