study,dataset,variable,label,concept,questionnaire,question,item
soep-core,bemuki3,bem30313,Kind wird von anderen gehaenselt o. schikaniert,cver13,soep-core-2014-e3,3,cver13
soep-core,bemuki3,bem30314,Kind hilft anderen oft freiwillig,cver14,soep-core-2014-e3,3,cver14
soep-core,bemuki3,bem30315,Kind kommt mit Erwachsenen besser aus als mit anderen Kindern,cver15,soep-core-2014-e3,3,cver15
soep-core,bemuki3,bem30316,"Kind hat viele Aengste, fuerchtet sich leicht",cver16,soep-core-2014-e3,3,cver16
soep-core,bemuki3,bem30317,"Kind fuehrt Aufgaben zu Ende, kann sich lange konzentrieren",cver17,soep-core-2014-e3,3,cver17
soep-core,bemuki3,bem30401,Gewicht des Kindes in Kilo,cgew,soep-core-2014-e3,4,cgew
soep-core,bemuki3,bem30402,Groesse des Kindes in cm,cgro,soep-core-2014-e3,4,cgro
soep-core,bemuki3,bem305,Kind ist eingeschraenkt im Vergleich zu Gleichaltrigen,cstor,soep-core-2014-e3,5,
soep-core,bemuki3,bem30601,Krankenhausaufenthalt letzte 12 Monate,cges1,soep-core-2014-e3,6,
soep-core,bemuki3,bem30602,Dauer Krankenhausaufent i. d. letzten 12 Mon. in Tg,cges2,soep-core-2014-e3,6,cges2
soep-core,bemuki3,bem30701,aerztl. Hilfe i. d. letzten 3 Monaten,carz1,soep-core-2014-e3,7,
soep-core,bemuki3,bem30702,Anzahl aerztl. Hilfe i. d. letzten 3 Monaten,carz2,soep-core-2014-e3,7,carz2
soep-core,bemuki3,bem30801,Atemwegserkrankungen,cstor1,soep-core-2014-e3,8,cstor1
soep-core,bemuki3,bem30802,Mittelohrentzuendung,cstor2,soep-core-2014-e3,8,cstor2
soep-core,bemuki3,bem30803,Neurodermitis,cstor3,soep-core-2014-e3,8,cstor3
soep-core,bemuki3,bem30804,Fehlsichtigkeit,cstor4,soep-core-2014-e3,8,cstor4
soep-core,bemuki3,bem30805,Ernaehrungsstoerungen,cstor5,soep-core-2014-e3,8,cstor5
soep-core,bemuki3,bem30806,"Motorik,Bewegungsapparat",cstor6,soep-core-2014-e3,8,cstor6
soep-core,bemuki3,bem30807,"Sonstige Stoerungen,Behinderungen",cstor7,soep-core-2014-e3,8,cstor7
soep-core,bemuki3,bem30809,"nein, nichts davon",cstor9,soep-core-2014-e3,8,cstor9
soep-core,bemuki3,bem30901,Haeufigkeit zum Spielplatz gehen letzte 14 Tage,caktiv01,soep-core-2014-e3,9,caktiv01
soep-core,bemuki3,bem30902,Haeufigkeit Aktivitaeten an frischer Luft letzte 14 Tage,caktiv02,soep-core-2014-e3,9,caktiv02
soep-core,bemuki3,bem30903,Haeufigkeit Besuch bei anderen Familien letzte 14 Tage,caktiv03,soep-core-2014-e3,9,caktiv03
soep-core,bemuki3,bem30904,Haeufigkeit einkaufen gehen letzte 14 Tage,caktiv04,soep-core-2014-e3,9,caktiv04
soep-core,bemuki3,bem30905,Haeufigkeit (Vor-)Singen Kinderlieder letzte 14 Tage,caktiv05,soep-core-2014-e3,9,caktiv05
soep-core,bemuki3,bem30906,"Haeufigkeit Malen,Basteln letzte 14 Tage",caktiv06,soep-core-2014-e3,9,caktiv06
soep-core,bemuki3,bem30907,"Haeufigkeit Karten-,Wuerfelspiele spielen letzte 14 Tage",caktiv07,soep-core-2014-e3,9,caktiv07
soep-core,bemuki3,bem30908,"Haeufigkeit zusammen TV,Video,DVD schauen letzte 14 Tage",caktiv08,soep-core-2014-e3,9,caktiv08
soep-core,bemuki3,bem30909,"Haeufigkeit zusammen PC-,Internetspiele machen letzte 14 Tage",caktiv09,soep-core-2014-e3,9,caktiv09
soep-core,bemuki3,bem30910,"Haeufigkeit Kindertheater,Zirkus,Museum etc letzte 14 Tage",caktiv10,soep-core-2014-e3,9,caktiv10
soep-core,bemuki3,bem30911,Hfgkt Vorlesen/Erzaehlen in deutscher Spr. letzte 14 Tage,caktiv11,soep-core-2014-e3,9,caktiv11
soep-core,bemuki3,bem30912,Hfgkt Vorlesen/Erzaehlen in anderer Sprache letzte 14 Tage,caktiv12,soep-core-2014-e3,9,caktiv12
soep-core,bemuki3,bem31001,"Darf das Kind allein TV,Video,DVD schauen",ctv1,soep-core-2014-e3,10,
soep-core,bemuki3,bem31002,"Allein TV,Video,DVD schauen (h/Woche)",ctv2,soep-core-2014-e3,10,ctv2
soep-core,bemuki3,bem31101,Betreuung durch (Ehe-)Partner,csit1,soep-core-2014-e3,11,csit1
soep-core,bemuki3,bem31102,Betreuung durch (Ehe-)Partner (h/woche),cstd1,soep-core-2014-e3,11,cstd1
soep-core,bemuki3,bem31103,Betreuung durch Vater des Kindes,csit2,soep-core-2014-e3,11,csit2
soep-core,bemuki3,bem31104,Betreuung durch Vater des Kindes (h/woche),cstd2,soep-core-2014-e3,11,cstd2
soep-core,bemuki3,bem31105,Betreuung durch Grosseltern des Kindes,csit3,soep-core-2014-e3,11,csit3
soep-core,bemuki3,bem31106,Betreug.durch Grosseltern des Kindes (h/woche),cstd3,soep-core-2014-e3,11,cstd3
soep-core,bemuki3,bem31107,Betreug.durch aeltere Geschwister,csit4,soep-core-2014-e3,11,csit4
soep-core,bemuki3,bem31108,Betreug.durch aeltere Geschwister (h/woche),cstd4,soep-core-2014-e3,11,cstd4
soep-core,bemuki3,bem31109,Betreug.durch andere Verwandte,csit5,soep-core-2014-e3,11,csit5
soep-core,bemuki3,bem31110,Betreug.durch andere Verwandte (h/woche),cstd5,soep-core-2014-e3,11,cstd5
soep-core,bemuki3,bem31111,Betreug.durch Tagesmutter (ausser Haus),csit6,soep-core-2014-e3,11,csit6
soep-core,bemuki3,bem31112,Betreug.durch Tagesmutter(ausser Haus)(h/woche),cstd6,soep-core-2014-e3,11,cstd6
soep-core,bemuki3,bem31113,Betreug.durch Kinderfrau (im HH),csit7,soep-core-2014-e3,11,csit7
soep-core,bemuki3,bem31114,Betreug.durch Kinderfrau(im HH)(h/woche),cstd7,soep-core-2014-e3,11,cstd7
soep-core,bemuki3,bem31115,"Betreug. durch Kindergarten, Hort",csit8,soep-core-2014-e3,11,csit8
soep-core,bemuki3,bem31116,"Betreug. durch Kindergarten, Hort (h/Woche)",cstd8,soep-core-2014-e3,11,cstd8
soep-core,bemuki3,bem31117,Betreuung durch andere,csit9,soep-core-2014-e3,11,csit9
soep-core,bemuki3,bem31118,Betreuung durch andere (h/woche),cstd9,soep-core-2014-e3,11,cstd9
soep-core,bemuki3,bem31119,"Betreuung nur selbst, keine andere Person",csitno,soep-core-2014-e3,11,csitno
soep-core,bemuki3,bem31201,Kind ist gespraechig(1)/still(11),cverg01,soep-core-2014-e3,12,cverg01
soep-core,bemuki3,bem31202,Kind ist unordentlich(1)/ordentlich(11),cverg02,soep-core-2014-e3,12,cverg02
soep-core,bemuki3,bem31203,Kind ist gutmuetig(1)/leicht reizbar(11),cverg03,soep-core-2014-e3,12,cverg03
soep-core,bemuki3,bem31204,Kind ist wenig interessiert(1)/wissensdurstig(11),cverg04,soep-core-2014-e3,12,cverg04
soep-core,bemuki3,bem31205,Kind hat Selbstvertrauen(1)/ist unsicher(11),cverg05,soep-core-2014-e3,12,cverg05
soep-core,bemuki3,bem31206,Kind ist zurueckgezogen(1)/kontaktfreudig(11),cverg06,soep-core-2014-e3,12,cverg06
soep-core,bemuki3,bem31207,Kind ist konzentriert(1)/leicht ablenkbar(11),cverg07,soep-core-2014-e3,12,cverg07
soep-core,bemuki3,bem31208,Kind ist trotzig(1)/folgsam(11),cverg08,soep-core-2014-e3,12,cverg08
soep-core,bemuki3,bem31209,Kind begreift schnell(1)/braucht mehr Zeit(11),cverg09,soep-core-2014-e3,12,cverg09
soep-core,bemuki3,bem31210,Kind ist aengstlich(1)/unaengstlich(11),cverg10,soep-core-2014-e3,12,cverg10
soep-core,bemuki3,bem3datt,Tag des Interviews,datt,soep-core-2014-e3,A,datt
soep-core,bemuki3,bem3datm,Monat des Interviews,datm,soep-core-2014-e3,A,datm
soep-core,bemuki3,bem3datst,Interview beendet Uhrzeit (Stunde),datst,soep-core-2014-e3,A,datst
soep-core,bemuki3,bem3datmi,Interview beendet Uhrzeit (Minuten),datmi,soep-core-2014-e3,A,datmi
soep-core,bemuki3,intid,Interviewer ID,,,,
soep-core,bemuki3,beeltpersnr,Personennummer des Elternteils,mpnr,soep-core-2014-e3,0,mpnr
soep-core,bemuki3,bemform,Befragungsform,form,soep-core-2014-e3,A,form
