study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,filter,goto,concept,description,number
soep-core,soep-core-2014-e3,3,,,Inwieweit treffen die folgenden Aussagen auf Ihr Kind zu? Bitte berücksichtigen Sie bei der Antwort das Verhalten Ihres Kindes in den letzten sechs Monaten.,Antworten Sie bitte anhand der folgenden Skala. Der Wert 1 bedeutet: trifft überhaupt nicht zu. Der Wert 7 bedeutet: trifft voll zu. Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.,"To what extent do you agree with the following statements about your child? For each answer, think about your child’s behavior in the last six months. 
","Please answer on the following scale, where 1 means “does not apply at all”, and 7 meaning “applies  completely”",txt,,,,,,
soep-core,soep-core-2014-e3,3,2,,Mein Kind…,,My child  …,,txt,,,,,,
soep-core,soep-core-2014-e3,3,cver01,,ist rücksichtsvoll,,is thoughtful,,cat,cver xx,,,cver01,,
soep-core,soep-core-2014-e3,3,cver02,,"ist unruhig, überaktiv, kann nicht lange stillsitzen ",,"is restless, hyperactive, can’t sit still long",,cat,cver xx,,,cver02,,
soep-core,soep-core-2014-e3,3,cver03,,"teilt gerne mit anderen Kindern (Süßigkeiten, Spielzeug, Buntstifte usw.) ",,"likes to share with other children (sweets, toys, crayons, etc.)",,cat,cver xx,,,cver03,,
soep-core,soep-core-2014-e3,3,cver04,,"hat oft Wutanfälle, ist aufbrausend",,"often has tantrums, is short-tempered",,cat,cver xx,,,cver04,,
soep-core,soep-core-2014-e3,3,cver05,,"ist ein Einzelgänger, spielt meist alleine ",,"is a loner, usually plays alone",,cat,cver xx,,,cver05,,
soep-core,soep-core-2014-e3,3,cver06,,"ist hilfsbereit, wenn andere verletzt, krank oder betrübt sind ",,"is helpful when others are hurt, sick, or sad",,cat,cver xx,,,cver06,,
soep-core,soep-core-2014-e3,3,cver07,,ist ständig zappelig,,is always fidgety,,cat,cver xx,,,cver07,,
soep-core,soep-core-2014-e3,3,cver08,,streitet sich oft mit anderen Kindern oder schikaniert sie,,often fights with or picks on other children,,cat,cver xx,,,cver08,,
soep-core,soep-core-2014-e3,3,cver09,,ist oft unglücklich oder niedergeschlagen,weint häufig,"is often unhappy or downcast, cries a lot",,cat,cver xx,,,cver09,,
soep-core,soep-core-2014-e3,3,cver10,,ist im Allgemeinen bei anderen Kindern beliebt,,is generally well-liked by other children,,cat,cver xx,,,cver10,,
soep-core,soep-core-2014-e3,3,cver11,,"ist leicht ablenkbar, unkonzentriert",,"is easily distracted, unfocused",,cat,cver xx,,,cver11,,
soep-core,soep-core-2014-e3,3,cver12,,ist nervös oder anklammernd in neuen Situationen,verliert leicht das Selbstvertrauen,"is nervous or clingy in new situations, easily loses self-confidence",,cat,cver xx,,,cver12,,
soep-core,soep-core-2014-e3,3,cver13,,wird von anderen gehänselt oder schikaniert,,is often teased or picked on by others,,cat,cver xx,,,cver13,,
soep-core,soep-core-2014-e3,3,cver14,,"hilft anderen oft freiwillig (Eltern, Erziehern, anderen Kindern)",,"often helps others of his/her own accord (parents, teachers, other children)",,cat,cver xx,,,cver14,,
soep-core,soep-core-2014-e3,3,cver15,,kommt besser mit Erwachsenen aus als mit anderen Kindern,,gets along better with adults than with children,,cat,cver xx,,,cver15,,
soep-core,soep-core-2014-e3,3,cver16,,hat viele Ängste,fürchtet sich leicht,"has a lot of fears, gets scared easily",,cat,cver xx,,,cver16,,
soep-core,soep-core-2014-e3,3,cver17,,führt Aufgaben zu Ende,kann sich lange konzentrieren,"finishes what he/she starts, can concentrate for a long time",,cat,cver xx,,,cver17,,
soep-core,soep-core-2014-e3,4,,,Wie sind gegenwärtig Größe und Gewicht Ihres Kindes?,,What is your child’s current height and weight?,,txt,,,,,,
soep-core,soep-core-2014-e3,4,cgew,,Gewicht in Kilogramm,,Weight in kilograms,,int,,,,cgew,,
soep-core,soep-core-2014-e3,4,cgro,,Körpergröße in cm,,Height in centimeters,,int,,,,cgro,,
soep-core,soep-core-2014-e3,5,,,"Ist Ihr Kind in irgendeiner Weise eingeschränkt oder daran gehindert, Dinge zu tun, die die meisten gleichaltrigen Kinder tun können? ",,Is your child in any way impaired or prevented from doing things that most children of his or her age can do?,,cat,cges1,,,cstor,,
soep-core,soep-core-2014-e3,6,,,"Gab es bei Ihrem Kind in den letzten 12 Monaten gesundheitliche Probleme, die einen Krankenhausaufenthalt notwendig machten? ",,Did your child experience health problems in the last 12 months that necessitated a hospital stay?,,cat,cges1,,,cges1,,
soep-core,soep-core-2014-e3,6,cges2,,[Ja] und zwar … Tage,,"Yes, … days",,int,,6;cges1=1,,cges2,,
soep-core,soep-core-2014-e3,7,,,Mussten Sie in den letzten 3 Monaten wegen gesundheitlicher Probleme Ihres Kindes einen Arzt aufsuchen oder rufen?,,Did you have to go to or call a doctor in the last 3 months because of your child’s health problems?,,cat,cges1,,,carz1,,
soep-core,soep-core-2014-e3,7,carz2,,[Ja] und zwar … mal,,Yes: … times,,int,,7;carz1=1,,carz2,,
soep-core,soep-core-2014-e3,8,,,Ist von einem Arzt bei Ihrem Kind einmal eine der folgenden Erkrankungen oder Störungen festgestellt worden?,Bitte alles Zutreffende ankreuzen!,Has your child been diagnosed by a doctor as having one of the following health conditions or impairments?,Please state all that apply!,txt,,,,,,
soep-core,soep-core-2014-e3,8,cstor1,,"Atemwegserkrankungen (Asthma, Bronchitis oder Ähnliches) ",,"Respiratory disease (asthma, bronchitis or similar)",,bin,,,,cstor1,,
soep-core,soep-core-2014-e3,8,cstor2,,Mittelohrentzündung,,Middle-ear inflammation,,bin,,,,cstor2,,
soep-core,soep-core-2014-e3,8,cstor3,,Neurodermitis,,Neurodermatitis,,bin,,,,cstor3,,
soep-core,soep-core-2014-e3,8,cstor4,,"Fehlsichtigkeit (z.B. Kurz- bzw. Weitsichtigkeit, Schielen) ",,"Vision impairment (e.g., far-sightedness, near-sightedness, crossed eyes)",,bin,,,,cstor4,,
soep-core,soep-core-2014-e3,8,cstor5,,Ernährungsstörungen,,Nutritional disorder,,bin,,,,cstor5,,
soep-core,soep-core-2014-e3,8,cstor6,,"Störungen der Motorik, des Bewegungsapparates ",,Motor impairment (impairments of the locomotor apparatus),,bin,,,,cstor6,,
soep-core,soep-core-2014-e3,8,cstor7,,Sonstige Störungen / Behinderungen,,Other impairment or disorder,,bin,,,,cstor7,,
soep-core,soep-core-2014-e3,8,cstor9,,"Nein, nichts davon ",,"No, none of the above",,bin,,,,cstor9,,
soep-core,soep-core-2014-e3,8,cstor8,,[Sonstige Störungen / Behinderungen] und zwar:,,[other disorders]:,,chr,,8:cstor7=1,,cstor8,,
soep-core,soep-core-2014-e3,9,,,Wie oft haben Sie oder die Hauptbetreuungsperson in den letzten 14 Tagen gemeinsam mit Ihrem Kind folgende Aktivitäten ausgeführt?,,How many times in the last 14 days have you or the main caregiver engaged in the following activities  with your child?,,txt,,,,,,
soep-core,soep-core-2014-e3,9,caktiv01,,Auf den Spielplatz gehen,,Going to the playground,,cat,caktivxx,,,caktiv01,,
soep-core,soep-core-2014-e3,9,caktiv02,,Aktivitäten an der frischen Luft (Spaziergänge oder ähnliches),,Activities outdoors (taking walks or similar),,cat,caktivxx,,,caktiv02,,
soep-core,soep-core-2014-e3,9,caktiv03,,Besuch bei anderen Familien mit Kindern,,Visiting other families with children,,cat,caktivxx,,,caktiv03,,
soep-core,soep-core-2014-e3,9,caktiv04,,Mit dem Kind einkaufen gehen,,Going shopping with the child,,cat,caktivxx,,,caktiv04,,
soep-core,soep-core-2014-e3,9,caktiv05,,Singen von Kinderliedern,,Singing children’s songs,,cat,caktivxx,,,caktiv05,,
soep-core,soep-core-2014-e3,9,caktiv06,,Malen oder Basteln,,Painting or doing arts and crafts,,cat,caktivxx,,,caktiv06,,
soep-core,soep-core-2014-e3,9,caktiv07,,"Karten-, Würfelspiele oder andere gemeinsame Spiele ",,"Playing cards, board games, or other games together",,cat,caktivxx,,,caktiv07,,
soep-core,soep-core-2014-e3,9,caktiv08,,Zusammen Fernsehen / Video / DVD ansehen,,Watching television or videos with the child,,cat,caktivxx,,,caktiv08,,
soep-core,soep-core-2014-e3,9,caktiv09,,Zusammen Computer- / Internetspiel machen,,Playing computer or Internet games together,,cat,caktivxx,,,caktiv09,,
soep-core,soep-core-2014-e3,9,caktiv10,,"Besuch Kindertheater, Zirkus, Museum, Ausstellung oder ähnliches ",,"Going to children’s theater, the circus, museums, exhibitions, or similar",,cat,caktivxx,,,caktiv10,,
soep-core,soep-core-2014-e3,9,caktiv11,,[Geschichten vorlesen oder erzählen] in deutscher Sprache,,[Reading or telling stories] in German,,cat,caktivxx,,,caktiv11,,
soep-core,soep-core-2014-e3,9,caktiv12,,[Geschichten vorlesen oder erzählen] in anderer Sprache,,[Reading or telling stories] in another language,,cat,caktivxx,,,caktiv12,,
soep-core,soep-core-2014-e3,10,,,"Darf Ihr Kind alleine, also ohne Erwachsene, Fernsehen, Video oder DVD schauen? ",,"Is your child allowed to watch television or videos alone, without adult supervision?",,cat,ctv1,,,ctv1,,
soep-core,soep-core-2014-e3,10,ctv2,,"[Ja/Nur selten, ausnahmsweise] und zwar … Stunden pro Woche",,"Yes, … hours per week.",,int,,10;ctv1=1|2,,ctv2,,
soep-core,soep-core-2014-e3,11,,,"Wenn Sie einmal an eine normale Woche denken: Gibt es außer Ihnen andere Personen oder Einrichtungen, die die Betreuung des Kindes zeitweise übernehmen? Wenn ja, welche Personen oder Einrichtungen sind das und wie viele Stunden pro Woche übernehmen sie die Betreuung? ",,"If you think about a normal week, is there anybody else who regularly spends time looking after your child? If so, who are they, and how many hours a week do they spend looking after the child?",,txt,,,,,,
soep-core,soep-core-2014-e3,11,csit1,,(Ehe) Partner,,Spouse / Partner,,bin,,,,csit1,,
soep-core,soep-core-2014-e3,11,csit2,,Vater des Kindes (falls nicht im Haushalt),,The child’s father (if not a resident of the same household),,bin,,,,csit2,,
soep-core,soep-core-2014-e3,11,csit3,,Großeltern des Kindes,,The child’s grandparents,,bin,,,,csit3,,
soep-core,soep-core-2014-e3,11,csit4,,Ältere Geschwister des Kindes,,Older brother / sister of the child,,bin,,,,csit4,,
soep-core,soep-core-2014-e3,11,csit5,,Andere Verwandte,,Other relatives,,bin,,,,csit5,,
soep-core,soep-core-2014-e3,11,csit6,,Tagesmutter (außer Haus),,Paid caregiver (outside the home),,bin,,,,csit6,,
soep-core,soep-core-2014-e3,11,csit7,,Kinderfrau (in Ihrem Haushalt),,Paid caregiver (comes into your home),,bin,,,,csit7,,
soep-core,soep-core-2014-e3,11,csit8,,"Kindergarten, Kindertageseinrichtung, Hort",,"Nursery school (creche, kindergarten)",,bin,,,,csit8,,
soep-core,soep-core-2014-e3,11,csit9,,"Andere (z.B. Babysitter, Nachbarn) ",,"Other (friends, acquaintances, neighbors, etc.)",,bin,,,,csit9,,
soep-core,soep-core-2014-e3,11,csitno,,"Nein, niemand",,"No, nobody",,bin,,,,csitno,,
soep-core,soep-core-2014-e3,11,cstd1,,[(Ehe) Partner] Stunden,,Hours [spouse / partner],,int,,11:csit1=1,,cstd1,,
soep-core,soep-core-2014-e3,11,cstd2,,[Vater des Kindes] Stunden,,Hours [father (if not in the household)],,int,,11:csit2=1,,cstd2,,
soep-core,soep-core-2014-e3,11,cstd3,,[Großeltern des Kindes] Stunden,,Hours [grandparents],,int,,11:csit3=1,,cstd3,,
soep-core,soep-core-2014-e3,11,cstd4,,[Ältere Geschwister des Kindes] Stunden,,Hours [siblings],,int,,11:csit4=1,,cstd4,,
soep-core,soep-core-2014-e3,11,cstd5,,[Andere Verwandte] Stunden,,Hours [other relatives],,int,,11:csit5=1,,cstd5,,
soep-core,soep-core-2014-e3,11,cstd9,,"[Andere (z.B. Babysitter, Nachbarn)] Stunden",,Hours [paid caregiver outside home],,int,,11:csit9=1,,cstd9,,
soep-core,soep-core-2014-e3,11,cstd6,,[Tagesmutter] Stunden,,Hours [paid caregiver inside home],,int,,11:csit6=1,,cstd6,,
soep-core,soep-core-2014-e3,11,cstd7,,[Kinderfrau] Stunden,,Hours [nursery school],,int,,11:csit7=1,,cstd7,,
soep-core,soep-core-2014-e3,11,cstd8,,"[Kindergarten, Kindertageseinrichtung, Hort] Stunden",,Hours [other],,int,,11:csit8=1,,cstd8,,
soep-core,soep-core-2014-e3,12,,,Wie würden Sie Ihr Kind im Vergleich zu anderen Kindern gleichen Alters beurteilen? Mein Kind …,"Je weiter links Sie Ihr Kreuz machen, um so mehr trifft die linke Eigenschaft zu, je weiter rechts Sie Ihr Kreuz machen, um so mehr trifft die rechte Eigenschaft zu! ",How would you rank your child in comparison to other children of the same age? My child is …,"The further to the left you make the X, the more the characteristic on the left side applies. The further to the right you make the X, the more the characteristic on the right side applies.",txt,,,,,,
soep-core,soep-core-2014-e3,12,cverg01,,,,,,cat,cverg01,,,cverg01,,
soep-core,soep-core-2014-e3,12,cverg02,,,,,,cat,cverg02,,,cverg02,,
soep-core,soep-core-2014-e3,12,cverg03,,,,,,cat,cverg03,,,cverg03,,
soep-core,soep-core-2014-e3,12,cverg04,,,,,,cat,cverg04,,,cverg04,,
soep-core,soep-core-2014-e3,12,cverg05,,,,,,cat,cverg05,,,cverg05,,
soep-core,soep-core-2014-e3,12,cverg06,,,,,,cat,cverg06,,,cverg06,,
soep-core,soep-core-2014-e3,12,cverg07,,,,,,cat,cverg07,,,cverg07,,
soep-core,soep-core-2014-e3,12,cverg08,,,,,,cat,cverg08,,,cverg08,,
soep-core,soep-core-2014-e3,12,cverg09,,,,,,cat,cverg09,,,cverg09,,
soep-core,soep-core-2014-e3,12,cverg10,,,,,,cat,cverg10,,,cverg10,,
soep-core,soep-core-2014-e3,A,,,Welches Datum haben wir heute und um wie viel Uhr haben Sie den Fragebogen beendet?,,What’s the date today?,,txt,,,,,,
soep-core,soep-core-2014-e3,A,datt,,Tag,,Day,,int,,,,datt,,
soep-core,soep-core-2014-e3,A,datm,,Monat,,Month,,int,,,,datm,,
soep-core,soep-core-2014-e3,A,datst,,Stunde,,Hours,,int,,,,datst,,
soep-core,soep-core-2014-e3,A,datmi,,Minute,,Minute,,int,,,,datmi,,
soep-core,soep-core-2014-e3,A,6,,Befragungsform,,Interview form,,txt,,,,,,
soep-core,soep-core-2014-e3,A,form,,Form,,Form,,int,,,,form,,
soep-core,soep-core-2014-e3,A,7,,Interviewer:,,Interviewer:,,txt,,,,,,
soep-core,soep-core-2014-e3,A,listnr,,Listen-Nr.,,List ID,,int,,,,listnr,,
soep-core,soep-core-2014-e3,A,lfdr,,Lfd.Nr.,,Lfd ID,,int,,,,lfdr,,
soep-core,soep-core-2014-e3,A,intnr,,Abrechnungs-Nummer,,Account number,,int,,,,intnr,,
soep-core,soep-core-2014-e3,A,8,,Unterschrift des Interviewers,,Interviewer signature,,txt,,,,,,
